daughter	day
act	hikap punoan
touch	hikap
Felicisimo	Pilising
fat	yobab
minx	takirub
Eleocharis dulcis	apulid
greenbrier	banag
rhizomatous	katotang
Luzon	balanigan
Vaccinium	banuay
batchmate	mistah
perfect	sungkad
lick	hamoy
lick	tamoy
lick	tam-oy
Ñ	enye
agglutinative	malanggikiton
infix	panunganggikit
pursue	lakag
Ignatius bean	aguwason
Ignatius bean	dankagi
Ignatius bean	igasud
Ignatius bean	gasud
victor	mananaog
Crispulo	Poloy
mountain	Kapayas
freshwater	anunugbo
squander	kalas-kalas
dive	sugbo
boat	angkob
bite off	ingkib
bite off	ingkit
bite off	utlob
constrict	ukob
make out	aluch
tsunami	Chona Mae
boy toy	ikal
Cebu	Amihan
barangay	Agunod
goddess	Brizo
shatterstone	talikod
homosexual	gadalag uwan
homosexual	nagdalag uwan
homosexual	nagdalag ulan
homosexual	gadalag ulan
movies	pinilakang tabil
cover	tabil
backdrop	tabilikod
backdrop	tabilawan
wreck	nalunoran
sink	unlod
sink	lundag
sink	tundag
Deborah	Boyang
Lucy	Lusing
Fausto	Usting
Lilia	Liling
root	gamotpulong
root	pulong lintunganay
stage	esteyds
celebration	dyambori
rescue	reskyu
venue	benyu
notebook	notbok
romantic	pirslab
coast	piyer
jackpot	dyakpat
barracks	baraks
gaseous	ayrosol
serenade	kansiyon
indeed	gayod
indeed	gajod
very	kaajo
mesentery	ginabot
mesquite	tindoktindok
funny	hilaryos
toxic	benomos
delicious	delisyos
inquisitive	kyuryos
hypertension	hayblad
anemia	anemya
anemia	anemik
linguistics	magdidila
phoneme	paningog
shampoo ginger	lampuyang
parasitic	buo
heedless	magpakabuta-bungol
heedless	buta-bungol
incense	kamangyan
downward	dayhag
colorful	mabulokon
spider lily	pagiyon
Abrus precatorius	bangati
holy basil	kalugongkugong
Kaempferia galanga	kisol
ti	kilala
website	websayt
chick	tsiks
womanizer	tsikboy
womanizer	tsiksboy
banana	sab-a
banana	kardaba
banana	agutay
hybrid	balungan
hybrid	bungan
banana	lunsing
banana	marapita
plantain	maybay
banana	murabya
banana	salibagyo
meatless	sinubakan og tudlo
outrigger	lanong
basnig	basnigan
outrigger	pambot
outrigger	pangayaw
outrigger	mangayaw
outrigger	karakowa
pulpy	sapalon
hard milkwood	kuyawkuyaw
parliament of the streets	parlyamento sa kadalanan
parliament of the streets	parlyamento sa kalsada
parliament of the streets	parlyamento sa karsada
parliament	parlyamento
celebration	selebrasyon
vice mayor	bise mayor
vice president	bise presidente
caterpillar	sapiring
caterpillar	sampiring
island	Sarangani
Balut	Malulong
province	Davao Occidental
conscience	konsensya
shrubby false buttonweed	manaal
shrubby false buttonweed	bongat
Malabar nut	handal-usa
attractive	halinon
barangay	kabarangayan
love hotel	lubnganan sa buhi
vice	bise gobernador
Thai	lakorn
Bombax ceiba	taglinaw
resolution	resolusyon
tobacco	adlabong
tobacco	balinyungyong
holly	himamalak
abiu	abyo
Barbados cherry	aserola
azarole	aserolo
mistletoe	agoago
Dysphania ambrosioides	aposotis
Dysphania ambrosioides	pasotis
bitter melon	paliya ihalas
bitter melon	paliya ihas
governor general	gobernador heneral
beautyberry	harayhay
rice paddy herb	angangi
fanged	bangkilan
sedge	apuraw
police officer	polis sa kalinaw
Pedro	Edoy
barangay	Bulacao
sea hibiscus	balabago
subvert	pukan
drag in	tumpawak
hello	kumustamos
hello	kumustamos ginamos
motion	mosyon
estimate	banabana
common-law husband	bana-bana
common-law wife	asawa-asawa
schoolmate	kaeskuyla
tape measure	metrosan
container	bakid
brim	hamabaw
brim	himabaw
milk	letsehan
longneck	longnik
talent	talanton
foot	ruleran
degree	katagi
unit	busok
counting-out game	butikaw, butikaw, ikaw
pinworm	butikaw
hawksbill turtle	karahan
Dermochelys coriacea	kulod
loggerhead turtle	bulawon
olive ridley sea turtle	mukoy
blonde	bulaw
blonde	buwaw
Israel	Islaw
Elpidio	Edyong
Consolacion	Garing
handspan	dangkal
distance	balangit
distance	luyong siko
ganta	gantang
grammarian	batidila
yard	mamulbol
foot	piye
scoop	salopan
scoop	sawpan
adverb	pungwayon
preposition	pangdugtongan
conjunction	panugtong
clause	kabihayag
cold	pabugnaw
Gallicolumba platenae	kulokulo
insane	pakno
Asiatic pennywort	yabongyabong
epiphytic	kulokagama
evergreen	barubo
Vietcong	Bitkong
slant-eyed	bitkong
shortage	kanihit
shamble	sagadsad
shamble	sagudsod
martial law	balaod militar
distant	dagundon
precocious	batang tiguwang
precocious	batang tigulang
precocious	batang murag korek
quarrel	waway
store	litsonan
shed	aslanan
lechon	mangasalay
butcher	mangihaway
painter	mamintalay
common sow thistle	gagatang
broiled	ginanggang
broiled	dinangdang
broil	ganggang
broil	dangdang
hut	landahan
hut	ganggangan
hut	dangdangan
broil	lambon
ear	tipuso
bowl	hungot
on the tip of one's tongue	sa tumoy sa akong dila
suicide	naghikog
debate	lalis
barangay	Landahan
birthday	birtdey
birthday party	birtdey parti
headache	sakit sa ulo
store	letsonan
pig	letsonon
pig	litsonon
animal	aslonon
crossword	pulongbay
chat	tsat
chat room	tsatanan
chat	katsat
communicate	komyunikeyt
concentrate	konsentreyt
publicity	publisidad
angel	manulunda
phone book	ponbok
mugger	manunulis
roll one's eyes	sulirap
capability	kapabilidad
capability	katakos
capability	kasarang
capability	kagahom
capability	kaarang
sea hibiscus	lambago
Philippines	manumbok
anvil	landasan
anvil	langgiti
anvil	yungki
Rico	Ikong
megamouth shark	tangoytangoy
hammerhead shark	kurosan
edible	kujaji
edible	kuyayi
mushroom	kaupas
royalist	makiharianon
fundamental	masukaron
gecko	jambangan
penis	dos bamboo
killer	mamumuno
play	dinuwaan
play	dinulaan
forest	kahoyan
suitor	maghahalad
area	kapayasan
owner	tag-iya
assassinate	buno
build	tukod
rival	karibal
go in one ear and out the other	lapos sa pikas dunggan
katungod	tawhanong katungod
right	katungod
miserly	inot
minute	diyotay
fountain of youth	tuboran sa kabatan-on
Fountain of Youth	Tuboran sa Kabatan-on
interior	interyor
World War II	Ikaduhang Gubat sa Kalibotan
World War I	Unang Gubat sa Kalibotan
World War III	Ikatulong Gubat sa Kalibotan
World War I	Unang Gubat Kalibotanon
World War II	Ikaduhang Gubat Kalibotanon
condolences	pahisubo
lamentation	kahisubo
lamentation	kahasubo
sweaty	singtanon
travel	panaw
shopper	mangomprahay
punch	sinumbagan
punch	kinulatahan
kick	pinatiran
autopsy	otopsiya
servant	binatonan
gardener	hardinero
gardener	hardinera
garden	hardin
damang	karaang damang
land	landig
orders	hinugo
ember	aligato
checkmark	tsek
civilian	sibilyan
caterpillar	hantatalo
caterpillar	hantatawo
writer	magsusulat
writer	magdadagang
typewriter	makinilya
typewritten	makinilyado
composer	kompositor
life savings	tinigom
produce	lab-as
smile	pahiyom
smile	esmayl
smile	esmayl pinabao
turtle	pinabao
manner	tinan-awan
manner	tinutokan
manner	kinataw-an
shout	siyagit
shout	shagit
magician	madyikero
conjuring	madyik
doughnut hole	binuylos
fraternity	praterniti
sorority	sororiti
slap	espank
Christianity	Kristiyanismo
Catholic	Katoliko
Roman Rite	Romano Katoliko
irreligious	katulo liko
rattle	pandaritas
textbook	teksbok
granary	dapa
selfishly	isipan
selfishly	inisipan
sit	liningkoran
sleep	kinatulgan
ply	mamasahero
bulldozer	buldoser
bulldoze	buldos
tractor	traktora
sugarcane	mananapas
five to	minos singko para
half past	traynta minutos pasado
twenty	baynte minutos pasado
thirty	minos traynta para
twenty	baynte
thirty	traynta
sixty	saysenta
eighty	otsenta
two hundred	dosentos
three hundred	tresentos
thirty	katloan
forty	kap-atan
sixty	kan-oman
seventy	kapitoan
eighty	kawaloan
ninety	kasiyaman
twenty	kaluhaan
sacked	sinako
constipation	makatubol
windshield wiper	wayper
surprise	yawarts
infrastructure	inprastraktura
infrastructure	inprastruktura
classroom	lawak saringan
giving	pagpanghatag
teacher	titser
measles	tipdas
German measles	dalap
continuation	pagpadayon
kidney stone	bato sa renyon
gallstone	bato sa apdo
rocky	kabatoan
waist-deep	tagahawak
airplane	abyon
fern	lukdolukdo
whale shark	taluki
hook	gangso
difference	kalainan
iron hand	kamot nga puthaw
turn in one's grave	motuyok sa iyang lubnganan
basketball	onseonse
thirteen	trese
fourteen	katorse
sixteen	desisayis
seventeen	desisiyete
eighteen	desiotso
nineteen	desinuybe
whale shark	tukituki
insurgency	insurhensiya
industrialization	industriyalisasyon
coach driver	kutsero
trade	pagpangutsero
churchgoer	hinimba
poet	magbabalak
poet	balakero
Laticauda colubrina	tigwaw
Laticauda colubrina	tigwalo
can opener	ablidor
customer	kustomer
person	kontesero
person	kontesera
snake oil	lana sa bitin
coach driver	paradista
act	pagtungha
braggart	bogirit
braggart	hambogirit
twenty-one	baynte uno
twenty-two	baynte dos
twenty-three	baynte tres
twenty-four	baynte kwatro
twenty-five	baynte singko
act	paglingkod
financer	pinanser
operative	operatiba
imprison	balhog
insert	suksok
insert	sukip
partially	bulhog
biceps	bihol
twenty-six	baynte sayis
twenty-seven	baynte siyete
twenty-eight	baynte otso
twenty-nine	baynte nuybe
uno	trayntay uno
dos	trayntay dos
tres	trayntay tres
kwatro	trayntay kwatro
singko	trayntay singko
sayis	trayntay sayis
six	sayis
siyete	trayntay siyete
otso	trayntay otso
nuybe	trayntay nuybe
uno	kwarentay uno
dos	kwarentay dos
tres	kwarentay tres
kwatro	kwarentay kwatro
singko	kwarentay singko
sayis	kwarentay sayis
siyete	kwarentay siyete
otso	kwarentay otso
nuybe	kwarentay nuybe
uno	singkwentay uno
dos	singkwentay dos
kwatro	singkwentay tres
singko	singkwentay singko
siyete	singkwentay siyete
sayis	singkwentay sayis
otso	singkwentay otso
nuybe	singkwentay nuybe
kwatro	saysentay kwatro
kwatro	setentay kwatro
kwatro	otsentay kwatro
kuwatro	nobentay kuwatro
kwatro	nobentay kwatro
kwatro	singkwentay kwatro
uno	saysentay uno
dos	saysentay dos
tres	saysentay tres
singko	saysentay singko
sayis	saysentay sayis
siyete	saysentay siyete
otso	saysentay otso
nuybe	saysentay nuybe
uno	setentay uno
tres	setentay tres
dos	setentay dos
singko	setentay singko
sayis	setentay sayis
siyete	setentay siyete
otso	setentay otso
nuybe	setentay nuybe
uno	otsentay uno
dos	otsentay dos
trss	otsentay tres
singko	otsentay singko
sayis	otsentay sayis
siyete	otsentay siyete
otso	otsentay otso
nuybe	otsentay nuybe
uno	nobentay uno
dos	nobentay dos
tres	nobentay tres
singko	nobentay singko
sayis	nobentay sayis
siyete	nobentay siyete
otso	nobentay otso
nuybe	nobentay nuybe
usa	kawhaag usa
duha	kawhaag duha
tulo	kawhaag tulo
upat	kawhaag upat
unom	kawhaag unom
pito	kawhaag pito
walo	kawhaag walo
siyam	kawhaag siyam
contest	kompetisyon
relationship	managsuon
usa	katloag usa
duha	katloag duha
tul8	katloag tulo
upat	katloag upat
lima	katloag lima
unom	katloag unom
pito	katloag pito
walo	katloag walo
siyam	katloag siyam
oh my God	Ginoo ko
appendix	apendiks
impractical	impraktikal
chapter	tsapter
chapter	kapitulo
verse	bersikulo
friendship	panaghigala
usa	kap-atag usa
duha	kap-atag duha
tulo	kap-atag tulo
upat	kap-atag upat
lima	kap-atag lima
unom	kap-atag unom
pito	kap-atag pito
walo	kap-atag walo
siyam	kap-atag siyam
usa	kalim-ag usa
duha	kalim-ag duha
tulo	kalim-ag tulo
lima	kalim-ag lima
upat	kalim-ag upat
unom	kalim-ag unom
pito	kalim-ag pito
walo	kalim-ag walo
siyam	kalim-ag siyam
dila	inahang dila
ankle-deep	tagakiting
ayaw	aykog
ayaw	ayko
ayaw	aymig
ayaw	aynig
usa	uska
wala	wan-a
batchoy	batsoy
stew	bas-oy
chop suey	sapsoy
chop suey	tsapsoy
usa	kan-omag usa
duha	kan-omag duha
tulo	kan-omag tulo
upat	kan-omag upat
lima	kan-omag lima
unom	kan-omag unom
pito	kan-omag pito
walo	kan-omag walo
siyam	kan-omag siyam
usa	kapitoag usa
duha	kapitoag duha
tulo	kapitoag tulo
upat	kapitoag upat
lima	kapitoag lima
unom	kapitoag unom
pito	kapitoag pito
walo	kapitoag walo
siyam	kapitoag siyam
ayaw	ayrag
ayaw	aynag
ayaw	aylag
maayo	maypa
maayo	maylang
maayo	mayta
maayo	maytag
ayaw	ayg
be quiet	ayg saba
oesophagus	tilaokan
exit	lusotanan
pass through	lusot
armed forces	kasundalohan
paratrooper	paratropa
parachute	parakyot
paraglider	paraglayder
silence	kulban sa kaldero
usa	kawaloag usa
tulo	kawaloag tulo
duha	kawaloag duha
upat	kawaloag upat
lima	kawaloag lima
unom	kawaloag unom
pito	kawaloag pito
walo	kawaloag walo
siyam	kawaloag siyam
usa	kasiyamag usa
duha	kasiyamag duha
tulo	kasiyamag tulo
upat	kasiyamag upat
lima	kasiyamag lima
unom	kasiyamag unom
pito	kasiyamag pito
walo	kasiyamag walo
siyam	kasiyamag siyam
quadrillion	kwadrilyon
quintillion	kwintilyon
two thousand	dos mil
four thousand	kwatro mil
five thousand	singko mil
six thousand	tres mil
six thousand	sayis mil
seven thousand	siyete mil
eight thousand	otso mil
ten thousand	diyes mil
nine thousand	nuybe mil
accusation	kiha
one thousand	usa ka libo
two thousand	duha ka libo
one thousand	tulo ka libo
four thousand	upat ka libo
five thousand	lima ka libo
six thousand	unom ka libo
seven thousand	pito ka libo
eight thousand	walo ka libo
nine thousand	siyam ka libo
ten thousand	napulo ka libo
one hundred	usa ka gatos
two hundred	duha ka gatos
three hundred	tulo ka gatos
four hundred	upat ka gatos
five hundred	lima ka gatos
six hundred	unom ka gatos
seven hundred	pito ka gatos
eight hundred	walo ka gatos
nine hundred	siyam ka gatos
bodyguard	badigard
waiter	weyter
waitress	witres
waitress	weytres
evade	ipsot
narrowly	diriyot
carnal	lawasnong kalipay
dancer	manayaway
stepping stone	tikanganan
Ramon Magsaysay	Liargao
kuwatro	kuwarentay kuwatro
uno	kuwarentay uno
tres	kuwarentay dos
sayis	kuwarentay sayis
siyete	kuwarentay siyete
otso	kuwarentay otso
nuybe	kuwarentay nuybe
uno	singkuwentay uno
dos	singkuwentay dos
tres	singkuwentay tres
kuwatro	singkuwentay kuwatro
singko	singkuwentay singko
sayis	singkuwentay sayis
siyete	singkuwentay siyete
otso	singkuwentay otso
nuybe	singkuwentay nuybe
opponent	kaatbang
umbrella tree	kalangkang
Kaffir lime	amungpong
shower	habuhabo
uwan init	uwan init, pistas langit; uwan landong, pistas silong
uwan init	uwan init, pista sa langit; uwan landong, pista sa silong
blouse	blawos
Adam and Eve	Adan ug Eba
Eve	Eba
register	rehistro
recover	rekober
whirl	lambuyog
ayaw	ayawg
commercial	panagat
livelihood	panginabuhian
tenant farmer	samohante
dili	din-a
didto	didtos
file	tagohipos
panty	tapingan
briefs	puyohi
character	personahe
catch	manikpaw
hand net	sikpaw
landing net	sigpaw
intelligence	salabotan
title	ulohan
planet	Kalibotan
unaware	walay kalibotan
unaware	walay Earth
unaware	walay earth
unacquainted	dili pamilyar
unacquainted	dili sinati
acquainted	sinati
Seventh-day Adventist	Adbentista
tooth	sakamuylas
barangay	Balangbalang
parish	Jinulauan
cohabitation	lib-in
common-law	kalib-in
daughter	anak-babaye
son	anak-lalaki
Calvary	Kalbaryo
ordeal	kalbaryo
plastic surgery	retoke
cosmetic surgery	retokado
cosmetic surgery	retokada
drought	huwaw
drought	hulaw
dishearten	dismaya
Nico	Nicoy
Rico	Rikoy
Rico	Ricoy
pasture	tugwayanan
perform	piyongan
Chocolate Hills	Sagbayan
council	konseho
caretaker	saligando
lift	sakwat
lift	buswat
three million	tulo ka milyon
presence	presensya
quality	kalidad
barangay	Bobuntogan
barangay	Kimaya
licensed	lisensiyado
licensed	lisensyado
illusion	ilusyon
sign	pirmahan
urge	awhag
trade	patigayon
sibling	utod
refuel	tubil
distribution	distribusyon
tension	tensyon
pressure	presyon
scratch	kuskos
his	niya
that	kadto
adulterer	mananapaw
healer	mananawal
go out	mogawas
royalty	kabayranan
fatigue	lapoy
jungle	sulop
synonym	kapulong
stool	bangkito
small	lamesita
door	pultahan
deity	ginoo
province	Lepanto-Bontoc
commandancy	Amburayan
municipality	Turtle Islands
province	Kalinga
commandancy	Bontoc
province	Kalinga-Apayao
Dinagat	Dinagat Islands
province	Compostela Valley
province	Apayao
province	Benguet
province	Ifugao
province	Bataan
province	Biliran
province	Cagayan
Virac	Catanduanes
province	Davao del Norte
province	Davao del Sur
province	Davao Oriental
Samar	Eastern Samar
province	Cotabato
province	Guimaras
province	Lanao del Norte
province	Lanao del Sur
Samar	Northern Samar
province	Negros Oriental
province	Negros Occidental
province	Misamis Occidental
province	Lanao
province	Shariff Kabunsuan
province	Negros del Norte
province	Ambos Camarines
province	Misamis
province	Mindoro
province	Agusan
province	Tawi-Tawi
province	Tarlac
province	Sultan Kudarat
Cotabato	South Cotabato
province	Oriental Mindoro
province	Occidental Mindoro
province	Nueva Vizcaya
milk tongue	ugam
storm surge	sultaob
surge	sulbong
swidden	dulok
smack	dukol
colleague	katrabaho
saang	bungag saang
pula	dahong pula
puwa	dahong puwa
marking-nut tree	anugas
shove	tukmod
peel	hagpat
yell	singgit
Catalina	Taling
native	Bogohanon
native	Tabuelanon
native	Talisaynon
native	Toledohanon
native	Balambanon
barangay	Talisay
frame	pabitay
game	buak kulon
sideview	saydbiyo
interview	interbiyo
Milky Way Galaxy	Balaktas
resolve	resolba
caroler	mamaskohay
fiesta	mamistahay
copycat	sunodsunod
hunt	mangayam
when	kanus-a
where	dis-a
how	giunsa
how	unsaon
say	sulti
loose	luag
circle	alidong
circle	lingin
hard	bagnol
cooperate	kooperar
correct	sakto
straight	tul-id
unease	gil-as
stuffy	alinsuob
splash	sabyag
rub	banlos
hold	kupot
windfall	puwak
windfall	pulak
stab	dugmak
a few	pipila
listen	paminaw
behind	luyo
die	mas-ok
weighty	buntay
almost	diyot
broadcaster	magsisibya
there	diha
broadcast	sibya
broadcaster	brodkaster
hoard	ugom
medium of instruction	pinulongan sa pagtudlo
teaching	pagtudlo
dialect	pinulongan
full moon	takdol
full moon	daktol
binignit	tabirak
skip	laktod
vinegar	kusisang
calamondin	agridulse
Bataan	New Bataan
elemental	dili ingon nato
stream	Subangdaku
demolition	pagdemolis
ouster	pagpalagpot
stabbing	pagpanunggab
burning	pagsunog
closed	serado
shove	sagbat
high	dekalidad
barangay	Guibuangan
inspiration	lamdaman
linen	balandan
debris	salibog
delirium	salimuang
restless	alindasay
drunken	Sally ug Aly
handmaid	alabay
channel	bungalos
Napier grass	kumpay
scowl	kusmod
jut out	giwal
sail	lawig
do	ligaw
change	liwag
jut out	gimaw
jut out	gil-it
need	panginahanglan
necessary	kinahanglan
barangay	Britania
Saint	San Agustin
Kaffir lime	amontaw
bitaog	butalaw
biyuda	bahong biyuda
biyudo	bahong biyudo
municipality	Nabunturan
waterfall	Tinuy-an
promoter	tigpasiugda
come apart	bungkag
come apart	buskag
good evening	maayong gabii
barangay	Vive
landslide	pagdahili sa yuta
satiated	busogon
attend	tambong
attendance	pagtambong
tabugok	tabugokan
octopus	tabugok
rotten	tibugok
rotten	binugok
barangay	Ginabucan
nonbiodegradable	dili malata
awkward	salikwaot
amnesty	amnestiya
unstitch	bungkas
Lapu-Lapu	Basak
obstruction	babag
horizontal	pababag
downwards	paubos
assail	asdang
placard	plakard
park	suroyanan
barangay	Poblacion
constituent	konstituwente
barangay	Pajac
barangay	Jaclupan
bandage	haklopan
bandage	haklop
diehard	lunod patay
yearn	hidlaw
yearning	kahidlaw
anxiety	kahigwaos
uneasy	higwaos
loneliness	kamingaw
move	atab
spiel	pasiatab
painting	pagpintal
foul ball	paltik
cinema	mamaltik
volunteerism	bolunterismo
voluntourism	bolunturismo
island	Balicasag
barangay	Lagtang
sa	mahadlokon sa Ginoo
respectful	matinahoron
glory	himaya
barangay	Casili
running	pagdagan
May	Maymay
health	panglawas
irk	pikal
include	lakip
wake up	lulaw
prayer	pag-ampo
penetrate	datom
Rodrigo	Digong
participation	pagsalmot
participate	salmot
attempt	pagsulay
try	sulay
demand	bungat
since	sanglit
leftovers	himutoron
evacuation center	bakwitanan
Cotabato	North Cotabato
barangay	Takepan
barangay	Banglay
grass	solisoli
brush	eskuba
epiphytic	talukop
false ironwort	palapasagi
prop	manampiling
wala	wala koy ikasukli ana
wala	wala koy sensiyo ana
hide	taptap
separate	buwag
resemble	may-ong
user	tiggamitan
stack	hapnig
backfire	sumbalik
entertainment	kalingawan
manok	tuhikon kas manok
manok	tuhakon kas manok
unlucky	demalas
remorse	hingawa
warehouseman	bodegero
warehousewoman	bodegera
spine	taludtod
Visayas	pulahan
kapok	durol
salted duck egg	itlog nga pula
salted duck egg	itlog nga puwa
hold	tangag
barangay	Simala
closing	pagpanira
upcoming	taliabot
upcoming	saliabot
approaching	singabot
about to	tali-
barangay	Tayud
barangay	Cansaga
tooth	manunusad
scoop	hawop
strip	hundawas
youth	tigma
relative superlative	pinaka-
person	tiklad
circumcision	girlo
ivory	tugbok
arousal	kinamakawing
wavy	kulong
overlap	akob
street	C. Padilla
snatcher	manglabnihay
snatch	labni
snowflake moray	birkaka
Mico	Mikmik
manok	manok igtatari
in	Autonomous Region in Muslim Mindanao
salvage	mamasura
waste picker	mamasurahay
cordiality	kaaghop
easily	mabaw og lubot
easily	mabaw og kibot
barangay	Don Andres Soriano
barangay	Poog
schedule	eskedyul
Cinnamomum verum	kanela
chambered nautilus	lagang
coincide	takdo
nostril	lisngag
adopted	inadap
adopt	adap
have a fit	sul-ong
rallyist	raliyista
located	singko nalay plete para langit
gatecrash	mangnukos
tutok	udtong tutok
protrude	igdal
appeal	manawagan
appeal	panawagan
happiness	kamaya
syrup	arnibal
untrimmed	walay hinguko
luwag	pangatulig luwag
abundant	tugob
tangled	gubot
snap	bugtas
child	bagtos
resurrect	banhaw
resurrection	pagkabanhaw
modest	mapaubsanon
falling	pagkahulog
ignorance	kaburong
ignorant	burong
recruiter	rekruter
children	pambata
adult	pangdagko
barangay	Talay
row	talay
land	kabangkalan
strangle	luok
lump	ukol
strangle	tuok
Nile cabbage	kiyapo
cradle robber	manglutasay
date	manglutas
weaned	malutas
weaned	nalutas
parallel	uyon
showering	hinawnaw
dunk	nawnaw
attend	hatod og lubong
attend	hatod og patay
Andoy	Andoy Purdoy
broke	purdoy
daughter	Inday Badiday
pubic hair	balungos
fuss	kuskos balungos
fussless	walay kuskos balungos
singer	kantista
Kantist	Kantista
marker	timailhan
school	pamuhi
know	kadumdom
recall	dumdom
remember	hinumdom
locust	dundon
locust	dulondulon
push	mudmod
rub	nudnod
visitation	pagduaw
surprise	yamarts
obese	dabyana
compassion	kaluoy
separate	tibulaag
Ricardo	Ardot
Reynaldo	Aldong
disturb	sunggal
Gmelina	gemelina
later	gilayon
temptations	panuway
kidney	asol
spleen	kulilas
pelvis	balak-ang
balak-ang	bak-ang
ankle	buolbuol
wrist	panglay
palate	langangag
chasuble	kasulya
antecubital	lutaluta
mandible	alungaing
wrist	pupolan
grimace	ngislo
archaic	tinong
first cousin	ig-agaw igtagsa
second cousin	ig-agaw igtagurha
third cousin	ig-agaw igtagutlo
fourth cousin	ig-agaw igtagup-at
fifth cousin	ig-agaw igtagilma
serene	tim-os
penis	utinan
vulva	butoan
barbaric	linuog
worry	guol
epithet	Mama Mary
nice	anindot
death	hubkas
funeral	lubong tapos
undead	amaranhig
candleholder	dagkotanan
lit	dinagkotan
lighted	sinugaan
palm reader	manghihimalad
perform	himalad
palm reading	pagpanghimalad
palmistry	panghimalad
fighter	payter
exotic	eksotik
grasshopper	asiwsiw
silvery	pilaknon
ghost ship	tayogtayog
shake	tay-og
injure	mayawaan
confronted	maawayan
barangay	Bulua
I don't know	ambot sa imong lubot
horndog	palautog
bell ringer	tigbagting
whetstone	sam-iran
opening time	tingsulod
opening time	ting-abli
closing time	tingsira
dismissal time	tinggawas
season	ting-
cogonal	kakugonan
careless	kiat
deceitful	atikon
dismissal time	tingbuhi
white mulberry	amingit
squid	lumigagon
squid	barawan
octopus	tamala
chaos	kagubot
bright	brayt
unwashed	labhonon
hip	bat-ang
opposite	atbang
bug	gaminap
fond	hingaon
fond	hinayaw
Homeric laughter	talidhay
serenader	haranista
awesomeness	pagkapayter
Christmas tree	krismas tri
photography	pagkamaniniyot
Cavite	Kawit
anarchist	manggugubot
battle	Tres de Abril
savior	manluluwas
savior	manunubos
laundry	winaswasan
Mia	Miyang
washed	sinabonan
retract	bakwi
stimulate	binatilay
mutual masturbation	paglinuloay
mutual masturbation	pagbinatilay
genitalia	latbi
genitalia	talib
lingua franca	lingguwa prangka
Thursday	Huybes
Tuesday	Dumason
November	Nobiyembre
intercalary	Kibag-anon
game	tuslok baki
hemstitch	labit
Cebu City	El Filibusterismo
rag	nuog
officemate	kaopisina
resident	kabarangay
accompanies	kakuyog
clue	panultol
deadline	dedlayn
honeylike	dugosnon
striving	pagpanglimbasog
lucky	palaran
tough love	karinyo brutal
make love	karinyo
strive	limbasog
satisfying	matagbawon
satisfy	tagbaw
thrusting	kiniyoran
candlelighter	managkotay
member	kapartido
office	papasiya
barangay	Bagocboc
scoop	takos
rescuer	tigluwas
puso	magpupuso
imported	estitsayd
barkada	barkadista
weaver	maglala
strategist	maglalaraw
barangay	Tugnao
repeated	binalik
topnotcher	tapnatser
volleyball	balibolista
barangay	New Lourdes
crown of thorns	dap-ag
guesstimate	matikmatik
money	pailog
money	abwag
money dance	kuratsa
easily	tugnawonon
mate	takal
prostitution	hinarbatan
appropriation	hinarbat
appropriation	hinarbor
famous	banggiitan
swell	hupong
fertile	tabunok
sport	paugnat sa kusog
touch	hikam
private parts	pribadong parte
personal	pribado
barangay	Camaman-an
barangay	Calaboon
foreign	day-as
starling	gansiyang
bamboo	pas-ong
crabhole	day-a
exercise	eksersays
parasitic	kolon busaw
fast	tingpuasa
peasant	magbabaol
corporate	tagsiya
daughter	binukot
capital city	kaulohan
royal family	kadatoan
edict	mantala
slave	paratawag
crash	dusmog
Natalio	Talyo
tank	tangke de gera
greet	timbaya
steal	sakiyo
greeting	pagtimbaya
pedophile	pedopilya
taffy	tiratira
toffee	balikutsa
toffee	barikutsa
maker	tiggama
attic	puwangki
talamnan	tanlag
sharecropper	saop
skin	kutis
attorney	manlalaban
fried rice	hotsilog
epistemology	epistemolohiya
lazy	tapolan
clove	sangki
cushion	ulonan
human	butagtok
chaste	bingil
listen	mamati
rice	buyok
buyok	binuyok
mere mortal	anak sa pobreng utin
valedictorian	balediktoryan
salutatoryan	salutatoryan
repeater	balikdiktoryan
wala	wala nahilig
refracture	lunhat
beautiful	matahom
aged	edaran
support	endorso
slanting	handag
width	gilapdon
height	gitas-on
depth	gilawmon
thickness	gibag-on
thinness	kanipson
duration	gidugayon
emo	emaw
copy	hulad
coconut milk	tinunoan
drag	kahig
comedian	komedyano
comedienne	komedyana
gunmaker	pistolador
watering hole	tubigan
barangay	Tubigan
vicinity	bisinidad
electrician	elektrisyan
lineman	kurentisyan
dog meat	kanding nga walay sungay
school year	tuig tingtungha
Heavenly Father	Langitnong Amahan
sa	Prinsipe sa Pakigdait
money	kwarta sa hangin
cockfighter	sabongera
cockfighter	manariay
cockfighter	buwanger
binding	tulubagon
responsibility	kaakohan
native land	yutang natawhan
barangay	Maribago
flood-prone	bahaonon
floodplain	bahaanan
crazy	plipaks
barangay	Langub
very good	very good, walay lugod-lugod
lift	daog
fan	magdadayeg
Catalina	Talina
carefully	tagik
fever	takig
shaved	agol
booger	kiyot
solitary wasp	pasgaw
barangay	Macabalan
barangay	Colupan Bajo
barangay	Colupan Alto
detained	detinado
wounded	samdan
bone	hagsal
adviser	adbayser
senior citizen	senyor sitisen
yellowish	lalag
shellac	selak
heal	ayom
motorcade	motorkada
fire department	kabomberohan
subject	magbubuhis
