maggot	𐌼𐌰𐌸𐌰
shake off	𐌿𐍃𐌷𐍂𐌹𐍃𐌾𐌰𐌽
palsy	𐌿𐍃𐌻𐌹𐌸𐌰
let down	𐌹𐌽𐍃𐌰𐌹𐌻𐌾𐌰𐌽
communication	𐌲𐌰𐍅𐌰𐌿𐍂𐌳𐌹
taste	𐌺𐌰𐌿𐍃𐌾𐌰𐌽
Alexander	𐌰𐌻𐌰𐌹𐌺𐍃𐌰𐌽𐌳𐍂𐌿𐍃
keep	𐌳𐌿𐌻𐌸𐌾𐌰𐌽
travel	𐌲𐌰𐌲𐌲𐌾𐌰𐌽
run	𐌳𐌿𐍂𐌹𐌽𐌽𐌰𐌽
sting	𐌲𐌰𐌶𐌳𐍃
hearing	𐌷𐌻𐌹𐌿𐌼𐌰
begin	𐌳𐌿𐍃𐍄𐍉𐌳𐌾𐌰𐌽
blame	𐍆𐌰𐌹𐌰𐌽
stay	𐍅𐌰𐌺𐌰𐌽
watch	𐌳𐌿𐍅𐌰𐌺𐌰𐌽
please	𐍃𐌰𐌼𐌾𐌰𐌽
corrupt	𐍆𐍂𐌰𐍅𐌰𐌹𐍂𐌸𐌰𐌽
corrupt	𐍆𐍂𐌰𐍅𐌰𐍂𐌳𐌾𐌰𐌽
covet	𐍆𐌰𐌹𐌷𐌿𐌲𐌴𐌹𐌲𐌰𐌽
thresh	𐌸𐍂𐌹𐍃𐌺𐌰𐌽
debtor	𐍆𐌰𐌹𐌷𐌿𐍃𐌺𐌿𐌻𐌰
Mammon	𐍆𐌰𐌹𐌷𐌿𐌸𐍂𐌰𐌹𐌷𐌽𐌰
catch	𐌲𐌰𐍆𐌰𐌷
catch	𐌲𐌰𐍆𐌰𐌷𐌰𐌽
grasp	𐍆𐌰𐌹𐍂𐌲𐍂𐌴𐌹𐍀𐌰𐌽
accuse	𐍆𐌰𐌹𐍂𐌹𐌽𐍉𐌽
spectacle	𐍆𐌰𐌹𐍂𐍅𐌴𐌹𐍄𐌻
𐌷𐌰𐌱𐌰𐌹𐌳𐌴𐌳𐌿𐌽	𐌷𐌰𐌱𐌰𐌹𐌳𐌴𐌳𐌿𐌽𐌿𐌷
multitude	𐌷𐌹𐌿𐌷𐌼𐌰
hill	𐌷𐌻𐌰𐌹𐌽𐌴
account	𐍂𐌰𐌸𐌾𐍉
reach	𐍆𐌰𐌹𐍂𐍂𐌹𐌽𐌽𐌰𐌽
perjurer	𐌿𐍆𐌰𐍂𐍃𐍅𐌰𐍂𐌰
swear	𐍃𐍅𐌰𐍂𐌰𐌽
forswear	𐌿𐍆𐌰𐍂𐍃𐍅𐌰𐍂𐌰𐌽
Satan	𐍃𐌰𐍄𐌰𐌽𐌰
west	𐍃𐌰𐌲𐌲𐌵𐌰
rectify	𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌾𐌰𐌽
righteous	𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐍃
righteously	𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌰𐌱𐌰
straight	𐍂𐌰𐌹𐌷𐍄𐍃
correctly	𐍂𐌰𐌹𐌷𐍄𐌰𐌱𐌰
truly	𐍂𐌰𐌹𐌷𐍄𐌹𐍃
lacking	𐍅𐌰𐌽𐍃
deficiency	𐍅𐌰𐌽
fearless	𐌿𐌽𐌰𐌲𐌰𐌽𐌳𐍃
profit	𐌲𐌰𐌱𐌰𐍄𐌽𐌰𐌽
gain	𐍆𐌰𐌹𐍂𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽
go	𐍆𐌰𐍂𐌰𐌽
sail	𐍆𐌰𐍂𐌾𐌰𐌽
keeping	𐍆𐌰𐍃𐍄𐌿𐌱𐌽𐌹
street	𐍆𐌰𐌿𐍂𐌰𐌳𐌰𐌿𐍂𐌹
street	𐌲𐌰𐍄𐍅𐍉
uncircumcision	𐍆𐌰𐌿𐍂𐌰𐍆𐌹𐌻𐌻𐌹
leather	𐍆𐌹𐌻𐌻𐌴𐌹𐌽𐍃
purpose	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌷𐌿𐌲𐌾𐌰𐌽
destroy	𐌲𐌰𐍄𐌰𐌹𐍂𐌰𐌽
treasury	𐌲𐌰𐌶𐌰𐌿𐍆𐍅𐌻𐌰𐌺𐌹𐍉
lot	𐌷𐌻𐌰𐌿𐍄𐍃
rust	𐌽𐌹𐌳𐍅𐌰
purpose	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌻𐌴𐌹𐌺𐌰𐌽
wooden	𐍄𐍂𐌹𐍅𐌴𐌹𐌽𐍃
tittle	𐍅𐍂𐌹𐍄𐍃
winnow	𐍅𐌹𐌽𐌸𐌹𐍃𐌺𐌰𐌿𐍂𐍉
prepare	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌼𐌰𐌽𐍅𐌾𐌰𐌽
write	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌼𐌴𐌻𐌾𐌰𐌽
predestine	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐍂𐌴𐌳𐌰𐌽
present	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐍃𐌰𐍄𐌾𐌰𐌽
curtain	𐍆𐌰𐌿𐍂𐌰𐌷𐌰𐌷
destruction	𐌲𐌰𐍄𐌰𐌿𐍂𐌸𐍃
young	𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌸𐍃
grow	𐌻𐌹𐌿𐌳𐌰𐌽
deceive	𐌿𐍃𐌻𐌿𐍄𐍉𐌽
deceive	𐌻𐌿𐍄𐍉𐌽
abundant	𐌲𐌰𐌽𐍉𐌷𐍃
unthankful	𐌻𐌰𐌿𐌽𐌰𐍅𐌰𐍂𐌲𐍃
disobedient	𐌿𐌽𐌲𐌰𐍈𐌰𐌹𐍂𐌱𐍃
unholy	𐌿𐌽𐌰𐌹𐍂𐌺𐌽𐍃
laugh	𐌿𐍆𐌷𐌻𐍉𐌷𐌾𐌰𐌽
firmament	𐍄𐌿𐌲𐌲𐌻
prepare	𐍆𐌰𐌿𐍂𐌰𐌼𐌰𐌽𐍅𐌾𐌰𐌽
bound	𐌷𐌰𐍆𐍄𐌾𐌰𐌽
join	𐌲𐌰𐌷𐌰𐍆𐍄𐌾𐌰𐌽
join	𐌲𐌰𐌲𐌰𐌷𐌰𐍆𐍄𐌾𐌰𐌽
or	𐌸𐌰𐌿
achieve	𐌲𐌰𐍄𐌹𐌻𐍉𐌽
join	𐌲𐌰𐌲𐌰𐍄𐌹𐌻𐍉𐌽
human	𐌼𐌰𐌽𐌰𐌿𐌻𐌹
appropriate	𐌲𐌰𐌰𐌹𐌲𐌹𐌽𐍉𐌽
good	𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌴𐌹
prepare	𐌲𐌰𐍆𐌰𐌷𐍂𐌾𐌰𐌽
diverse	𐌼𐌹𐍃𐍃𐌰𐌻𐌴𐌹𐌺𐍃
sickness	𐍃𐌰𐌿𐌷𐍄𐍃
sick	𐍃𐌹𐌿𐌺𐍃
sickness	𐍃𐌹𐌿𐌺𐌴𐌹
teach	𐍄𐌰𐌻𐌶𐌾𐌰𐌽
untidily	𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃𐌰𐌱𐌰
unrestrained	𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃
set forth	𐍆𐌰𐌿𐍂𐌰𐌼𐌴𐌻𐌾𐌰𐌽
crucify	𐌷𐍂𐌰𐌼𐌾𐌰𐌽
crucify	𐌿𐍃𐌷𐍂𐌰𐌼𐌾𐌰𐌽
purity	𐌷𐍂𐌰𐌹𐌽𐌴𐌹
desire	𐌲𐌰𐌹𐍂𐌽𐌴𐌹
severity	𐍈𐌰𐍃𐍃𐌴𐌹
sharply	𐍈𐌰𐍃𐍃𐌰𐌱𐌰
form	𐌲𐌿𐌳𐌰𐍃𐌺𐌰𐌿𐌽𐌴𐌹
deed	𐌲𐌰𐌳𐌴𐌸𐍃
one-eyed	𐌷𐌰𐌹𐌷𐍃
destruction	𐍆𐍂𐌰𐍅𐌰𐍂𐌳𐌴𐌹𐌽𐍃
put down	𐌲𐌰𐍃𐌰𐍄𐌾𐌰𐌽
Boanerges	𐌱𐌰𐌿𐌰𐌽𐌰𐌹𐍂𐌲𐌰𐌹𐍃
god-fearing	𐌲𐌿𐌳𐌰𐍆𐌰𐌿𐍂𐌷𐍄𐍃
threaten	𐍈𐍉𐍄𐌾𐌰𐌽
complain	𐌲𐌰𐍈𐍉𐍄𐌾𐌰𐌽
practice	𐍃𐌹𐌳𐍉𐌽
reconcile	𐌲𐌰𐍃𐌹𐌱𐌾𐍉𐌽
often	𐌿𐍆𐍄𐌰
spin	𐍃𐍀𐌹𐌽𐌽𐌰𐌽
spread out	𐌿𐍃𐌱𐍂𐌰𐌹𐌳𐌾𐌰𐌽
distrust	𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽
handwrought	𐌷𐌰𐌽𐌳𐌿𐍅𐌰𐌿𐍂𐌷𐍄𐍃
made	𐌿𐌽𐌷𐌰𐌽𐌳𐌿𐍅𐌰𐌿𐍂𐌷𐍄𐍃
go	𐍆𐌰𐌿𐍂𐌰𐌵𐌹𐌼𐌰𐌽
fasten	𐌲𐌰𐍅𐌹𐌳𐌰𐌽
backward	𐌹𐌱𐌿𐌺𐍃
overflowing	𐌿𐍆𐌰𐍂𐍆𐌿𐌻𐌻𐍃
outdo	𐍆𐌰𐌿𐍂𐌰𐍂𐌰𐌷𐌽𐌾𐌰𐌽
shake	𐌲𐌰𐍅𐌹𐌲𐌰𐌽
declare	𐍆𐍂𐌰𐌵𐌹𐌸𐌰𐌽
escape	𐌿𐌽𐌸𐌰𐌸𐌻𐌹𐌿𐌷𐌰𐌽
hope	𐍆𐌰𐌿𐍂𐌰𐍅𐌴𐌽𐌾𐌰𐌽
seize	𐍆𐍂𐌰𐍅𐌹𐌻𐍅𐌰𐌽
manifold	𐌼𐌰𐌽𐌰𐌲𐍆𐌰𐌻𐌸𐍃
four	𐍆𐌹𐌳𐌿𐍂-
pity	𐌲𐌰𐌰𐍂𐌼𐌰𐌽
save	𐌲𐌰𐌽𐌰𐍃𐌾𐌰𐌽
save	𐌲𐌰𐌽𐌹𐍃𐌰𐌽
take	𐌲𐌰𐌽𐌹𐌼𐌰𐌽
pour	𐌲𐌹𐌿𐍄𐌰𐌽
hallow	𐌲𐌰𐍅𐌴𐌹𐌷𐌰𐌽
image	𐌼𐌰𐌽𐌻𐌴𐌹𐌺𐌰
present	𐍆𐌰𐌿𐍂𐌰𐍅𐌹𐍃𐌰𐌽
reimburse	𐌿𐍃𐌲𐌹𐌱𐌰𐌽
notice	𐌲𐌰𐌿𐌼𐌾𐌰𐌽
go	𐍆𐌰𐌿𐍂𐌱𐌹𐌲𐌰𐌲𐌲𐌰𐌽
go	𐍆𐌰𐌿𐍂𐌱𐌹𐍃𐌽𐌹𐍅𐌰𐌽
dishonour	𐌿𐌽𐍃𐍅𐌴𐍂𐌴𐌹
pass by	𐍆𐌰𐌿𐍂𐌲𐌰𐌲𐌲𐌰𐌽
ransom	𐌻𐌿𐌽𐍃
draw	𐌳𐍂𐌰𐌲𐌰𐌽
amass	𐌲𐌰𐌳𐍂𐌰𐌲𐌰𐌽
curtain	𐍆𐌰𐌿𐍂𐌷𐌰𐌷
contentiousness	𐌸𐍂𐌰𐍃𐌰𐌱𐌰𐌻𐌸𐌴𐌹
raise	𐌿𐍂𐍂𐌰𐌹𐍃𐌾𐌰𐌽
arise	𐌿𐍂𐍂𐌴𐌹𐍃𐌰𐌽
raise	𐍂𐌰𐌹𐍃𐌾𐌰𐌽
valuable	𐌲𐌰𐌻𐌰𐌿𐍆𐍃
flag	𐌲𐌰𐍄𐌰𐍂𐌷𐌾𐌰𐌽
cry	𐌷𐍂𐍉𐍀𐍃
cry	𐌷𐍂𐍉𐍀𐌾𐌰𐌽
set	𐍆𐌰𐌿𐍂𐌻𐌰𐌲𐌾𐌰𐌽
awareness	𐌼𐌹𐌸𐍅𐌹𐍃𐍃𐌴𐌹
persuade	𐍆𐌿𐌻𐌻𐌰𐍅𐌴𐌹𐍃𐌾𐌰𐌽
unsayable	𐌿𐌽𐌵𐌴𐌸𐍃
satisfy	𐌲𐌰𐍆𐌿𐌻𐌻𐌰𐍅𐌴𐌹𐍃𐌾𐌰𐌽
narrative	𐌹𐌽𐍃𐌰𐌷𐍄𐍃
muzzle	𐍆𐌰𐌿𐍂𐌼𐌿𐌻𐌾𐌰𐌽
life	𐌲𐌰𐌵𐌹𐌿𐌽𐌰𐌽
stammering	𐍃𐍄𐌰𐌼𐌼𐍃
known	𐌲𐌰𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐌾𐌰𐌽
excuse	𐍆𐌰𐌿𐍂𐌵𐌹𐌸𐌰𐌽
known	𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐍃
openly	𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐌰𐌱𐌰
remember	𐌲𐌰𐌼𐌿𐌽𐌰𐌽
clothe	𐍅𐌰𐍃𐌾𐌰𐌽
clothe	𐌲𐌰𐍅𐌰𐍃𐌾𐌰𐌽
earthy	𐌼𐌿𐌻𐌳𐌴𐌹𐌽𐍃
gangrene	𐌲𐌿𐌽𐌳
sprout	𐌺𐌴𐌹𐌽𐌰𐌽
sprout	𐌿𐍃𐌺𐌴𐌹𐌽𐌰𐌽
sprout	𐌼𐌹𐌸𐌿𐍃𐌺𐌴𐌹𐌽𐌰𐌽
washing	𐌸𐍅𐌰𐌷𐌻
hardly	𐌷𐌰𐌻𐌹𐍃𐌰𐌹𐍅
fight	𐌾𐌹𐌿𐌺𐌰𐌽
overcome	𐌲𐌰𐌾𐌹𐌿𐌺𐌰𐌽
swallow	𐍆𐍂𐌰𐍃𐌻𐌹𐌽𐌳𐌰𐌽
buffet	𐌺𐌰𐌿𐍀𐌰𐍄𐌾𐌰𐌽
thirsty	𐌸𐌰𐌿𐍂𐍃𐌾𐌰𐌽
dry	𐌸𐌰𐌿𐍂𐍃𐌿𐍃
wither	𐌲𐌰𐌸𐌰𐌹𐍂𐍃𐌰𐌽
sigh	𐍃𐍅𐍉𐌲𐌰𐍄𐌾𐌰𐌽
sigh	𐌲𐌰𐍃𐍅𐍉𐌲𐌾𐌰𐌽
sigh	𐌿𐍆𐍃𐍅𐍉𐌲𐌾𐌰𐌽
whiten	𐌲𐌰𐍈𐌴𐌹𐍄𐌾𐌰𐌽
avenge	𐍆𐍂𐌰𐍅𐌴𐌹𐍄𐌰𐌽
worship	𐌹𐌽𐍅𐌴𐌹𐍄𐌰𐌽
avenge	𐌲𐌰𐍅𐍂𐌹𐌺𐌰𐌽
throw	𐌲𐌰𐍅𐌰𐌹𐍂𐍀𐌰𐌽
suffer	𐌲𐌰𐍅𐌹𐌽𐌽𐌰𐌽
make known	𐌲𐌰𐌺𐌰𐌽𐌽𐌾𐌰𐌽
weight	𐌺𐌰𐌿𐍂𐌴𐌹
goal	𐌼𐌿𐌽𐌳𐍂𐌴𐌹
pay attention	𐌼𐌿𐌽𐌳𐍉𐌽
meet	𐍅𐌹𐌸𐍂𐌰𐌲𐌰𐌼𐍉𐍄𐌾𐌰𐌽
meet	𐌲𐌰𐌼𐍉𐍄𐌾𐌰𐌽
pretorium	𐍀𐍂𐌰𐌹𐍄𐍉𐍂𐌹𐌰𐌿𐌽
go	𐌿𐍃𐌲𐌰𐌲𐌲𐌰𐌽
precede	𐍆𐌰𐌿𐍂𐍂𐌹𐌽𐌽𐌰𐌽
hand over	𐌲𐌰𐌻𐌴𐍅𐌾𐌰𐌽
betray	𐌻𐌴𐍅𐌾𐌰𐌽
betray	𐍆𐍂𐌰𐌻𐌴𐍅𐌾𐌰𐌽
false	𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐍃
false	𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌿𐍃
noble	𐌲𐍉𐌳𐌰𐌺𐌿𐌽𐌳𐍃
seek	𐌿𐍃𐍃𐍉𐌺𐌾𐌰𐌽
Israel	𐌹𐍃𐍂𐌰𐌴𐌻
companion	𐌲𐌰𐍃𐌹𐌽𐌸𐌰
companion	𐌲𐌰𐍃𐌹𐌽𐌸𐌾𐌰
time	𐍃𐌹𐌽𐌸𐍃
corn	𐍈𐌰𐌹𐍄𐌴𐌹𐍃
watch over	𐌲𐌰𐍅𐌹𐍄𐌰𐌽
be ashamed	𐍃𐌺𐌰𐌼𐌰𐌽
pure-hearted	𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌷𐌰𐌹𐍂𐍄𐍃
seal	𐍆𐌰𐌿𐍂𐍃𐌹𐌲𐌻𐌾𐌰𐌽
look	𐍅𐌻𐌰𐌹𐍄𐍉𐌽
fright	𐌿𐍃𐍆𐌹𐌻𐌼𐌴𐌹
frightened	𐌿𐍃𐍆𐌹𐌻𐌼𐌰
come	𐍆𐌰𐌿𐍂𐍃𐌽𐌹𐍅𐌰𐌽
undisputably	𐌿𐌽𐍃𐌰𐌷𐍄𐌰𐌱𐌰
reproach	𐌲𐌰𐍃𐌰𐌷𐍄𐍃
hurry	𐍃𐌽𐌹𐌿𐌼𐌾𐌰𐌽
harass	𐌿𐍃𐌸𐍂𐌹𐌿𐍄𐌰𐌽
authority	𐍆𐌰𐌿𐍂𐍃𐍄𐌰𐍃𐍃𐌴𐌹𐍃
𐍃𐌽𐌰𐌿	𐍃𐌽𐌰𐌿𐌷
wise	𐍃𐌽𐌿𐍄𐍂𐍃
satiate	𐌲𐌰𐍃𐍉𐌸𐌾𐌰𐌽
satisfaction	𐍃𐍉𐌸
unblamably	𐌿𐌽𐍆𐌰𐌹𐍂𐌹𐌽𐍉𐌳𐌰𐌱𐌰
muzzle	𐍆𐌰𐌿𐍂𐍅𐌰𐌹𐍀𐌾𐌰𐌽
punch	𐍃𐍄𐌰𐌿𐍄𐌰𐌽
roll	𐍆𐌰𐌿𐍂𐍅𐌰𐌻𐍅𐌾𐌰𐌽
lay	𐌲𐌰𐌻𐌰𐌲𐌾𐌰𐌽
loose	𐌲𐌰𐌻𐌰𐌿𐍃𐌾𐌰𐌽
write	𐌲𐌰𐌼𐌴𐌻𐌾𐌰𐌽
prepare	𐌲𐌰𐌼𐌰𐌽𐍅𐌾𐌰𐌽
fall	𐌲𐌰𐌳𐍂𐌹𐌿𐍃𐌰𐌽
cast	𐌲𐌰𐌳𐍂𐌰𐌿𐍃𐌾𐌰𐌽
council	𐌲𐌰𐍆𐌰𐌿𐍂𐌳𐍃
unclean	𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐍃
uncleanness	𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌴𐌹
first	𐍆𐌰𐌿𐍂𐌸𐌹𐍃
distribute	𐍆𐍂𐌰𐌳𐌰𐌹𐌻𐌾𐌰𐌽
coherently	𐌲𐌰𐌷𐌰𐌷𐌾𐍉
put on	𐌲𐌰𐌷𐌰𐌼𐍉𐌽
before	𐍆𐌰𐌿𐍂𐌸𐌹𐌶𐌴𐌹
word	𐍆𐌹𐌻𐌿𐍅𐌰𐌿𐍂𐌳𐌾𐌰𐌽
great	𐍃𐍅𐌰𐌻𐌰𐌿𐌸𐍃
mediate	𐌼𐌹𐌳𐌿𐌼𐍉𐌽
concealed	𐍆𐌿𐌻𐌲𐌹𐌽𐍃
nourish	𐍆𐍉𐌳𐌾𐌰𐌽
squander	𐍆𐍂𐌰𐍅𐌹𐍃𐌰𐌽
throw	𐍆𐍂𐌰𐍅𐌰𐌹𐍂𐍀𐌰𐌽
run	𐍆𐍂𐌰𐍂𐌹𐌽𐌽𐌰𐌽
Jericho	𐌹𐌰𐌹𐍂𐌴𐌹𐌺𐍉
Jerusalem	𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌻𐌴𐌼
tetrarch	𐍆𐌹𐌳𐌿𐍂𐍂𐌰𐌲𐌹𐌽𐌾𐌰
curse	𐌹𐌳𐍅𐌴𐌹𐍄𐌾𐌰𐌽
await	𐍅𐌴𐌽𐌾𐌰𐌽
discord	𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐍃𐍃
butcher	𐍃𐌺𐌹𐌻𐌾𐌰
infertile	𐍃𐍄𐌰𐌹𐍂𐍉
shed tears	𐍄𐌰𐌲𐍂𐌾𐌰𐌽
doubt	𐍄𐍅𐌴𐌹𐍆𐌻
doubt	𐍄𐍅𐌴𐌹𐍆𐌻𐌾𐌰𐌽
adorn	𐍆𐌴𐍄𐌾𐌰𐌽
increase	𐌿𐍃𐍅𐌰𐌷𐍃𐍄𐍃
den	𐍆𐌹𐌻𐌹𐌲𐍂𐌹
obey	𐌿𐍆𐌷𐌰𐌿𐍃𐌾𐌰𐌽
perhaps	𐍅𐌰𐌹𐍄𐌴𐌹
thunder	𐌸𐌴𐌹𐍈𐍉
craftiness	𐍆𐌹𐌻𐌿𐌳𐌴𐌹𐍃𐌴𐌹
manifold	𐍆𐌹𐌻𐌿𐍆𐌰𐌹𐌷𐍃
bias	𐍅𐌹𐌻𐌾𐌰𐌷𐌰𐌻𐌸𐌴𐌹
very	𐍆𐌹𐌻𐌿𐌲𐌰𐌻𐌰𐌿𐍆𐍃
labor	𐍆𐌹𐍄𐌰𐌽
vainglorious	𐍆𐌻𐌰𐌿𐍄𐍃
vaunt	𐍆𐌻𐌰𐌿𐍄𐌾𐌰𐌽
bestow	𐍆𐍂𐌰𐌰𐍄𐌾𐌰𐌽
take	𐍆𐍂𐌰𐌷𐌹𐌽𐌸𐌰𐌽
conflict	𐌷𐌰𐌹𐍆𐍃𐍄𐍃
contend	𐌷𐌰𐌹𐍆𐍃𐍄𐌾𐌰𐌽
enter	𐌹𐌽𐌽𐌲𐌰𐌲𐌲𐌰𐌽
bring	𐌹𐌽𐌽𐌰𐍄𐌱𐌰𐌹𐍂𐌰𐌽
go	𐌹𐌽𐌽𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽
ingress	𐌹𐌽𐌽𐌰𐍄𐌲𐌰𐌷𐍄𐍃
progress	𐍆𐍂𐌰𐌼𐌲𐌰𐌷𐍄𐍃
destruction	𐍆𐍂𐌰𐌻𐌿𐍃𐍄𐍃
advanced	𐍆𐍂𐌰𐌼𐌰𐌻𐌳𐍂𐍃
advanced	𐍆𐍂𐌰𐌼𐌰𐌻𐌳𐍂𐍉𐌶𐌰
alienate	𐍆𐍂𐌰𐌼𐌰𐌸𐌾𐌰𐌽
usher	𐌹𐌽𐌽𐌰𐍄𐍄𐌹𐌿𐌷𐌰𐌽
receive	𐌹𐌽𐌽𐌹𐌼𐌰𐌽
slip	𐌹𐌽𐌽𐌿𐍆𐍃𐌻𐌹𐌿𐍀𐌰𐌽
sneak	𐌿𐍆𐍃𐌻𐌹𐌿𐍀𐌰𐌽
sneak	𐍃𐌻𐌹𐌿𐍀𐌰𐌽
throw	𐌹𐌽𐌽𐍅𐌰𐌹𐍂𐍀𐌰𐌽
poison	𐌹𐌽𐌲𐌹𐍆
yes	𐌾𐌰𐌹
cloak	𐍃𐌽𐌰𐌲𐌰
lead	𐌿𐍃𐍄𐌹𐌿𐌷𐌰𐌽
end	𐌿𐍃𐍄𐌰𐌿𐌷𐍄𐍃
lust	𐌻𐌿𐍃𐍄𐍉𐌽
far	𐍆𐍂𐌰𐌼𐌹𐍃
future	𐍆𐍂𐌰𐌼𐍅𐌰𐌹𐍂𐌸𐌹𐍃
boast	𐍈𐍉𐍀𐌰𐌽
commendably	𐌲𐌰𐍂𐌴𐌳𐌰𐌱𐌰
cease	𐍃𐍅𐌴𐌹𐌱𐌰𐌽
continue	𐌿𐌽𐍃𐍅𐌴𐌹𐌱𐌰𐌽
guard	𐍅𐌰𐍂𐌳𐌾𐌰
low	𐌷𐌰𐌿𐌽𐍃
more	𐌼𐌰𐌽𐌰𐌲𐌹𐌶𐌰
most	𐌼𐌰𐌽𐌰𐌲𐌹𐍃𐍄𐍃
abundance	𐌼𐌰𐌽𐌰𐌲𐌳𐌿𐌸𐍃
multiply	𐌼𐌰𐌽𐌰𐌲𐌾𐌰𐌽
abundant	𐌼𐌰𐌽𐌰𐌲𐌽𐌰𐌽
rank	𐌲𐍂𐌹𐌸𐍃
forever	𐍆𐍂𐌰𐌼𐍅𐌹𐌲𐌹𐍃
manly	𐍅𐌰𐌹𐍂𐌰𐌻𐌴𐌹𐌺𐍉
-ly	-𐍉
receive	𐍆𐍂𐌰𐌽𐌹𐌼𐌰𐌽
fall asleep	𐌲𐌰𐍃𐌻𐌴𐍀𐌰𐌽
persecute	𐍆𐍂𐌰𐍅𐍂𐌹𐌺𐌰𐌽
accuse	𐍆𐍂𐌰𐍅𐍂𐍉𐌷𐌾𐌰𐌽
accuse	𐍅𐍂𐍉𐌷𐌾𐌰𐌽
forget	𐌿𐍆𐌰𐍂𐌼𐌿𐌽𐌽𐍉𐌽
remembrance	𐌲𐌰𐌼𐌿𐌽𐌳𐍃
over-	𐌿𐍆𐌰𐍂-
go	𐌿𐍆𐌰𐍂𐌲𐌰𐌲𐌲𐌰𐌽
even	𐌸𐌰𐌿𐌷𐌾𐌰𐌱𐌰𐌹
though	𐌸𐌰𐌿𐌷
foam	𐍈𐌰𐌸𐍉
foam	𐍈𐌰𐌸𐌾𐌰𐌽
so that	𐍃𐍅𐌰𐌴𐌹
reason	𐍃𐍅𐌰𐍂𐌴
together	𐍃𐌰𐌼𐌰𐌸
spare	𐍆𐍂𐌴𐌹𐌳𐌾𐌰𐌽
deem	𐌲𐌰𐌳𐍉𐌼𐌾𐌰𐌽
cleanse	𐌲𐌰𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽
carry	𐌰𐍄𐌳𐍂𐌰𐌲𐌰𐌽
unto	𐌿𐌽𐌳
devour	𐍆𐍂𐌰𐌹𐍄𐌰𐌽
narrate	𐍃𐍀𐌹𐌻𐌻𐍉𐌽
alone	𐍃𐌿𐌽𐌳𐍂𐍉
companion	𐌲𐌰𐌷𐌻𐌰𐌹𐌱𐌰
useless	𐌿𐌽𐌽𐌿𐍄𐍃
lazy	𐌻𐌰𐍄𐍃
reciprocally	𐌼𐌹𐍃𐍃𐍉
pain	𐍃𐌰𐌹𐍂
angry	𐌼𐍉𐌳𐌰𐌲𐍃
rule	𐍂𐌴𐌹𐌺𐌹𐌽𐍉𐌽
take	𐌿𐍃𐌽𐌹𐌼𐌰𐌽
feeling	𐍆𐍂𐌹𐌰𐌸𐍅𐌰𐌼𐌹𐌻𐌳𐌴𐌹𐍃
salvation	𐌲𐌰𐌽𐌹𐍃𐍄𐍃
fixed	𐌲𐌰𐍂𐌴𐌷𐍃𐌽𐍃
preeminence	𐍆𐍂𐌿𐌼𐌰𐌳𐌴𐌹
heal	𐌷𐌰𐌹𐌻𐌾𐌰𐌽
𐌷𐌰𐌹𐌻𐌹𐌳𐌴𐌳𐌹	𐌷𐌰𐌹𐌻𐌹𐌳𐌴𐌳𐌹𐌿
heal	𐌲𐌰𐌷𐌰𐌹𐌻𐌾𐌰𐌽
healthy	𐌲𐌰𐌷𐌰𐌹𐌻𐌽𐌰𐌽
leprosy	𐌸𐍂𐌿𐍄𐍃𐍆𐌹𐌻𐌻
leprous	𐌸𐍂𐌿𐍄𐍃𐍆𐌹𐌻𐌻𐍃
𐌷𐌰𐌱𐌰𐌹	𐌷𐌰𐌱𐌰𐌹𐌿
thither	𐌾𐌰𐌹𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐍃
thither	𐌾𐌰𐌹𐌽𐌳
thither	𐌾𐌰𐌹𐌽𐌳𐍂𐌴
