he	on
dirigiste	dirigista
seminar	seminář
refuge	útočiště
refugee	uprchlík
political asylum	azyl
vanity	marnost
Ecclesiastes	Kazatel
snowball	sněhová koule
snowball fight	koulovačka
polysemy	polysémie
homonymy	homonymie
monosemy	monosémie
redefine	předefinovat
redefinition	redefinice
monosyllabic	jednoslabičný
polysyllabic	mnohoslabičný
rubric	rubrika
pale	bledý
snowflake	bledule
code	zákoník
Hera	Héra
Apollo	Apollón
definable	definovatelný
frugal	spořivý
economy	úspornost
admonition	napomenutí
imagination	obraznost
imagination	fantazie
fantastic	fantastický
vědecko	vědecko-fantastický
review	recenze
reviewer	recenzent
column	sloupek
object-oriented programming	objektově orientované programování
undoubtedly	nepochybně
hallucination	halucinace
Narcissus	Narkissos
azimuth	azimut
floor	poschodí
electron volt	elektronvolt
mollycoddle	rozmazlit
spoil	zkazit
break	pokazit
banal	banální
banality	banalita
criminal	zločinný
distillation	destilace
lifelong	celoživotní
thalamus	talamus
ivory tower	slonovinová věž
ivory	slonovinový
sponsor	sponzor
sponsor	sponzorovat
patron	mecenáš
patronage	mecenášství
capture	zachytit
interlude	mezihra
flannel	flanel
y	Ý
exorbitant	přemrštěný
blasphemy	rouhání
blasphemous	rouhavý
naturalism	naturalismus
extensive	rozsáhlý
worthless	bezcenný
price list	ceník
value	ocenit
material	materiál
bust	bysta
icebreaker	ledoborec
inside	vnitřek
outside	vnějšek
innermost	nejvnitřnější
scratch	drbat
outside	vně
inside	vevnitř
blossom	rozkvět
scattered	roztroušený
spread	namazat
any	jakýkoliv
any	ledajaký
fanatical	fanatický
fanaticism	fanatismus
class	klasa
fundamentalism	fundamentalismus
fundamentalist	fundamentalista
strict	přísný
strictness	přísnost
strictly	přísně
strict	striktní
politicky korektní	politicky korektní
leaflet	leták
lampoon	pamflet
baroque	baroko
style	styl
rococo	rokoko
Gothic style	gotika
Gothic	gotický
authorship	autorství
plagiarism	plagiát
plagiarism	plagiátství
plagiarist	plagiátor
plagiarism	plagiátorství
womanizer	sukničkář
art nouveau	secese
inferiority complex	mindrák
complex	komplex
aimless	bezcílný
aimlessly	bezcílně
improvise	improvizovat
improvisation	improvizace
instructor	instruktor
imitate	napodobit
imitation	napodobení
orientalist	orientalista
Evangelist	evangelista
if	pakliže
if	jestliže
almost	téměř
exemplary	příkladný
operation	provoz
reservation	výhrada
reserved	vyhrazený
bibliophile	bibliofil
bookworm	knihomol
historian	historik
ignore	ignorovat
secretive	tajnůstkářský
secret	tajnost
polish	leštit
polish	leštidlo
živý plot	živý plot
cover	obal
pack	balit
inflorescence	květenství
experiential	zkušenostní
mallet	palice
materialist	materialista
spin-off	odnož
sprout	klíček
teleology	teleologie
vast	rozlehlý
area	rozloha
escape	uniknout
flight	útěk
escape	únik
kidnap	unést
kidnapping	únos
biosphere	biosféra
troposphere	troposféra
lithosphere	litosféra
hydrosphere	hydrosféra
solitaire	solitér
solitary confinement	samovazba
thesaurus	tezaurus
biodiversity	biodiverzita
allegory	alegorie
allegoric	alegorický
reproduction	reprodukce
suicidal	sebevražedný
philanthropy	filantropie
philanthropist	filantrop
philanthropic	filantropický
miser	lakomec
philanthropist	lidumil
avarice	lakomství
simpleton	prosťáček
Rocky Mountains	Skalisté hory
Himalaya	Himálaj
not to mention	nemluvě
let alone	natož
piety	zbožnost
pious	zbožný
adore	zbožňovat
confused	zmatený
moderation	umírněnost
annoying	otravný
offensive	urážlivý
perennial	trvalka
muscular	svalový
muscular	svalnatý
describable	popsatelný
indescribable	nepopsatelný
ineffable	nevýslovný
kosher	košer
dispel	rozptýlit
legible	čitelný
illegible	nečitelný
legibility	čitelnost
readable	čtivý
readability	čtivost
sewing pattern	střih
clip	střihnout
voluntarily	dobrovolně
agree	shodnout
arrange	dohodnout
agreement	shoda
abound	oplývat
declare	vyhlásit
given name Miloslav	Milda
justification	ospravedlnění
justification	zarovnání
justify	zarovnat
justify	zdůvodnit
justify	odůvodnit
justification	zdůvodnění
justification	odůvodnění
elegy	elegie
prescription	předpis
prescribe	předepsat
reflect	odrážet
reflection	reflexe
reflection	odraz
bounce	odrazit
reverent	uctivý
research	bádat
research	bádání
researcher	badatel
researcher	výzkumník
enquiry	zkoumání
moving	stěhování
neurasthenia	neurastenie
convention	konvence
pyrosis	pyróza
baking soda	jedlá soda
dysphagia	dysfagie
antacid	antacidum
approximation	aproximace
superego	nadjá
nad	nad-já
disability	postižení
four-leaf clover	čtyřlístek
hire	najmout
squeeze	vmáčknout
absurd	absurdní
absurdity	absurdita
absurdity	absurdnost
ridiculous	směšný
ridicule	výsměch
hinny	mezek
agonist	agonista
quiz	kvíz
wall plug	hmoždinka
thunder	bouřit
rebellion	rebelie
revolt	revolta
run away	utéct
flee	uprchnout
cestode	tasemnice
bromide	bróm
violinist	houslista
cellist	violoncellista
spiritual	spirituál
ride	jízda
charioteer	vozataj
settle	urovnat
settlement	osada
focus	zaměřit
focus	zaměření
dilute	ředit
dilute	zředit
dilution	ředění
birth	narození
fingerboard	hmatník
pico-	piko-
hecto-	hekto-
milli-	mili-
exchange	směnný
autism	autismus
autistic	autistický
overwork	přepracovat
workaholic	workoholik
workaholism	workoholismus
route	trasa
implement	uskutečnit
distinct	zřetelný
blurred	rozmazaný
blurred	neostrý
indistinct	nezřetelný
seeming	zdánlivý
wood carving	řezbářství
woodcarver	řezbář
sometimes	občas
in time	včas
time	načasovat
from time to time	čas od času
kitchen timer	minutka
timer	časovač
letní čas	letní čas
jarní	letní
jarní	zimní
occasional	občasný
cut	vyjmout
photocopier	kopírka
fax	faxovat
democrat	demokrat
hallucinogenic	halucinogenní
foreman	předák
leadership	vedení
conduct	dirigovat
directive	směrnice
directional arrow	směrovka
comment	komentovat
comment out	zakomentovat
uncomment	odkomentovat
celkový obraz	celkový obraz
make a living	uživit
feed	živit
owner	majitel
free	zadarmo
motivation	motivace
motivate	motivovat
demotivate	demotivovat
overall	celkový
linguistics	jazykozpyt
shade	odstín
stínový ministr	stínový ministr
minister	ministr
overshadow	zastínit
naive	naivní
naivete	naivita
naivety	naivnost
naively	naivně
bassist	basista
guitarist	kytarista
flutist	flétnista
harmonicist	harmonikář
pianist	klavírista
clarinetist	klarinetista
libretto	libreto
librettist	libretista
saxophonist	saxofonista
drummer	bubeník
bagpiper	dudák
oboist	hobojista
bass guitar	baskytara
bass guitar	basová kytara
repository	repozitář
repository	úložiště
Czech surname	Kratochvíl
envy	řevnit
envy	závidět
envious	závistivý
jealous	žárlivý
jealousy	žárlit
jealous	řevnivý
Aramaic	aramejština
Aramaic	aramejský
squat	dřep
squat	dřepnout
kneel	kleknout
kneeling chair	klekačka
velvet	samet
velvety	sametový
silk	hedvábí
silken	hedvábný
therapeutic	léčebný
plumb line	olovnice
spirit level	vodováha
pitchfork	vidle
drill bit	vrták
drill	vrtat
drill	vrtačka
ice axe	cepín
sharpening stone	brousek
colander	cedník
ladle	naběračka
spatula	špachtle
plnicí pero	plnicí pero
smirkový papír	smirkový papír
female	samice
budgeting	rozpočtování
version	provedení
implementation	zavedení
elaborate	rozpracovat
sufficiently	dostatečně
auditory	sluchový
visual	zrakový
forestry	lesnictví
tai chi	tchaj-ťi
tai chi	tai-či
tchaj-ťi čchüan	tchaj-ťi čchüan
jiu-jitsu	džiu-džitsu
privilege	výsada
immune	imunitní
immune	imunní
Slavic	slovanský
Old Church Slavonic	staroslověnština
Slav	Slovan
prevent	předejít
citation	citace
start	zahájit
stop	ukončit
poor	nebohý
tirade	tiráda
hromada	hromadný
coup	puč
faithful	věrný
milostný trojúhelník	milostný trojúhelník
faithfully	věrně
hypochondriasis	hypochondrie
hypochondriac	hypochondr
hypochondriac	hypochondrický
inform	informovat
informant	informátor
informed	informovaný
uplifting	povznášející
uplift	povznést
himself	sám
early morning	jitro
Samoan	samojština
Hawaiian	havajština
Maori	maorština
inflame	zanít
inflamed	zanícený
interrogation	výslech
interrogate	vyslýchat
audible	slyšitelný
hearing	sluch
misunderstand	špatně pochopit
of course	samozřejmě
naturally	přirozeně
knowledge	vědomosti
aware	vědom
lexikální jednotka	lexikální jednotka
lexikální analýza	lexikální
lexikální analýza	lexikální analýza
excited	excitovaný
wisely	moudře
Proto-Slavic	praslovanština
sail	plavit
lark	skřivan
trump	trumfy
trump	trumf
dávat smysl	dávat smysl
installation	instalace
install	instalovat
uninstall	odinstalovat
uninstallation	odinstalování
uninstallation	odinstalace
restart	restartovat
restart	restartování
none	žádný
judicious	rozvážný
judicious	uvážlivý
grill	gril
grill	grilovat
thorn	trn
foolish	pošetilý
foolishness	pošetilost
sly	prohnaný
good-for-nothing	budižkničemu
production	produkce
yearbook	ročenka
canoe	kánoe
corresponding	odpovídající
adequate	přiměřený
accumulator	akumulátor
one-act play	jednoaktovka
snowman	sněhulák
snowdrop	sněženka
formulate	formulovat
formulation	formulace
leukotriene	leukotrien
intravenous	nitrožilní
intravenously	nitrožilně
corticosteroid	kortikosteroid
colonel	plukovník
slowworm	slepýš
venomous	jedovatý
nonvenomous	nejedovatý
coral snake	korálovec
regiment	pluk
part-time job	brigáda
division	divize
lieutenant colonel	podplukovník
headphones	sluchátka
the end justifies the means	účel světí prostředky
Jesuit	jezuita
Jesuit	jezuitský
arable	orný
integrate	integrovat
integration	integrace
integrovaný obvod	integrovaný obvod
integrated	integrovaný
integrate	začlenit
membership	členský
gladiator	gladiátor
procedural	procedurální
procedure	postup
theoretical	teoretický
empirical	empirický
practice	praxe
practicality	praktičnost
impracticality	nepraktičnost
considerate	ohleduplný
tactful	taktní
tactless	netaktní
regarding	ohledně
as a rule	zpravidla
departure	odjezd
departure	odlet
arrival	příjezd
arrival	přílet
coming	příchod
departure	odchod
depart	odjet
depart	odletět
arrive	přiletět
toast	přípitek
toast	toust
fried bread	topinka
toaster	toustovač
cosmetics	kosmetika
cosmetic	kosmetický
shallow	mělčina
imaginary	pomyslný
woods	háj
sin	hřešit
original sin	prvotní hřích
irreverent	neuctivý
slide	klouzat
glider	kluzák
glider	větroň
slip	uklouznout
exercise	cvičení
workbook	cvičebnice
ostentatious	okázalý
ostentation	okázalost
vain	marný
superfluity	zbytečnost
indecisive	nerozhodný
useless	neužitečný
congratulate	blahopřát
aimlessness	bezcílnost
philosophise	filozofovat
suicide	samovražda
Puerto Rico	Portorico
ugliness	ošklivost
nevertheless	nicméně
impressive	působivý
impressiveness	působivost
ridicule	posměch
boil	vřít
warm	vřelý
freeze	mrazit
freeze	zmrazit
synchronize	synchronizovat
synchronization	synchronizace
asynchronous	asynchronní
revise	revidovat
Anglo-American	anglo-americký
revision	revize
inspector	inspektor
conductor	průvodčí
návrhový vzor	návrhový vzor
editor in chief	šéfredaktor
monotheist	monoteista
transgressive	dera
electronics	elektronika
spleen	splín
memorial	pomník
memorial	památník
monument	památka
stepmother	macecha
stepfather	otčím
pansy	maceška
surname	Soukal
caramel	karamel
beau	galán
pejorative	pejorativní
pejoratively	pejorativně
hairsplitter	hnidopich
millionaire	milionář
billionaire	miliardář
speleology	speleologie
helplessness	bezmoc
enforce	vynutit
mastery	ovládnutí
vindictive	mstivý
vindictive	pomstychtivý
driving school	autoškola
azalea	azalka
azure	azurový
crone	bába
delicious	lahodný
delicious	chutný
landline	pevná linka
hello	haló
soot	saze
rigging	takeláž
hectic	hektický
feverish	horečný
feverish	horečnatý
authority	pravomoc
authority	autorita
authoritarian	autoritářský
authoritarianism	autoritářství
authoritative	autoritativní
miserable	mizerný
loquacious	upovídaný
foreskin	předkožka
transgressive	dones
heart rate	tepová frekvence
procesní právo	procesní právo
substantive law	hmotné právo
galosh	galoše
Zurich	Curych
simulate	simulovat
simulation	simulace
perceptive	vnímavý
football tennis	nohejbal
puffin	papuchalk
lesbian	lesbička
markup	značkovací
flea	blecha
zásuvný modul	zásuvný modul
outgoing	odchozí
incoming	příchozí
protest	protestovat
safety	bezpečnost
safe	trezor
safety	pojistka
unmistakable	nezaměnitelný
irresistible	neodolatelný
irresistibility	neodolatelnost
oral	orální
fact	fakt
factual	faktický
protected	chráněný
unprotected	nechráněný
bezpečný sex	bezpečný sex
safe	bezpečný
safety	bezpečí
incoherent	nesoudržný
incoherent	nesouvislý
coherent	souvislý
coherence	souvislost
highlight	zvýraznit
cellarage	sklepení
repair	spravit
realize	uvědomit
lathe	soustruh
lathe	soustružit
sort out	roztřídit
reflection	úvaha
early	raný
early	brzký
sooner or later	dříve nebo později
sooner or later	dříve či později
soon	zanedlouho
soon	zakrátko
asparagus	chřest
bad luck	pech
inexcusable	neomluvitelný
excusable	omluvitelný
argumentative	hádavý
dispute	přít
dispute	pře
at a loss	bezradný
prostitute	prostitutka
plausible	plausibilní
believable	uvěřitelný
compliment	poklona
message	poselství
detailed	podrobný
detailed	detailní
gay	buzna
faggot	buzerant
canoeing	kanoistika
cycling	cyklistika
sodomite	sodomita
rash	zbrklý
porcupine	dikobraz
merciless	nemilosrdný
mercilessly	nemilosrdně
apologist	apologeta
apologetics	apologetika
philippic	filipika
immediately	ihned
immediately	okamžitě
instant	okamžitý
momentary	chvilkový
dissect	pitvat
dissection	pitva
instant	instantní
imitation	napodobenina
forgery	padělek
forgery	podvrh
case study	případová studie
cizí směnka	cizí směnka
vlastní směnka	vlastní směnka
bull in a china shop	slon v porcelánu
china	porcelán
jewelry	klenoty
literate	gramotný
illiterate	negramotný
literacy	gramotnost
illiteracy	negramotnost
introspection	introspekce
introspective	introspektivní
at worst	přinejhorším
at best	přinejlepším
sensorimotor	senzomotorický
imitation	nápodoba
lengthy	zdlouhavý
client	klient
case fatality rate	smrtnost
afgánský chrt	afgánský chrt
terrier	teriér
hound	chrt
psychomotor	psychomotorický
toddler	batole
browser	prohlížeč
webový prohlížeč	webový prohlížeč
internetový prohlížeč	internetový prohlížeč
song	popěvek
casual	brigádník
darkness	temnota
stroll	procházka
Aesop	Ezop
fawn	koloušek
Haumeji	Haumea
proper	pořádný
loader	nakladač
nebulizer	nebulizátor
-er	-átor
-áči	-áč
stabilizer	stabilizátor
