dog	כלב
couple	צמד
indoctrination	שטיפת מוח
exceptional	יוצא דופן
Demiurge	סמאל
shout	צעק
imagine	דימה
cardamom	הל
fixed	קבוע
flooding	הצפה
corporation	תאגיד
board	פצים
welfare	רוחה
wire	תיל
Saint David's Day	יום דוד הקדוש
gathering	התקהלות
Philistia	פלשת
affront	עלבון
parade	תהלוכה
pride parade	מצעד הגאווה
purpose	תכלית
radius	רדיוס
Hasidic	טאהש
giver	נותן
feed	האביס
puzzle	חידה
bind	עקד
consciousness	תודעה
confinement	הסגר
seclusion	התבודדות
lychee	ליצ'י
maturation	התבגרות
אורך	אורך רוח
rat	שטינקר
gust	משב
nationalist	לאומן
Hebraize	עיבר
חוּג	חוג הסרטן
חוּג	חוג הגדי
loophole	פרצה
filter	מסנן
reality TV	ריאליטי
carving	חקיקה
crisis	משבר
coincidental	מקרי
miss	החטיא
penis	זכרות
Lebanese	לבנוני
communist	קומוניסט
desolation	חרבה
democrat	דמוקרט
stable	יציב
pharynx	לוע
woodpecker	נקר
larder	מזווה
entrepreneur	יזם
gladiolus	סייפן
hatch	בקע
split	ביקע
valley	בקעה
equipped	חלוץ
hapax legomenon	עדנה
addressed	ממוען
dim	אפלולי
mat	מחצלת
video camera	מסרטה
switch	מתג
wax	שעווה
armed	חמוש
קֶרֶן	קרן רחוב
panic	בעתה
dimension	ממד
gurgling	חרחור
beep	צפצוף
crack	חרך
busy	טרוד
stupidity	איוולת
magic	קוסמות
disturbed	מופרע
artificial	מעושה
scandal	שערורייה
witch	מכשפה
porridge	דייסה
blinking	מצמוץ
spasm	עווית
curved	מעוקל
stink	צחנה
handkerchief	מטפחת
nonsense	פתותי ביצים
scar	צלקת
robe	גלימה
corridor	פרוזדור
cheerfulness	עליצות
early	השכם
noisy	הומה
telling	הגדה
covered	חפוי
well done	יישר כוח
green	הוריק
bend	כפף
bleat	פעה
social justice	צדק חברתי
Palestine	פלשתינה
Philistine	פלישתי
language	לועזית
Hebrew	לעז
foreign	לועז
pursue	רדף
hut	צריף
drought	בצורת
tenant	דייר
tit	ירגזי
exterminator	מדביר
drain	ניקז
collaborate	שיתף
orange	אורנז'
crush	מעך
supervise	השגיח
zaatar	זעתר
obedience	צייתנות
rebelliousness	מרדנות
affection	חיבה
caravan	אורחה
crushing	מעיכה
overbearing	שתלטן
lead	הוליך
promenade	טיילת
load	העמיס
bell pepper	גמבה
attribute	תכונה
decomposition	ריקבון
disinfect	חיטא
unfortunate	נבך
scale	אבנית
triplet	שלישייה
leadership	מנהיגות
abuse	התעמר
identify	הזדהה
lengthen	האריך
Titus	טיטוס הרשע
Titus	טיטוס
thin out	דילל
battery	בטריה
water fountain	ברזיה
curve	עקימה
hairstyle	פריזורה
attack	תקף
granule	גרגיר
sink	שקע
magazine	מחסנית
implement	מימש
generate	ייצר
lobbyist	לוביסטי
attribute	ייחס
destruction	השמדה
genocide	השמדת עם
secrete	הפריש
mast	תורן
offer	קיטר
offer	הקטיר
yeah right	שיהיה
מפרץ	המפרץ הפרסי
collective	קבוצתי
distress	מצוקה
cactus	קקטוס
array	מערך
tenant farmer	אריס
genocide	ג׳נוסיד
shining	ז־ר־ח
spread	ממרח
abstract	תמצית
snot	נזלת
threshing floor	גורן
presence	נוכחות
puncture	פינצ׳ר
perceive	נתפס
stuck	תפוס
redden	האדים
sleeve	שרוול
range	טווח
mare	סוסה
Gryffindor	גריפינדור
Hufflepuff	הפלפאף
Ravenclaw	רייבנקלו
Slytherin	סלית'רין
chance	אקראי
ignore	התעלם
parking	ח־נ־ה
parking	חנייה
seven	ש־ב־ע
pleasantness	ע־ר־ב
guarantee	ערבון
Pharisee	פרושי
movement	ע־ב־ר
call	ק־ר־א
defiant	סרבן
criterion	קריטריון
horticulture	גינון
soothing	מרגיע
soften	רוכך
import	ייבא
vomit	הקיא
fool	כסיל
upper	עלית
decide	הכריע
surrender	כניעה
phenomenon	תופעה
infer	הסיק
autumn crocus	סתוונית
punish	העניש
deception	הונאה
don't	בל
since	מכיוון
shoot	הגיח
cicada	ציקדה
eel	צלופח
mythology	מיתולוגיה
dramatize	המחיז
benefit	תועלת
demand	תביעה
self-government	אוטונומיה
export	ייצא
tugboat	גוררת
sailboat	מפרשית
barge	דוברה
points	מסוט
signal	סימנור
counsel	ייעץ
historical	חמיל
load	עומס
danger	סיכון
transmission	הדבקה
sense	תחושה
delegation	משלחת
hollyhock	חוטמית
mallow	חלמית
panda	פנדה
rationale	רציונל
thistle	ברקן
silence	הושתק
Talmud	רומנוס
historical	הלגו
influence	הושפע
revelation	התגלות
decision	החלטיות
on drugs	מסומם
גַּן	גן בוטני
surface	משטח
asteroid	אסטרואיד
freshness	רעננות
plane tree	דולב
failure	מפלה
tamarisk	אשל
characterize	התאפיין
semester	סמסטר
scandalous	שערוריתי
bathhouse	מרחץ
document	שטר
worker	עובד
bump into	נתקל
density	צפיפות
collide	התנגש
defense attorney	סנגור
place	השים
auricle	אפרכסת
fear	יראה
dump	מזבלה
achievement	הישג
broken heart	שבור לב
booklet	ספרון
molt	נשל
best	אולטימטיבי
telenovela	טלנובלה
dereliction	עזובה
condition	סטטוס
conduct	התנהל
convert	התאסלם
convert	התנצר
convert	השתמד
recruit	טירון
manage	ניהל
packaging	אריזה
mix	ערבב
boiled	שלוק
mutation	מוטציה
secretariat	מזכירות
road sign	תמרורים
spread	הפיץ
spread	פ־ו־ץ
store	אחסן
sector	מגזר
disappear	העלים
guilty pleasure	גילטי פלז׳ר
concrete	בטון
vaccine	חיסון
oscillation	תנודה
sick	חולה
takeoff	המראה
comedic	קומי
self-obsessed	נרקיסיסטי
plot	עלילה
precipitation	משקעים
shortage	מחסור
ritually	טמא
burden	משא
morbidity	תחלואה
administration	ממשל
develop	התפתח
hesitate	היסס
darkness	עלטה
Melia azedarach	אזדרכת
foliage	עלווה
memorial	אנדרטה
moisture	רטיבות
decrease	פחת
repress	הדחיק
refine	זיקק
אַסְפַּמְיָה	חלומות באספמיה
fluidity	זורמיות
column	טור
lark	עפרוני
foreignness	לועזיות
input	תשומה
ill	חולני
death rate	תמותה
diagnosis	אבחנה
entice	שידל
bulbul	בולבול
Uz	עוץ
salt shaker	מלחייה
palm dove	צוצלת
warbler	פשוש
rock partridge	חוגלה
stone curlew	כרוון
שִׁיר	שיר ערש
kingfisher	שלדג
image	בבואה
agility	זריזות
baboon	בבון
embarrassing	מביך
embarrassed	נבוך
embarrassment	ב־ו־ך
maze	מבוך
subbase	מצע
literacy	אוריינות
erudite	חבר אוריינות
really	אשכרה
Greek	סרדיוט
weakness	חלשות
habit	וסת
sideways	הצדה
event	מאורע
conquered	כבוש
West Bank	השטחים הכבושים
prosecutor	קטגור
collector	אספן
absolutely	בהחלט
לוע	לוע הארי
seal	אטם
דָּם‎‎	עלילת דם
pitcher	קנקן
witness	שהד
mosaic	פסיפס
lowland	שפלה
adapt	הסתגל
generosity	נדיבות
diagonal	אלכסון
principle	עיקרון
agenda	סדר יום
concentrate	ריכז
סוֹכֵן	סוכן כפול
container	מכל
sensor	חיישן
straw	תבן
affright	פלצות
delicacy	עדינות
go	ש־ו־ט
cradle	עריסה
choreography	כוריאוגרפיה
churn	מחבצה
chute	מגלש
potter	יוצר
couch	יצוה
waterskin	אוב
pillar	נְצִיב
beam	מנור
interpretation	פרשנות
hook	צנה
fig	דבלה
dung	צפוע
jar	צפּחת
pit	גומץ
cone	אצטרובל
roll	רידד
earlobe	תנוך
maximal	מקסימלי
slip	פתק
floc	פתית
flatten	פחס
impatience	קוצר רוח
weed	ניכש
gold	אופיר
illustrate	המחיש
buzzword	זמזומילה
Adina	עדינה
unripe	פגה
gaffe	פשלה
punch	ניקב
hyrax	שפן
bison	ביזון
ifrit	עפרית
connect	חיבור
anise	אניס
improve	השביח
kernel	גלעין
cluster	אשכול
pleasure	נעימות
clothing	לבוש
sound out	גישש
wart	יבלת
identity	זהות
aggression	תוקפנות
convention	אמנה
dazzle	סנוור
trick	תחבולה
regime	משטר
wall	דופן
represent	ייצג
flood	הציף
chrysanthemum	חרצית
print	הדפיס
sesame	שמשום
shyness	ביישנות
Sternbergia	חלמונית
God	הרחמן
accentuate	הטעים
scold	נזף
recite	דיקלם
loss	הפסד
process	עיבד
disability	ליקוי
employment	תעסוקה
codex	מצחף
code	קוד
display	צג
medal	מדלייה
monologue	מונולוג
espionage	ריגול
persevere	התמיד
band	פס
ownership	בעלות
place	הציב
restrain	התאפק
adolescence	בחרות
solar eclipse	ליקוי חמה
lunar eclipse	ליקוי לבנה
crop	קיטע
chain	שלשלת
parade	מסדר
close-up	תקריב
train	אימן
nard	נרד
pinken	הווריד
discipline	משמעת
clothing	הלבשה
undergarments	הלבשה תחתונה
spittle	כיח
immunize	מחוסן
vaccinate	התחסן
observation	תצפית
lupus	זאבת
contempt	בוז
on the contrary	להפך
cell phone	טלפון נייד
טֶלֶפוֹן	טלפון סלולרי
good morning	צפרא טבא
good evening	רמשא טבא
equipment	א־ב־ז־ר
demonstrative pronoun	מאזכר
diagnose	א־ב־ח־ן
citizenship	א־ז־ר־ח
disappointment	א־כ־ז־ב
cruelty	א־כ־ז־ר
population	א־כ־ל־ס
populate	אכלס
improvisation	א־ל־ת־ר
improvise	אלתר
YouTuber	יוטיובר
screen	מסך
especially	בייחוד
ovary	שחלה
shaft	פיר
disregard	התעלמות
Pandora's box	תיבת פנדורה
localize	המקים
memorial	הנצחה
adrenaline	אדרנלין
capture	לכד
ship of the desert	ספינת המדבר
unite	התאחד
securing	אבטחה
deli	מעדנייה
leggings	טייץ
expression	ארשת
half-	סמי־
rise	האמיר
wadi	ואדי
investigate	תוחקר
contend	התמודדות
iris	אירוס
homeless	הומלס
variance	שונות
amateurism	חובבנות
appoint	מינה
in	במו
integrated	השתלב
compress	הידק
acidity	חומציות
lengthening	הארכה
gatekeeper	שוער
force	הבקיע
הִבְקִיעַ	הבקיע שער
drama	דרמטי
efficacious	יעיל
conference	ועידה
agent	סוכן
swing	נדנדה
combatant	לוחם
open	נפתח
skhug	סחוג
Hungarian	הונגרי
הַר	הר געש
defendant	נאשם
siege	מצור
theory	תיאוריה
turn	הסתובב
transaction	עסקה
punish	נענש
cost	עלות
industry	תעשייה
salsa	סלסה
giant	ענקית
apology	התנצלות
bracket	סוגר
number sign	סולמית
pasture	מרעה
script	תסריט
induce	השרה
congratulations	מברוק
interpret	פירש
term	מונח
OK	הסתדר
giving	נדיב
steak	סטייק
boss	בוס
