how	en
forðast	brennt barn forðast eldinn
avoid	forðast
illur	árinni kennir illur ræðari
constantly	ár og síð
rower	ræðari
late	síð
make short work of	gera sér lítið fyrir
toughen	bíta á jaxlinn
graze	bíta gras
bíta	bíta af sér
slowly	hægt og bítandi
slowly	hægt
bíta	bíta frá sér
by oneself	út af fyrir sig
sjaldan	sjaldan er ein báran stök
eiga	eiga leik
Íslands	förum
able	megna
strong	megn
much	vera um megn
soothe	fróa
runkaði	runka
masturbate	runka sig
runka	runka sér
sway	riða
shopping	kaupa inn
front	fremst
sleep	lúlla
go to bed	fara að sofa
fap	fappa
slow news day	gúrkutíð
cucumber	gúrka
cucumber	agúrka
mature	þroska
harmony	hljómfræði
þroska	þroska með sér hæfileika
talent	hæfileiki
mature	þroskast
expect	vonast eftir
cry	brynna músum
cry	vatna músum
water	vatna
water	brynna
urgent	brýnn
neigh	hneggja
neigh	hnegg
poker	skörungur
pin	tittur
face	ásjóna
face	ásýnd
face	fés
put on	setja upp hundshaus
pretty	snoppufríður
láta	láta í friði
láta	láta öllum illum látum
first-class	öndvegis-
belly	vömb
kýla	kýla vömbina
hit	kýla
get on	kýla á
pay	borga alla súpuna
take	súpa á
súpa	súpa hveljur
súpa	súpa seyðið af
broth	seyði
skilja	skilja hvað klukkan slær
spleen	milta
lymphocyte	eitilfruma
lymph node	eitill
filet	lundir
wreckage	rekald
filet	flaka
fara	fara á puttanum
leika	leika við hvern sinn fingur
vefja	vefja um fingur sér
wrap	vefja
turn a blind eye	sjá í gegnum fingur við
completely	pottþéttur
pot	pottur
þakinn	snævi þakinn
covered	þakinn
straw	hálmur
piece	hálmstrá
last	síðasta hálmstráið
grip	greipa
hvarf frá	hverfa frá
relations	sifjar
incest	blóðskömm
far	langförull
close	sifji
go	leggja land undir fót
noseless	neflaus
eyeless	augnalaus
mountainless	fjalllaus
damage	tjón
lend	ljá
blade	ljár
prosperity	farsæld
prosperity	hagsæld
hoarfrost	hrím
rime	hrímhvítur
pretend	sýnast
hostile	fjandsamlegur
hostile	fjandskapast við
complete	botna
turn up one's nose	fúlsa
turn up one's nose	fúlsa við
scout	skáti
be sold a pig in a poke	kaupa köttinn í sekknum
torch	blys
boasting	raup
victim	fórnarlamb
cantata	kantata
choke	innsog
ceaseless	stanslaus
bathrobe	sloppur
biscuit	biskví
ohm	óm
round	hringlaga
untalkative	fáskiptinn
talkative	skrafhreifinn
churchyard	kirkjugarður
clown	trúður
captain	skipstjóri
liquorice	lakkrís
people	landi
trio	tríó
apple pie	eplabaka
succinct	laggóður
short	stutt
jotun	jötunn
gægðist	gægjast
ná	ná hámarki
maximum	hámark
ski	Andri
vera	vera á bandi
vinna	vinna á sitt band
lipstick	varalitur
meat	spað
hew	höggva í spað
check out	spá í
national sports team	landslið
deserter	liðhlaupi
Christian	kristinn
spider	könguló
seduce	draga á tálar
seduce	táldraga
pants	brók
polar bear	hvítabjörn
be	fyrirfinnast
falla	falla eins og flís við rass
eins og	eins og alþjóð veit
whole	alþjóð
vera	vera eins og álfur út úr hól
hill	hóll
standa	standa eins og stafur á bók
koma	koma til dyranna eins og maður er klæddur
klædd	klæddur
spread like wildfire	fara eins og eldur í sinu
breiðast út	breiðast út eins og eldur í sinu
spread	breiðast
spread	breiða
circulate	breiðast út
léttur	léttur eins og fis
eins og	eins og maður frekast getur
eins og	eins og nærri má geta
near	nærri
eins og	eins og hver annar
eins og	eins og komið er
come	kominn
eins og	eins og kunnugt er
well-known	kunnugur
beat around the bush	fara í kringum eins og köttur í kringum heitan graut
deceive	fara í kringum
around	kringum
porridge	grautur
eins og	eins og að líkum lætur
spread like wildfire	fara eins og logi yfir akur
seljast	seljast eins og heitar lummur
sold out	seljast
small	lumma
stara	stara eins og naut á nývirki
new	nývirki
assume	gera ráð fyrir
like clockwork	ganga eins og í sögu
verðveita	varðveita eins og sjáaldur auga síns
pupil	sjáaldur
keep	verðveita
eins og	eins og skot
eins og	eins og snæljós
sheet lightning	snæljós
þegja	þegja eins og steinn
silent	þegja
eins og	eins og nú standa sakir
hlaupa	hlaupa eins og fætur toga
eins og	eins og um var talað
eins og	eins og vant er
experienced	vanur
láta	láta eins og vind um eyru þjóta
láta	láta sem vind um eyru þjóta
daufheyrast	daufheyrast við
pretend	skella skolleyrum við
arrow	örskot
eins og	eins og örskot
vega	vega salt
fart	prumpa
word	varnaðarorð
protection	varnaður
dexterity	lagni
sjón	sjón er sögu ríkari
rush	þjóta
homework	heimalærdómur
learning	lærdómur
homework	heimaverkefni
homework	heimavinna
task	verkefni
reconcile	sætta
make up	sættast
reflexive	afturbeygður
sögn	afturbeygð sögn
reflexivity	afturbeyging
prevent	aftra
impersonal verb	ópersónuleg sögn
impersonal	ópersónulegur
personal	persónulegur
membrane	himna
deliberately	viljandi
deliberately	vísvitandi
af	af ásettu ráði
að	að yfirlögðu ráði
set	yfirlagður
ásetja	ásetja sér
skemmta sér	skemmta sér konunglega
royally	konunglega
have	eiga sér langan aðdraganda
áskilja	áskilja sér rétt
stipulate	áskilja
bee	býfluga
exhaustive	tæmandi
break	pása
Good Friday	föstudagurinn langi
Maundy Thursday	skírdagur
diarrhea	skita
rear-view mirror	baksýnisspegill
viewpoint	sjónarhorn
Canadian	kanadískur
kiwi fruit	kíví
Jón	Nonni
Jón	Jonni
Konráð	Konni
-mundur	Mundi
Kristján	Stjáni
Kristín	Stína
pedagogy	uppeldisfræði
upbringing	uppeldi
grow up	alast upp
bring up	ala upp
put	raða
row	röð
radar	ratsjá
restlessness	óró
meager	rýr
diminish	rýra
whistling	píp
Fríður	Fríða
Heiður	Heiða
beautify	fríða
Aristotle	Aristóteles
exactly	akkúrat
cor anglais	englahorn
reluctance	tregða
eyelid	augnlok
browse	glugga
dip into	glugga í
laughable	hlægilegur
eyelash	augnhár
aphasia	málstol
ramp	rampur
descendant	niðji
genealogy	niðjatal
genealogy	ættfræði
knowledgeable	ættfróður
mercury	kvikasilfur
Magni	Magnús
turning	hvörf
belt	beltisstaður
below the belt	undir beltisstað
undir	undir fjögur augu
confidence	í trúnaði
trust	trúnaður
talk	ræða við
halda	halda ræðu
sink	síga
glaze	glerungur
allt	allt er gott sem endar vel
Aaron	Aron
or	ellegar
pull	toga í
togast	togast á um
F flat	fes
stiff	stífur
sorrel	súra
til	til sölu
hall	salur
bang	hvellur
mutter	tauta
shipyard	slippur
unarmed	slyppur
lump	kekkur
prank	hrekkur
bagpipes	sekkjapípa
pole	stika
fluke	agða
weekend	helgarferð
consecrate	helga
vat	fat
birthday	afmælisgjöf
give up	gefast upp
chance	gefast
often	títt
síður	engu að síður
teach	siða
when in Rome, do as the Romans do	sinn er siður í landi hverju
finally	síðir
sweater	peysa
scrotum	pungur
draga	draga augað í pung
greeting	kveðja
criticize	fetta fingur út í
thimble	fingurbjörg
opportunity	séns
grant	láta í té
evidence	sönnunargagn
break	slá met
edge	nöf
plasma	rafgas
fyrir	fyrir fram
arrow	píla
integrate	tegra
integral	tegur
integration	tegrun
pension	eftirlaun
vitality	fjör
táraðist	tárast
have	hafa bein í nefinu
við	inn við beinið
deep down	undirniðri
tome	doðrantur
scroll	bókrolla
diabetes	sykursýki
diabetic	sykursjúkur
infect	sýkja
become	sýkjast
agree	fallast
be	fæðast
suicide	sjálfsmorð
fastening	festing
performer	flytjandi
grown	vaxinn
cover	grasi vaxinn
á	á næstu grösum
nearest	næstur
very	næsta
hunskaðist	hunskast
sadism	sadismi
njóta	njóta sín
see you soon	sjáumst
see you soon	heyrumst
sex	njótast
athletic	garpur
brennd	brenndur
have one's hands full	hafa nóg á sinni könnu
more	yfrið nóg
láta	láta sigla sinn sjó
shoehorn	skóhorn
arch-	erki-
junk	drasl
care	varsla
spark plug	kveikikerti
revenge	hefnd
two	tví-
diphthong	tvíhljóð
scream	óp
night owl	nátthrafn
obsidian	hrafntinna
flint	tinna
Anglo-Saxon	engilsaxneskur
sled	sleði
inlay	greypa
inlaid	greyptur
þetta	þetta er hebreska fyrir mér
Hebrew	hebreska
hang up	skella á
hang up	leggja á
quibble	hártogun
night	gisting
praise to the skies	hæla á hvert reipi
praise	hæla
brag	hælast um af
hæla	hæla sér af
worried	um og ó
demon	nykur
quotation	tilvitnun
lagoon	lón
forða	forða sér
too many irons in the fire	hafa mörg járn í eldinum
Iron Age	járnöld
out of the frying pan, into the fire	úr öskunni í eldinn
bölva	bölva í sand og ösku
bölva	bölva og ragna
curse	bölva
milli	milli tveggja elda
síðari	síðari heimsstyrjöldin
feather one's own nest	skara eld að sinni köku
skara	skara í eldinn
outstanding	skara fram úr
falla	falla allur ketill í eld
kettle	ketill
rigna	rigna eldi og brennisteini
at loggerheads	elda grátt silfur
cook	elda ofan í
above	ofan
picket	speli
lot	glás
recently	nýfarinn
hypocrite	hræsnari
leave	leifa
enzyme	ensím
seed	sáð
forget-me-not	gleym-mér-ei
down	dúnn
Esperanto	esperantó
Afrikaans	afríkanska
Frisian	frísneska
glossary	orðasafn
á milli	á milli steins og sleggju
setjast	setjast í helgan stein
sacred	helgur
Hungary	Ungverjaland
sorrel	túnsúra
súr	súrt og sætt
unfair	þykja súrt í broti
held	haldinn
jack of all trades	þúsundþjalasmiður
thousand	þúsundkall
unbearable	óþolandi
victim	þolandi
rasp	þjöl
grass snake	grassnákur
often	oftar
often	oftast
snow	snjóa
árna	árna heilla
heill	heill á húfi
safe and sound	heilu og höldnu
cap	húfa
remedy	bæta úr skák
dyslexia	lesblinda
dyslexic	lesblindur
promise	lofa upp í ermina
láta	láta hendur standa fram úr ermum
lofa	lofa upp í ermina á sér
hrista	hrista fram úr erminni
shake	hrista
shake	hristast
promise	lofa
promise	lofa öllu fögru
promise	loforð
half	viðyrði
pull	strengja
vow	strengja heit
taut	strengdur
clothesline	þvottasnúra
cord	snúra
insinuate	dylgja
insinuation	dylgjur
dispute	deila um keisarans skegg
boasting	gort
cartilage	brjósk
rhubarb	rabarbari
chit-chat	rabb
stare in the face	blasa við
blasa við	blasa
puff	mása
alive	kvikur
mass	massi
short	skammur
loaf	hleifur
bera	bera kápuna á báðum öxlum
coat	kápa
look back	líta um öxl
vera	dauður úr öllum æðum
attend	sinna
ship	fley
least	síst
áfram	áfram með smjörið
wax paper	smjörpappír
margarine	smjörlíki
change	stakkaskipti
style	stíll
clean	taka til
yet	samt
play	leggja kapal
dung	mykja
soften	mýkja
soft	mjúkur
soft-boiled	linsoðinn
hard-boiled	harðsoðinn
boiled	soðinn
tangible	áþreifanlegur
fix	redda
hovel	hreysi
stone	grjót
old	karlfauskur
chauvinism	karlremba
sönnunarbyrðar	sönnunarbyrði
proof	sönnur
prove	færa sönnur á
from Hell	dauðans
enemy	fjandi
hver	hver fjandinn
acanthesthesia	náladofi
bearded	skeggjaður
rectangular	kössóttur
lout	dóni
bridge	bridds
á	á fjórum fótum
neither fish nor fowl	hvorki fugl né fiskur
neither fish nor fowl	viðrinislegur
wimp	viðrini
neither	hvorki
witty	hnyttinn
indigenous	frumbyggi
orðin	orðinn
world	veröld
sóla	sóla sig
fulmar	fýll
washing machine	þvottavél
Gregorian chant	gregorssöngur
plainchant	sléttsöngur
break	rof
inessive case	íverufall
partitive case	deildarfall
elative case	úrferðarfall
perch	aborri
puffin	kofa
hare	héri
monotreme	nefdýr
Reykjavik	Reykvíkingur
illative case	íferðarfall
adessive case	nærverufall
allative case	tilgangsfall
essive case	verufall
influence	áhrif
translative case	áhrifsfall
Academy Award	Óskarsverðlaun
salt clay	trölladeig
enjoyable	ánægjulegur
polled	kolla
Sound	Eyrarsund
wedding ring	giftingarhringur
look	horfast
gull	már
dull	sljóvga
comitative case	samvistarfall
teaching	kennsla
noun	-sla
waste	eyðsla
burn	brennsla
cohabitation	samvist
habitation	ívera
presence	nærvera
glory	dýrð
nurse	hjúkra
nursing	hjúkrun
nursing	hjúkrunarfræði
abessive case	fjarverufall
absence	fjarvera
as	þar sem
occurring	yfirstanda
pregnant	óléttur
það	það er ýmist of eða van
either	ýmist
pregnant	ófrískur
pregnant	þungaður
pregnant	barnshafandi
pregnant	vanfær
little	van-
highly	kasóléttur
pile	kös
highly	kasbomm
svo	gerðu svo vel
counter	búðarborð
too much	of mikill
pile	köstur
twilight	rökkur
start	hrökkva
heap	kashlaðinn
laden	hlaðinn
thick	kasmekktur
prank	hrekkja
three	þrílitur
golfer	golfari
dead	lík
staðaratviksorð	frammi
basic	basískur
for example	til að mynda
shudder	hrjósa
ophthalmologist	augnlæknir
despite	þrátt fyrir
bayonet	byssustingur
sting	stingur
poo	kúkur
stumble	hnjóta
drifting	fok
sleepyhead	svefnpurka
widen	víkka
liggja	liggja í augum uppi
peach	ferskja
goodbye	vertu sæll
goodbye	vertu sæl
Central Europe	Mið-Evrópa
sleepy	morgunsvæfur
early bird	morgunhani
junior high school	hagskælingur
hardness	harka
joker	jóker
sign	stjörnumerki
patch	lappa
make	búa til
spelling	stafsetning
jazz	djass
over	yfrum
gray	hæra
present	mættur
meet	mætast
lunchbox	nestisbox
feather one's own nest	ota sínum tota
comfort	hugga
inconsolable	óhuggandi
nice	huggulegur
rye	rúgur
Mercury	Merkúr
anniversary	ártíð
negation	samkjafta
chat	kjafta
co-	sam-
subject	undirorpinn
mistletoe	mistilteinn
smell	daunn
scarf	trefill
cube	teningur
the die is cast	teningunum er kastað
the die is cast	teningnum er kastað
source	orkugjafi
turn out	reddast
nervous	kækur
stilt	stulta
crazy	bandvitlaus
vicious circle	vítahringur
hell	víti
crooked	skakkur
sugar cane	sykurreyr
margur	margur verður af aurum api
imitate	apa eftir
ekki	ekki verður bæði sleppt og haldið
þegja	þegja þunnu hljóði
feyness	feigð
suet	mör
blood sausage	blóðmör
bleed	dreyra
pope	páfi
favour	kvenhylli
women	kven-
plank	fjöl
vera	vera ekki við eina fjölina felldur
multi	fjöl-
idol	goð
well-travelled	fjölfarinn
magic	kynngi
magic	fjölkynngi
insane	galinn
hot tub	heitur pottur
nurse	hjúkrunarkona
payment	greiðsla
hairdressing	hárgreiðsla
comb	kemba
kemba	kemba hærurnar
lie	liggja í kör
bedridden	karlægur
change	breytni
oatmeal	hafragrautur
one	einn af átján
great	mikilmenni
happy	feginn
address	þéra
take	hvíla sig
bungle	hálfkák
chopstick	matarprjónn
knitting needle	prjónn
eys	ausa
mighty	fimbul-
mighty	fimbulfambi
harsh	fimbulvetur
net	nót
Dóru	Dóra
Elijah	Elías
forgiveness	forlát
biðja	biðja forláts
compartment	hólf
flow	flæða
undantekningarlaust	undantekningarlaus
exception	undantekning
stick	prik
idle	kolbítur
reasoning	rök
AD	e.Kr.
whit	hót
fool's gold	glópagull
fart	freta
moldy	myglaður
mildew	mygla
dusty	rykfallinn
tear	rifa
manger	jata
go insane	brjálast
raiment	voð
act	hafa vaðið fyrir neðan sig
below	fyrir neðan
goodbye	vertu blessuð
below	neðan
það	það er betra að hafa vaðið fyrir neðan sig
British	breskur
time of arrival	komutími
barley	bygg
buckwheat	bókhveiti
sentence	dómur
prejudice	fordómur
mead	mjöður
extremely	skít-
shorten	stýfa
clipped	stýfður
office	embætti
birthday girl	afmælisbarn
castrate	geldingur
cream cake	rjómakaka
fleyta	fleyta rjómann
skimmed milk	undanrenna
low-fat	léttmjólk
whole milk	nýmjólk
milk	mjólkurferna
carton	ferna
breast milk	brjóstamjólk
dairy product	mjólkurmatur
sour	súrmjólk
clear	skýr
clever	greindur
nevertheless	samt sem áður
grease	feiti
shaft	skeyti
dregs	dreggjar
hiss	hvæsa
cape gooseberry	blæjuber
deity	goðmagn
Melrakkaslétta	Kópasker
bay	vogur
titrate	títra
shake	titra
Snow White	Mjallhvít
adventure	ævintýri
recent	nýlegur
direct object	beint andlag
indirect object	óbeint andlag
shock	óa
awful	ógurlegur
metabolism	efnaskipti
change	skipti
dreymi	dreymi þig vel
comfort	fró
brook	lækur
carnivore	kjötæta
carnival	kjötkveðjuhátíð
ladies and gentlemen	góðir hálsar
og	dömur mínar og herrar
pious	guðhræddur
unafraid	óhræddur
Orkney Islands	Orkneyjar
Westman Islands	Vestmannaeyjar
make the bed	búa um rúmið
hundrað	eitt hundrað
þúsund	eitt þúsund
þúsund	þrjú þúsund
þúsund	fjögur þúsund
fimm	fimm þúsund
sex	sex þúsund
sjö	sjö þúsund
átta	átta þúsund
níu	níu þúsund
subglacial	jökulhlaup
jeans	gallabuxur
resin	trjákvoða
tree	trjá-
tree trunk	trjábolur
torso	bolur
alley	trjágöng
tunnel	göng
forestation	trjárækt
cultivation	rækt
viscous	kvoða
twine	tvinni
wheelbarrow	hjólbörur
purpose	tilgangur
liquid	lögur
uvula	úfur
rectum	endaþarmur
intestine	þarmur
sorrow	harmur
warm	varmur
town hall	ráðhús
mockery	háð
national flag	þjóðfáni
rain suit	pollagalli
cirrostratus	blika
square root	kvaðratrót
unfathomable	óræður
irrational number	óræð tala
midge	mýfluga
bite	mýbit
uncountable	mýmargur
fried	kleina
distill	eima
Soviet Union	Sovétríkin
lace	reima
stream	hylur
gully	gil
bedspread	ábreiða
empty	tæma
disgusting	viðbjóður
tomato juice	tómatsafi
harður	harður diskur
so-called	svonefndur
so-called	svokallaður
drug dealer	eiturlyfjasali
dot	punktur
bromine	bróm
Funen	Fjón
flagship	flaggskip
bunting	flaggdúkur
rule of thumb	þumalputtaregla
messy	sóði
crook	bófi
hard	strit
threaten	hóta
change	sisona
branch	skiptast
phosphorescence	maurildi
anthill	mauraþúfa
dropi	dropi í hafið
thumb	þumalputti
disgusting	bjóða við
in the short run	í bráð
sleep	stírur
leita	leita hófanna hjá
try	leitast við
through and through	í húð og hár
apron	svunta
soon	senn
at once	í senn
trough	trog
near	ná-
Neptune	Neptúnus
thin	grannur
variety	afbrigði
right	hægri
proceeds	andvirði
half	hálf-
wing	álma
violet	fjóla
fá	fá sér í svanginn
fig	fíkja
perimeter	ummál
cool	kæla
hit	hæfa
pistil	fræva
lull	svæfa
element	stak
gera	gera úlfalda úr mýflugu
suffice	nægja
penis	reður
croak	krunka
woodpecker	spæta
cry	græta
gladden	kæta
hangover	timburmaður
dialect	mállýska
street	stræti
avocado	lárpera
eggplant	eggaldin
nipple	geirvarta
windowpane	rúða
spray	úða
smear	klína
pick	tína
pond	tjörn
mill	kvörn
pretty	dá-
very	býsna
hut	kofi
paper	seðill
Caesar	Sesar
North Carolina	Norður-Karólína
South Carolina	Suður-Karólína
Virginia	Virginía
Florida	Flórída
birch bolete	kúalubbi
Solon	Sólon
polonium	pólon
colon	kólon
cholera	kólera
unarmed	óvopnaður
ridiculous	fáránlegur
leavening agent	hjartarsalt
three	þrennd
second	tvíund
wind	trekkja
fool	blekkja
stretch	strekkja
disappoint	svekkja
yacht	snekkja
chain	hlekkja
link	hlekkur
skew	skekkja
pepper	pipar
rosemary	rósmarín
cyclops	kýklópi
Zeus	Seifur
rib	rif
roe	hrogn
Ancient Greek	forngríska
thin	mjór
skin	svörður
Icelandic	ölkelda
mineral water	ölkelduvatn
carbonic acid	kolsýra
buttock	sitjandi
South Korean	suðurkóreskur
