1	౧
Arundhati	అరుంధతి
clever	దక్షుడు
Dhruva	ధ్రువుడు
Tata	టాటా
Chopra	చోప్రా
flattery	కాకా
bite	కరచు
burning	చురక
neighbourhood	చెంగట
Tirumala	శేషాచలము
Sesha	శేషుడు
eye	నేత్రదానం
light	వెలుగు
darkness	చీకటివెలుగులు
voice	వాణి
unforgettable	మరపురాని
Nagayya	నాగయ్య
ten	పదిమంది
100	వంద
drivel	చొంగ
parents	తల్లిదండ్రులు
Lakshmi	తల్లితల్లి
house	పుట్టినిల్లు
Bhishma	భీష్ముడు
Satyavati	సత్యవతి
Vyasa	వ్యాసుడు
Subhadra	సుభద్ర
Abhimanyu	అభిమన్యుడు
Janaki	జానకి
Sugriva	సుగ్రీవుడు
Sonia	సోనియా
great	మహావాక్యము
increase	హెచ్చుతగ్గులు
much	హెచ్చు
hint	హెచ్చరిక
increase	హెచ్చించు
hectare	హెక్టారు
Ganesha	గజముఖుడు
Ganesha	గణేశుడు
Ganesha	గణేశ్వరుడు
Ganesha	గణపతి
worship	గణపతిపూజ
Ganesha	వినాయకుడు
service	పల్లకిసేవ
service	సేవ
Janamejaya	సర్పయాగము
snake	భుజంగము
peacock	భుజంగభుక్కు
boundary	సరిహద్దు
boundary	ఎల్ల
owl	ఉలూకము
cart	గూడుబండి
bird	శుకము
Vyasa	శుకుడు
parrot	శుకవాహుడు
cheese	జున్ను
beestings	జున్నుపాలు
share	వంతు
handful	పిడికెడు
pinch	చిటికెడు
leaves	చింతకూర
elegance	సొగసు
woman	సొగసుకత్తె
man	సొగసుకాడు
ginger	శుంఠి
ginger	అల్లము
confusion	అల్లకల్లోలము
wave	కల్లోలము
house	గృహము
mistress	గృహిణి
householder	గృహస్థుడు
god	గృహదేవత
householder	గృహపతి
housekeeping	గృహనిర్వహణ
dog	గృహమృగము
utensil	గృహోపకరణము
nursing	గృహోపచారము
household	గృహకృత్యము
vulture	గృధ్రము
strive	గృధ్నుడు
Artocarpus altilis	పనస
caste	పనసవారు
jackfruit	పనసతొన
shrub	పొద
house	గృహప్రవేశము
Rāma	రామయ్య
Sita	సీతమ్మ
whiteness	వెల్ల
supine	వెలికిల
whiteness	వెల్లదనము
onion	తెల్లగడ్డ
thunderstruck	తెల్లబోవు
white	తెల్లకల్లు
white	తెల్లవారు
horseradish	మునగ
immovable	నగము
moringa	మునగాకు
letter	వర్ణము
alphabet	వర్ణమాల
alphabetical order	వర్ణక్రమము
Moon	శశి
Sun	భాస్కరుడు
Sun	ప్రభాకరుడు
Sun	దినకరుడు
India	భారతమాత
mother	మాత
parents	జననీజనకులు
shadow	ఛాయ
tree	ఛాయాతరువు
art	చిత్రకళ
motion picture	చలనచిత్రము
tree	తరువు
ozone	ఓజోన్
atomic number	ఆమ్లజని
oxygen	ప్రాణవాయువు
atomic number	నత్రజని
hole	ఛిద్రము
question	ప్రశ్నించు
Upanishad	ప్రశ్నోపనిషత్తు
Upanishad	ఉపనిషత్తు
solitude	ఏకాంతము
one	ఏకాంతరము
secretly	ఏకాంతముగా
much	మిక్కిలి
Rukmini	రుక్మిణి
Satyabhama	సత్యభామ
Jambavati	జాంబవతి
Yasoda	యశోద
Balarama	బలరాముడు
Kamsa	కంసుడు
Vasudeva	వసుదేవుడు
color	శశివర్ణం
goddess	అంకమ్మ
foe	అంతశ్శత్రువు
enemy	అజాతశత్రువు
caste	అంత్యజుడు
funeral rites	అంత్యేష్టి
blind	అంధకురాలు
blind	అంధకుడు
sea	అంభోనిధి
circle	అంశచక్రము
impenetrable	అగమ్యము
accessible	గమ్యము
necessity	అగత్యము
certainly	అగత్యముగా
neck	అంటుమెడ
monkey	అగచరము
disregard	అగౌరవము
visible	అగోచరము
manifest	గోచరము
summer	అగ్గికాలము
Shiva	అగ్గికంటి
Murugan	అగ్గిచూలి
volcano	అగ్నిపర్వతము
cremation	అగ్నిసంస్కారము
flame	అగ్నిజ్వాల
sunstone	అగ్నిగర్భము
pyre	అగ్నిప్రవేశము
firepit	అగ్నిగుండము
flame	అగ్నిశిఖ
goat	అజ
purity	అచ్చము
unconquerable	అజేయము
serpent	అజగరము
unconquerable	అజితము
bat	అజినపత్రము
court	అజిరము
straight	అజిహ్మము
day before day before yesterday	అటుమొన్న
day before yesterday	మొన్న
before that	అటుపూర్వము
after that	అటుతర్వాత
afterwards	తరువాత
such	అటువంటి
till	వరకు
found	చిక్కు
hillock	తిప్ప
commission	అడితి
woman	అతివ
hospitality	అతిథిక్రియ
hospitality	అతిథిసత్కారము
giant	అతికాయుడు
abounding	అతిరిక్తము
transgress	అతిక్రమించు
disorder	అతలకుతలము
transgression	అతిక్రమము
harsh	అతివాదము
excess	అతివృష్టి
rain	వృష్టి
drought	అనావృష్టి
lapse	అతిపాతము
plant	అతిముక్తము
duty	అతిథిధర్మము
unscriptural	అధర్మము
lawful	ధర్మపత్ని
court	ధర్మశాల
judge	ధర్మకర్త
seat	ధర్మాసనము
free	ధర్మాసుపత్రి
Yama	ధర్మరాజు
Bharatavarsha	ధర్మక్షేత్రము
virtuous	ధర్మచారిణి
god	అదితి
Aditi	అదితినందనుడు
son	నందనుడు
Nanda	నందనందనుడు
hill	గరుడాచలము
mountain	అద్రి
Tirumala	వేంకటేశుడు
Tirumala	వేంకటనాథుడు
room	నేలమాళిగ
land	నేల
florican	నేలనెమలి
lord	నేత
weaver	నేతకాడు
grieve	శోకించు
blow	ఘాతము
murderer	ఘాతకుడు
ladder	అధిరోహిణి
house	అధివాసము
mouth	ముఖద్వారము
photo	ముఖచిత్రము
garrulousness	ముఖచాపల్యము
buccal cavity	ముఖకుహరము
desolation	అధ్వానము
instructing	అధ్యాపనము
teacher	అధ్యాపకుడు
way	అధ్వ
road	అధ్వము
amorous	అనంగక్రీడ
love	అనంగలేఖ
bodiless	అనంగుడు
Cupid	మన్మథుడు
Shiva	అనంగశత్రువు
disagreement	అనంగీకారము
plantain	అనంటి
earth	అనంత
afterwards	అనంతరము
Vishnu	అనంతరూపుడు
Vishnu	అనంతశయనుడు
Dharmaraja	అనంతవిజయము
reminds	స్మారకము
memorial	స్మారకచిహ్నము
bit	రవ్వ
little	రవ్వంత
offender	అపరాధి
fault	అపరాధము
harmless	అనపాయము
criminal	నేరస్థుడు
ignorance	నేరమి
anemia	రక్తహీనత
valve	కవాటము
drill	కవాతు
rain	ధారాపాతము
generosity	ధారాళము
rain	ధారాసంపాతము
mountain	ధరాధరము
neck	మెడకాయ
moon	కంఠీరవుడు
neck	కంఠాభరణము
woman	కలకంఠి
lute	కంఠగుణిక
Pradyumna	అనిరుద్ధుడు
Krishna	ప్రద్యుమ్నుడు
show	ప్రదర్శనము
sight	దర్శనము
handsome	దర్శనీయుడు
director	దర్శకురాలు
seeing	సందర్శనము
telescope	దూరదర్శిని
telescope	దుర్భిణి
foresight	దూరదృష్టి
vulture	దూరదర్శి
far	దూరగుడు
farsightedness	దూరదృక్కు
groin	గజ్జ
cow	గోహత్య
cowherd	గోపాలకుడు
cow	గోమయము
ox	గోపతి
food	అన్నవస్త్రములు
ferrous sulfate	అన్నభేది
dung	పేడ
water	పేడనీళ్లు
water	నీళ్లు
battlefield	కురుక్షేత్రము
field	క్షేత్రము
geometry	క్షేత్రగణితము
mathematics	గణితము
algebra	బీజగణితము
trigonometry	త్రికోణమితి
buffoon	కోణంగి
beast	పశువు
Siva	క్షేత్రపాలుడు
landlord	క్షేత్రపతి
soul	క్షేత్రజ్ఞుడు
son	క్షేత్రజుడు
favour	ఉపకారము
evil	కీడు
benefactor	ఉపకారి
philanthropist	పరోపకారి
thief	రాత్రించరుడు
sun	రాత్రిద్విషుడు
night	నిశ
Siva	పశుపతి
cowherd	పశుపాలుడు
bullock	ఎద్దులబండి
bull	వృషభము
Siva	వృషభధ్వజుడు
Siva	వృషభాంకుడు
scrotum	వృషణము
actor	పాత్రధారి
