floor	cat
jaundice	gălbinare
pallor	paliditate
jaundice	icter
player	jucătoare
judged	judecat
assessment record	proces verbal
cur	potaie
whistler	fluierar
Arabic	arabic
turkey-hen	curcă
gander	gâscan
forgiven	iertat
please	poftim
free	elibera
domicile	domiciliu
residence	reședință
emancipate	dezrobi
free	mântui
purchase	cumpărătură
buying	cumpărare
acquisition	achiziție
shopping	târgui
probation	stagiu
theatrical season	stagiune
deputy director	subdirector
caviar	icre negre
ikra	icre de Manciuria
without fail	neapărat
gas station	benzinărie
omelette	omletă
Jewish woman	evreică
slavery	robie
slavery	sclavie
weak	slăbănog
mimosa	mimoză
effort	scremet
nomenklatura	nomenclaturist
radiobiological	radiobiologic
meringue	mering
poisoned	înveninat
hank	scul
Gregorian	gregorian
clan	nemet
mouth	guriță
talkative	guraliv
strangle	gâtui
trioxide	trioxid
shrink	micșora
wisdom tooth	măsea de minte
magnanimous	mărinimos
transitive	tranzitiv
intransitive	intranzitiv
Gallinula chloropus	găinușă
paleobotanical	paleobotanic
peroxide	peroxid
monoxide	protoxid
mixture	mixtură
Icelandic	islandez
allodial	alodial
card	scărmăna
comb	dărăci
spread	răsfira
card	darac
milkman	lăptar
sometimes	uneori
cauliflower	conopidă
almighty	atotputernic
all-knowing	atotștiutor
tomato	roșie
eggplant	pătlăgea
starve	flămânzi
enslaved	robit
moonlighter	cumulard
watermelon	pepene roșu
date palm	curmal
tribe	trib
esthete	estet
servility	servilism
someone	neștine
so much	atâta
gestural	gestual
radioactive	radioactiv
biophysicist	biofizician
radiographic	radiogoniometric
radio reporter	radioreporter
biennial	bienal
translator	traducător
interdisciplinary	interdisciplinar
paranoid	paranoic
wailing	vaier
Balkan	balcanic
encourage	îmbărbăta
monoblepsis	monoblepsie
synovial	sinovial
deteriorate	paradi
entomological	entomologic
visit	vizita
in tears	înlăcrimat
thickness	grosime
Gregorian calendar	calendar gregorian
enrich	înavuți
enrich	îmbogăți
trust	încrede
interdepartmental	interdepartamental
passionate	pasional
asylum seeker	azilant
princely	domnesc
Asian	asiatic
denatured	denaturat
compressor	compresor
crack	craca
medallion	medalion
grey-haired	încărunți
anticholesterol	anticolesterol
gummy	gomos
take root	înrădăcina
uproot	dezrădăcina
support	reazem
antiflu	antigripal
she-wolf	lupoaie
antiparliamentary	antiparlamentar
warn	preveni
tribological	tribologic
utopianism	utopism
profane	profan
flint	cremene
medullary	medular
refrigerator	frigider
carcinological	carcinologic
otological	otologic
woolly	lânos
gerontological	gerontologic
penniless	lefter
hyena	hienă
wet-nurse	doică
paralogy	paralogie
jacket	geacă
appendicular	apendicular
cream	caimac
warp	natră
praxis	praxie
prototype	prototip
banker	bancher
in three days	răspoimâine
day before yesterday	alaltăieri
day before day before yesterday	răsalaltăieri
aragonite	aragonit
fortunately	din fericire
unfortunately	din nefericire
unfortunately	din păcate
tavern	tavernă
eeny, meeny, miny, moe	an-tan-te
sexual intercourse	relație sexuală
Enlightenment	luminism
virility	bărbăție
Frenchwoman	franțuzoaică
cinnamon	scorțișor
bedsheet	cearșaf
de	de-a latul
far and wide	în lung și în lat
often	adesea
often	deseori
European beaver	breb
starfish	stea de mare
as well as	precum și
tomorrow night	mâine seară
afternoon	după-amiaza
doublet	dublet
disunite	dezuni
sticky	lipicios
barograph	barograf
dove	porumbiță
sloe	porumbă
spotted	porumbac
fishing rod	undiță
foxtail millet	părâng
foxtail millet	dughie
well	fântânar
lead	plumbar
lead	plumburiu
retaliation	revanșă
vixen	vulpoaică
singing	cântător
greasy	unsuros
olive	măsliniu
horizon	zare
arm wrestling	skandenberg
muteness	muțenie
autumnal	tomnatic
chair	scăunel
anthill	mușuroi
log out	deloga
salt	sărune
gutter	jgheab
materialize	materializa
materialization	materializare
rotation	pivotare
over there	decinde
cyst	chist
radicalize	radicaliza
radicalization	radicalizare
sometimes	câteodată
quantification	cuantificare
locking	blocare
make flexible	flexibiliza
flexibilization	flexibilizare
digest	digera
capitalization	capitalizare
copper	arămiu
rust	ruginiu
sourness	acrime
sourness	acreală
rigour	asprime
adjectives	-ime
peasantry	țărănime
roar	răget
passage	treacăt
thicket	pădurice
shrubbery	tufiș
thicket	desiș
yell	țipăt
gait	umblet
shout	strigăt
roar	răcni
roar	răcnet
whoop	urlet
pine	brădet
-y	-eț
wild	pădureț
traveler	drumeț
bridge	podeț
plateau	podiș
legible	citeț
legible	lizibil
blind	orbeț
blind	chiorî
-y	-ăreț
pushy	înfigăreț
intrusive	băgăreț
jumping	săltăreț
sedentarism	sedentarism
-ous	-icios
Haliaeetus albicilla	codalb
Motacilla	codobatură
hepatological	hepatologic
pessimist	pesimist
stomach	stomac
Norwegian	norvegian
jeans	blugi
salinise	saliniza
bentonite	bentonit
perimetric	perimetral
denominational	confesional
Jew	jidan
blister	beștea
printer	imprimantă
stenographer	stenograf
siphon	sifon
Hinduism	hinduism
velvet	velur
blister	pușchea
pustule	pustulă
vesicle	veziculă
siren	sirenă
zander	șalău
Engraulis encrasicolus	hamsie
commander	comandant
lie in wait	aține
principality	principat
stump	buturugă
maternal	matern
six pack	pătrățel
courter	curtezan
courtier	curtean
chemical reaction	reacție chimică
reaction	reacție
cardinalate	cardinalat
paternal	patern
increase	majora
cuff	manșetă
skill	îndemânare
plenty	mană
theological	teologal
alcoholate	alcoolat
abbreviation	abreviere
abbreviation	prescurtare
purchase	achiziționare
component	componentă
benevolence	bunăvoință
insertion	inserție
spaghetti	spaghete
obstacle	obstacol
haircut	tunsoare
haircut	tunsură
bathing	scăldătoare
fastening	închizătoare
opening	deschidere
opening	deschizătură
opens	deschizător
breach	spărtură
closing	închidere
tally	răboj
tally	răboji
sequential continuity	continuitate secvențială
interprofessional	interprofesional
reconsolidate	reconsolida
cutler	cuțitar
cutlery	cuțitărie
tub	ciubăr
unpredictable	impredictibil
unpredictable	neprevizibil
unseparable	inseparabil
poultry	orătanie
vocabulary	vocabular
training	antrenare
absolute advantage	avantaj absolut
labour force	forță de muncă
labor market	piață de muncă
exchange rate	curs de schimb
Viola odorata	toporaș
Viola odorata	viorea
pull out	dăpăra
seize	părui
watchman	paznic
watchman	păzitor
vigil	veghe
bedaze	înmărmuri
sepulchral	sepulcral
graze	pășuna
solidarization	solidarizare
stand by	solidariza
revaluate	revaloriza
Lent	Postul Mare
Lent	Postul Paștelui
aconite	aconit
sea anemone	actinie
actuary	actuariat
internalize	interioriza
interiorization	interiorizare
no	ioc
relativization	relativizare
graphologist	grafolog
topographer	topograf
self-mutilation	automutilare
bifurcation	bifurcare
exteriorization	exteriorizare
re-edit	reedita
republication	reeditare
reeducate	reeduca
reeducation	reeducare
injury	accidentare
adipsia	adipsie
change	dezmânta
straighten	dezdoi
fold	împături
oil	untdelemn
olive oil	ulei de măsline
contortion	contorsionare
contort	contorsiona
decongestion	descongestionare
decongest	descongestiona
disdain	desconsiderare
adstratum	adstrat
high-heeled	escarpen
interconnect	interconecta
interconnection	interconectare
rough horsetail	pipirig
peril	periclita
agalactous	agalactie
reconfiguration	reconfigurare
resize	redimensiona
resizing	redimensionare
adjustment	reglare
refocus	reorienta
reorientation	reorientare
excommunication	excomunicare
emotional intelligence	inteligență emoțională
emotionality	emoționalitate
pharmacist	farmacist
conventional weapon	armă convențională
grenade launcher	lansator de grenade
launcher	lansator
fossilization	fosilizare
fossilize	fosiliza
reprogramming	reprogramare
reprogram	reprograma
minimalization	minimalizare
minimalize	minimaliza
Russification	rusificare
Russify	rusifica
tensioning	tensionare
infection	infecție
prophecy	profeție
theatricalization	teatralizare
dramatize	teatraliza
readmit	readmite
pressurization	presurizare
pressurize	presuriza
secularize	seculariza
secularization	secularizare
vulcanization	vulcanizare
almagest	almageste
dryness	uscăciune
recalculation	recalculare
mujaheddin	mujahedin
celestial body	corp ceresc
interference	interferență
obstruction	obstrucție
script	scenariu
socialization	socializare
writing	scriitură
bag	săculeț
Arabization	arabizare
Arabize	arabiza
caramelize	carameliza
caramelization	caramelizare
demonize	demoniza
desacralize	desacraliza
desacralization	desacralizare
liberalization	liberalizare
liberalize	liberaliza
motorization	motorizare
motorize	motoriza
cape	capă
imprecation	imprecație
addiction	adicție
addictive	adictiv
description	descriere
sexual reproduction	reproducere sexuată
individualization	individualizare
individualize	individualiza
making profitable	rentabilizare
profitable	rentabiliza
draw	remiza
carry out	înfăptui
cook	bucătăreasă
commercial	negustoresc
cowherd	văcăreasă
nu înțeleg	nu înțeleg
a face din țânțar armăsar	face din țânțar armăsar
cum ajung	cum ajung la gara feroviară
am nevoie	am nevoie de un ghid
am o întrebare	am o întrebare
-ess	-iță
doctor	doctoriță
little girl	fetiță
canonization	canonizare
concretization	concretizare
guilty	culpabiliza
blaming	culpabilizare
desalination	desalinizare
regularization	regularizare
revitalization	revitalizare
sacralisation	sacralizare
sacred	sacraliza
pigheaded	căpățânos
headstrong	încăpățânat
stubborn	căpos
captain	căpitan
hatter	căciular
forage cap	capelă
paddle	padela
Russian	rusoaică
Transylvanian	ardelean
victimize	victimiza
frame	chenar
cast	deochea
aim	ținti
heterochromatic	ceacâr
squinting	sașiu
hagiological	hagiologic
azoturia	azoturie
apepsia	apepsie
parasitology	parazitologie
dendrological	dendrologic
collectivization	colectivizare
collectivize	colectiviza
barley	orzărie
vibrotherapy	vibroterapie
Gobio gobio	porcușor
phenobarbital	fenobarbital
stalky	păios
martyrization	martirizare
vitalize	vitaliza
concessionaire	concesionar
stuff	împăia
armor	armură
spiderweb	pânză de păianjen
concession	concesionare
concession	concesiona
salinisation	salinizare
metabolization	metabolizare
solubilization	solubilizare
fishmonger	pescăreasă
fishery	pescărie
fishing	pescăresc
fishkind	pescărime
saleswoman	vânzătoare
delouse	despăduchea
imbricate	imbrica
parotidectomy	parotidectomie
uniformization	uniformizare
piggish	porcesc
fester	puroia
autovaccine	autovaccin
stonecutter	pietrar
gravel	pietriș
pebble	pietricică
haircut	tăiere de păr
cut	tăiere
telephone number	număr telefonic
destination	destinație
quarry	pietrărie
recalibration	recalibrare
recalibrate	recalibra
revaluation	reevaluare
antipersonnel	antipersonal
overindustrialized	supraindustrializat
literalised	literarizat
neutralised	neutralizat
bent	curbat
unlaboured	nelucrat
coppersmith	arămar
manly	bărbătos
burial	îngropare
bury	înmormânta
bury	înhuma
dimple	gropiță
dig up	dezgropa
monetize	monetiza
monetization	monetizare
burial	îngropăciune
patch	petic
digraph	digraf
cardiological	cardiologic
masculinization	masculinizare
masculinize	masculiniza
patch	petici
digger	săpător
digging	săpătură
renown	renume
stopper	astupătoare
cover	acoperământ
deconcentration	desconcentrare
preponderate	prepondera
cosmological	cosmologic
garment	strai
blanket	cergă
spread	așternut
winner	câștigător
winning	învingător
sagittal	sagital
commission	comandita
see	străvedea
glimpse	întrezări
visualize	întrevedea
undertake	întreprinde
horizon	orizont
horizon	zariște
transparent	străveziu
transparency	transparență
aspect	înfățișare
depict	înfățișa
outspoken	fățiș
clarify	limpezi
scatological	scatologic
clearness	limpeziciune
weak	firav
winemaker	vinificator
cadmia	cadmie
commerce	comerț
bearing	cuzinet
fowler	păsărar
birdlike	păsăresc
augmentative	-oaie
stupid	îndobitoci
kitten	pisic
kitten	pisoi
kitten	pisicuță
big house	căsoaie
dripping wet	leoarcă
densify	densifica
densification	densificare
requalification	recalificare
mouth	leoarbă
requalify	recalifica
bill	plisc
tributary	afluent
stool	taburet
steal	chilipir
godsend	pleașcă
priestly	preoțesc
priestly	popesc
priest	preoteasă
ordained	preoți
rot	putrezi
decompose	descompune
putrefaction	putreziciune
rottenness	putregai
forest	împăduri
stație de cale ferată	stație de cale ferată
gunpowder	praf de pușcă
snowfall	cădere de zăpadă
rising	ascensiune
rebellion	rebeliune
strainer	strecurătoare
wine	poșircă
neo-Nazism	neonazism
kindergarten	grădiniță
boarding school	școală-internat
secondary school	școală secundară
hop	hamei
professorial	profesoral
shameful	rușinos
miniaturization	miniaturizare
miniaturize	miniaturiza
nitrous	nitros
glow	roșeață
suppressor	supresor
Bernardine	bernardin
helicopter	elicopter
lightning	trăsnet
instantaneous	fulgerător
pay	plată
wage	leafă
payment	premândă
saddle	înșeua
unsaddle	deșeua
Sanskritic	sanscrit
megalomaniac	megaloman
laughter	râset
cry	plânset
seeds	sămânțos
translating dictionary	dicționar translator
reference work	lucrare de referință
mapping	cartografiere
uniparous	unipar
margarine	margarină
popularization	vulgarizare
insomnia	nesomn
broadsword	paloș
shoulder bone	omoplat
scapula	scapulă
nobility	spătar
broad-shouldered	spătos
nest	cuibar
injustice	strâmbătate
wrong	nedrept
inequity	inechitate
equity	echitate
grimace	strâmbătură
grimace	grimasă
processional	procesional
refuel	realimenta
refill	realimentare
like two peas in a pod	ca două picături de apă
mellow	dulceag
hungry	nesătul
quarter	cartier
panpipes	naist
piece	despicătură
irreversible	ireversibil
abandonable	abandonabil
goal line	linie de poartă
denominator	numitor
numerator	numărător
vizirate	vizirat
expression	expresie
notation	notație
meteorological bomb	bombă meteorologică
penalty kick	lovitură de la 11 metri
sinuosity	sinuozitate
control theory	teoria controlului
dynamic system	sistem dinamic
appendix	apendice
appendectomy	apendicectomie
washing machine	mașină de spălat
social science	știință socială
political science	știință politică
circular segment	segment de cerc
National Socialism	național-socialism
aristocracy	aristocrație
ziua de Anul Nou	ziua de Anul Nou
New Year	Anul Nou
spinal column	șira spinării
New Year's Eve	noaptea de Revelion
New Year's Eve	revelion
language family	familie lingvistică
language family	familie de limbi
Virgin Mary	Fecioara Maria
Saint Mary	Sfânta Maria
Prahova Valley	Valea Prahovei
Wallachian Plain	Câmpia Română
Southern Carpathians	Carpații Meridionali
Church of England	Biserica Angliei
bimetallist	bimetalist
oceanological	oceanologic
nanotechnology	nanotehnologie
natural language	limbă naturală
paleoanthropologist	paleoantropolog
evolutionism	evoluționism
Achilles tendon	tendonul lui Ahile
Gulf of Aden	Golful Aden
Balearic Sea	Marea Balearelor
encampment	campament
gerontocracy	gerontocrație
pfennig	pfenig
victorie à la Pirus	victorie à la Pirus
deity	zeitate
Capitoline	capitolin
patriciate	patriciat
dental alveolus	alveolă dentară
alveolar bone	os alveolar
polarity	polaritate
alveolus	alveolă
clutch	ambreiaj
waiting list	listă de așteptare
High German	germană standard
isolated	izolat
accused	acuzat
Hungarian	unguresc
telephone call	apel telefonic
deflate	dezumfla
waves	undui
wave	învălura
wavy	undos
wavy	unduios
travertine	travertin
Byzantine	bizantin
heterograft	heterotransplant
Jesus	Iisus
summer	văratic
spend	văra
additive	aditiv
translative	translativ
partitive	partitiv
widow	văduvi
vomiting	vărsătură
audiovisual	audiovizual
dry	zbici
apportionment	repartizare
dictatorship of the majority	dictatura majorității
vervain	verbină
quantity	câtime
Kyrgyz	kârgâz
pulmonary tuberculosis	tuberculoză pulmonară
comandă de la distanță	comandă de la distanță
batiste	batist
load	încărcătură
discharger	descărcător
kill two birds with one stone	împușca doi iepuri dintr-un foc
make wildly exaggerated	promite marea cu sarea
worshiping	închinător
mandarinate	mandarinat
testicle	râncaci
sieve	sită
heavy-jawed	fălcos
sleep	culcuș
clamber	urcuș
slant	povârni
slope	povârniș
delirious	aiura
encirclement	încercuire
chess piece	figură de șah
endgame	final de partidă
baker	brutar
bakery	brutărie
contra	împotrivă
musical instrument	instrument muzical
reckless	nechibzuit
recklessness	nechibzuință
donkey	măgăresc
grunt	grohăi
grunt	groh
saw	ferestrui
saw-toothed	ferestruit
lime	limetă
lime	lămâie verde
peculium	peculiu
precautious	precaut
careful	îngrijit
careful	grijuliu
loom	război de țesut
maize field	porumbiște
computer program	program de computer
tincture	tinctură
reproduce	prăși
weed	plivi
salt cellar	solniță
operation	operație
coefficient of friction	coeficient de frecare
union	sindicat
salt cellar	sărăriță
swelling	spuzi
eruption	spuzeală
10th	10-lea
1st	1-ul
bootjack	trăgătoare
3rd	3-lea
firer	trăgător
gaiter	gheată
brogue	bocanc
hanger	agățătoare
hanger	cuier
pole	prăjină
bovine disease	șoricel
plasmodesma	plasmodesme
chickpea	năut
useless	zadarnic
vanity	deșertăciune
conjoined twin	geamăn siamez
conjoined twin	geamănă siameză
middle finger	deget mijlociu
utensil	ustensilă
