perquisite	gratis
gantry	suwnica
draftsman	kreślarz
deed	uczynek
effective	skuteczny
effectiveness	skuteczność
stigma	piętno
sully	kalać
captivate	urzekać
pledge	przyrzekać
adjudicate	orzekać
deafen	ogłuszać
wilderness	głusza
temper	hartować
dexterity	zręczność
strengthen	wzmacniać
amplifier	wzmacniacz
strongman	mocarz
power	mocarstwo
make	wzbogacać
personify	uosabiać
embody	ucieleśniać
embodiment	ucieleśnienie
carnal	cielesny
carnality	cielesność
corpse	truchło
immunise	uodparniać
anesthetize	znieczulać
make evident	unaoczniać
incline	usposabiać
disposition	usposobienie
supply	zaopatrywać
implement	wdrażać
prevent	zapobiegać
preventive	zapobiegawczy
array	oblekać
convert	nawracać
conversion	nawrócenie
recurrence	nawrót
hellish	piekielny
stoup	kropielnica
bowler	kręglarz
shaky	chwiejny
groan	stękać
millet	pszono
end stage	schyłek
hiccup	czkać
scorching heat	znój
toilsome	mozolny
excite	podniecać
stimulus	podnieta
bollard	pachołek
crossbreed	mieszaniec
investigation	dochodzenie
conscription	pobór
sufficiently	wystarczająco
tax collector	poborca
silencer	tłumik
esteem	poważać
crucible	tygiel
heater	grzejnik
immersion heater	grzałka
warm-up	rozgrzewka
heating	grzewczy
heater	ogrzewacz
warm	ocieplać
body heat	ciepłota
kneeler	klęcznik
pore	ślęczeć
beckon	kiwać
quadruplet	czworaczek
mossy	omszały
smuggle	przemycać
sawyer	tracz
brotherhood	braterstwo
brotherhood	bractwo
decorate	ozdabiać
embellish	okraszać
edible fat	okrasa
suppress	tłumić
deploy	rozmieszczać
belfry	dzwonnica
verbiage	swada
ctenophore	żebropław
watery	kaprawy
manifestation	przejaw
Soviet forced labor	łagier
die	zdychać
count	rachować
investigate	dociekać
lead	ołowiany
infect	zakażać
pollute	skażać
infectious	zakaźny
insult	urągać
scold	rugać
extend	rozpościerać
jelly	galareta
indeclinable	Czyszek
manifold	powielać
mimeograph	powielacz
feel about	macać
innkeeper	karczmarz
penetrate	przenikać
rainy weather	chlapa
catch up	nadrobić
mundane	doczesny
smile	zaciesz
hostel	schronisko
grim	ponury
grimly	ponuro
hatchling	pisklak
wild boar piglet	warchlak
petition	podanie
extend	rozpostrzeć
service	serwis
nameless	bezimienny
namelessness	bezimienność
order	zamawiać
Olomouc	ołomuniecki
lash out	wierzgać
Samsung	Szajsung
swear	przysiąc
vial	fiolka
hurl	ciskać
chase	ścigać
win	wygrywać
fail	przegrywać
untwist	rozkręcać
untwist	rozkręcić
fencer	szermierz
sleazy	plugawy
kraj ołomuniecki	kraj ołomuniecki
sob	łkać
sob	szlochać
crude	ordynarny
spoiled like a princess	rozpuszczony jak dziadowski bicz
drunk as a skunk	nawalony jak Messerschmitt
nawalony jak	nawalony jak meserszmit
steric hindrance	zawada steryczna
stammer	dukać
flood survivor	powodzianin
maudlin	rzewny
adjuration	zaprzysiężenie
pledge	zaprzysięgać
discourse	prawić
begloom	gnębić
oppressor	gnębiciel
cruise control	tempomat
cotton gin	odziarniarka
swig	żłopać
strangler	dusiciel
sultry	duszny
devil	czart
devil	czarci
ghastly	upiorny
uncanny	niesamowity
put up	postawić
sigh	wzdychać
sigh	westchnienie
breathe	dychać
nudge	szturchać
jerk	szarpać
grasp	chapać
backwards	wstecz
induce	nakłaniać
superstitious	zabobonny
pimp	stręczyć
pimp	stręczyciel
counterproductive	przeciwskuteczny
admixture	domieszka
horsewhip	pejcz
pipe dream	mrzonka
prescription	polecenie
entrust	powierzać
fiduciary	powiernik
trust	powiernictwo
power	zasilać
damage	uszczerbek
overgrow	porastać
settle into	wrastać
grow	dorastać
regrow	odrastać
increase	przyrastać
outgrow	przerastać
arrogate	rościć
carpet hanger	trzepak
flutter	trzepotać
flutter	trzepot
arsenal	arsenał
metamorphosis	przemiana
transmute	przemieniać
metamorphosis	przeobrażenie
flaunt	obnosić
grab	chwytać
sting	żądlić
shooting range	strzelnica
humiliate	poniżać
humble	ukorzyć
chide	karcić
bathe	kąpać
cause	kłócić
disrupt	zakłócać
gleanings	pokłosie
tease	dokuczać
bite	kęs
fence	grodzić
generosity	szczodrość
generosity	hojność
hand out	rozdawać
fatten	tuczyć
porker	tucznik
space shuttle	wahadłowiec
push	popychać
barrier	zapora
control	sterować
use	stosować
applied	stosowany
appropriate	stosowny
rescue	ratunek
armed robbery	rozbój
report	meldować
fencing	fechtunek
roundness	krągłość
knock	stukać
serwer pośredniczący	serwer pośredniczący
note	zapisywać
aktualia	aktualizacja
bankruptcy	upadłość
fallen	upadły
fall down	upadać
dissolve	rozpuszczać
debauched	rozpustny
debauchee	rozpustnik
firewall	zapora sieciowa
activate	aktywować
switch on	włączyć
unblock	odblokować
public auction	przetarg
empower	upełnomocnić
affluent	zasobny
storage container	zasobnik
dexterous	umiejętny
traitor	zaprzaniec
cache	pamięć podręczna
uninstallation	dezinstalacja
false alarm	fałszywy alarm
giggle	chichotać
reconcile	godzić
pamper	dogadzać
band	zgraja
pillage	grabież
plunderer	grabieżca
birch sap	oskoła
horse	szkapa
sweeten	słodzić
sweetener	słodzik
sweets	słodycz
stroke	gładzić
famish	głodzić
beget	płodzić
whiten	bieleć
leucoma	bielmo
whitewash	bielić
whiten	wybielać
irritable	drażliwy
irritability	drażliwość
cool	chłodzić
stink	smrodzić
stinker	śmierdziel
reek	cuchnąć
brine	solanka
fingering	palcówka
poker	ożóg
heartburn	zgaga
conflagration	pożoga
torch	żagiew
brand	głownia
eulogize	opiewać
eulogizer	piewca
volunteer	ochotnik
imagination	wyobraźnia
cruel	okrutnik
alleviate	łagodzić
envier	zawistnik
grenade launcher	granatnik
bitterness	gorycz
rude	grubiański
importunate	nachalny
potty	nocnik
indeclinable	Kurz
aktyw	aktywacja
indeclinable	Stankiewicz
depopulate	wyludniać
repose	wypoczywać
rest	wypoczynek
indeclinable	Dressler
uproar	wrzawa
indeclinable	Krawczyk
indeclinable	Kruk
update	aktualizować
update	uaktualnić
embellish	dziadek płakał, jak sprzedawał
flee	pierzchać
shanty	chałupa
sprinkle	prószyć
drizzle	mżyć
become deaf	głuchnąć
deafness	głuchota
deaf-mute	głuchoniemy
kneading board	stolnica
stool	stolec
stool	stołek
meaty	mięsisty
juicy	soczysty
prank	psota
bujać w obłok	bujać w obłokach
Sonchus	mlecz
milter	mleczak
meeting	zebranie
brusque	opryskliwy
sinister	złowrogi
firm	jędrny
update	uaktualniać
deactivate	dezaktywować
suspicious	podejrzliwy
admonition	przestroga
renovate	odnawiać
renovation	odnowa
restorer	odnowiciel
recommence	wznawiać
asynchronous	asynchroniczny
asynchronously	asynchronicznie
projection	rzutowanie
trashy	wieśniacki
moan	jęczeć
rot	próchnieć
crud	badziewie
indeclinable	Lam
indeclinable	Beyer
handicapped	upośledzony
handicap	upośledzać
indeclinable	Delong
handicap	upośledzenie
clothes hanger	wieszak
indeclinable	Arndt
orphanhood	sieroctwo
orphan	sierocy
orphan	osierocać
fishpond	rybnik
indeclinable	Ragan
urge	ponaglać
urgency	pilność
urgent	naglący
indeclinable	Neuman
indeclinable	Kremer
indeclinable	Wojcik
indeclinable	Fiedler
Armenian	Ormianin
Armenian	Ormianka
activate	uaktywniać
activate	uaktywnić
exclude	wykluczać
include	wkluczać
include	wkluczyć
thrifty	gospodarny
forever	na zawżdy
forever	po wsze czasy
indeclinable	Waltz
expropriate	wywłaszczać
indeclinable	Radtke
around	wokoło
expropriation	wywłaszczenie
paganism	pogaństwo
pagan	pogański
indeclinable	Caban
indeclinable	Bartel
indeclinable	Mak
foamy	pienisty
indeclinable	Stanek
Wysocka	Wysocki
indeclinable	Kwak
indeclinable	Serafin
Savior	Zbawiciel
Northern European	północnoeuropejski
Western European	zachodnioeuropejski
indeclinable	Bachmann
indeclinable	Kowal
indeclinable	Bartos
indeclinable	Pawlak
Central European	środkowoeuropejski
indeclinable	Michalak
indeclinable	Bitner
shingle	gont
indeclinable	Kubiak
photographer	fotografka
praiseworthy	chwalebny
indeclinable	Klimek
Zaleska	Zaleski
indeclinable	Walczak
athlete	atletka
indeclinable	Belmont
blacken	czernieć
eye for an eye, a tooth for a tooth	oko za oko, ząb za ząb
indeclinable	Kulas
recreate	odtwarzać
second-rate	pośledni
debugger	odpluskwiacz
machine	maszynowy
indeclinable	Kubik
indeclinable	Drost
indeclinable	Jarosz
indeclinable	Sobczak
indeclinable	Miron
indeclinable	Bonk
cut	krajać
rickshaw	riksza
indeclinable	Marciniak
indeclinable	Ehlert
indeclinable	Bonar
indeclinable	Tomczak
indeclinable	Bednarz
nounal subordinate clause	iż
indeclinable	Hennig
emit	emitować
install	instalować
composition	kompozycja
gościna	gościnny
install	wgrywać
doktorancki	doktorant
doktorancki	doktorantka
indeclinable	Bethke
indeclinable	Wojtowicz
indeclinable	Pasternak
indeclinable	Markiewicz
sing	zaśpiewać
Boberowie	Bober
indeclinable	Stec
Wasilewska	Wasilewski
indeclinable	Dziedzic
indeclinable	Kulik
indeclinable	Banach
indeclinable	Pietrzak
indeclinable	Kohut
wheelchair	wózek inwalidzki
ream	ryza
snag	wtopa
indeclinable	Szewczyk
Russian	Moskal
indeclinable	Rybak
indeclinable	Kolbe
after all	w końcu
indeclinable	Drozd
indeclinable	Malec
indeclinable	Pawlik
indeclinable	Guzik
indeclinable	Ptak
Malecka	Malecki
indeclinable	Nogas
indeclinable	Kaczor
indeclinable	Dali
vanquisher	pogromca
tamer	poskramiacz
tame	poskramiać
eccentric	cudaczny
monk	mniszy
indeclinable	Kurek
indeclinable	Chmiel
indeclinable	Michalik
indeclinable	Komar
garret	poddasze
indeclinable	Wolak
indeclinable	Lietz
indeclinable	Kogut
Sobolewska	Sobolewski
indeclinable	Szymczak
indeclinable	Sienkiewicz
indeclinable	Dubiel
Stenzelowie	Stenzel
celebrity	gwiazdor
serum	surowica
serous membrane	surowiczy
indeclinable	Zych
swarthy	śniady
redden	czerwienieć
building material	budulec
jingle	dżingiel
high-rise	wysokościowiec
anger	wkurw
extravagance	burżujstwo
indeclinable	Graczyk
addressee	adresatka
Polish cavalry	husaria
protrudes	występ
absurd	absurdalnie
wedding reception	wesele
separate	osobny
evening	wieczorny
pocket money	kieszonkowe
comfort	wygoda
tryst	schadzka
tradesman	handlarz
maturity	dojrzałość
mature	dojrzewać
cemetery	cmentarny
those	tamte
those	tamci
revolve	krążyć
hoop	obręcz
boldness	śmiałość
barrister	adwokatka
indeclinable	Kasprzak
indeclinable	Stachowiak
indeclinable	Kowalik
indeclinable	Stefanik
indeclinable	Wasik
indeclinable	Mrozek
indeclinable	Kozar
indeclinable	Urbaniak
indeclinable	Tokarz
indeclinable	Bartek
indeclinable	Nosal
indeclinable	Sobol
unpunished	bezkarny
impunity	bezkarność
indeclinable	Matuszak
indeclinable	Kochan
indeclinable	Kopacz
indeclinable	Borek
indeclinable	Augustyn
indeclinable	Gawlik
indeclinable	Tomczyk
indeclinable	Bednarek
Norwegian	Norweżka
indeclinable	Buczek
indeclinable	Ratajczak
indeclinable	Kuchar
indeclinable	Kaczmarczyk
warrior	woj
squid	kałamarnica
ink	inkaust
chain mail	kolczuga
indeclinable	Bosak
indeclinable	Piontek
indeclinable	Banaszak
indeclinable	Krawiec
indeclinable	Kubat
get lost	spierdalaj
indeclinable	Skowron
indeclinable	Filipiak
indeclinable	Bieniek
indeclinable	Mazurkiewicz
indeclinable	Stasiak
indeclinable	Maziarz
indeclinable	Gondek
indeclinable	Miler
indeclinable	Kulig
indeclinable	Merk
indeclinable	Konkol
indeclinable	Bednarczyk
indeclinable	Wawrzyniak
grayish blue	siniec
heinousness	ohyda
topknot	osełedec
blackberry	ożyna
ringleader	prowodyr
corncrake	derkacz
blooming	hoży
reveller	hulaka
daub	bohomaz
bull	buhaj
chaos	bezhołowie
blockhead	jełop
buckwheat	hreczka
pillow	jasiek
carrying pole	koromysło
khorovod	korowód
headless	bezgłowy
mamaliga	mamałyga
Eurasian elk calf	łoszak
young Cossack	mołojec
pack	wataha
cob	kaczan
warlord	watażka
Beta vulgaris	boćwina
purge	czystka
dacha	dacza
pagan temple	chram
worldview	światopogląd
view	pogląd
divorcé	rozwodnik
prophetic	proroczy
tread	deptać
step	stąpać
quiescence	bezruch
tub	łajba
trilogy	trylogia
dilogy	dylogia
gradual	stopniowy
trick	figiel
Głowacki	Głowacka
Lisowski	Lisowska
embroider	wyszywać
Wyspiański	Wyspiańska
Zalewski	Zalewska
Tęczyński	Tęczyńska
Makowski	Makowska
private	prywatny
Górski	Górska
Sułkowski	Sułkowska
Szydłowski	Szydłowska
Dmowski	Dmowska
Dzieduszycki	Dzieduszycka
Czerski	Czerska
Sobkowski	Sobkowska
Buczacki	Buczacka
Owczarkowski	Owczarkowska
Niciński	Nicińska
Chołodecki	Chołodecka
Czerwiński	Czerwińska
Czetwertyński	Czetwertyńska
Miączyński	Miączyńska
Napiórkowski	Napiórkowska
steady	jednostajny
unitary	jednolity
homogenous	jednorodny
sideboard	kredens
indeclinable	Hibner
male piglet	browek
Godlewski	Godlewska
indeclinable	Michalec
indeclinable	Burek
indeclinable	Budnik
indeclinable	Bąk
indeclinable	Białek
superstition	przesąd
Brodzki	Brodzka
Brzozowski	Brzozowska
companion	towarzysz
Kwiatkowski	Kwiatkowska
pale	sztacheta
trimount	trójwzgórze
indeclinable	Biernat
fellowship	poczet
alcoholic beverage	trunek
hearse	karawan
indeclinable	Kasprzyk
indeclinable	Pasek
indeclinable	Kozik
indeclinable	Sidor
warrior	wojownik
hindrance	zawada
household member	domownik
Sieradzka	Sieradzki
Sieradzki	Sieradzka
Małkowski	Małkowska
Górecki	Górecka
Gorecki	Gorecka
indeclinable	Kocur
indeclinable	Wilczek
Małecka	Małecki
Małecki	Małecka
Malecki	Malecka
Fabiański	Fabiańska
Gypsy	Cyganka
indeclinable	Cyganek
indeclinable	Piszczek
usurper	samozwaniec
indeclinable	Piątek
heritage	dziedzictwo
hereditary	dziedziczny
indeclinable	Czwartek
indeclinable	Wtorek
Koziołowie	Kozioł
indeclinable	Koziołek
goat	koziołek
indeclinable	Musiał
indeclinable	Musioł
sewer	rynsztok
Lynx	Ryś
stronghold	warownia
fortress	forteca
indeclinable	Pająk
Kashubian	Kaszuba
Kaszuba	Kaszubka
Kashubian	Kaszub
necessary	konieczny
indeclinable	Wróbel
indeclinable	Gąsior
indeclinable	Bocian
indeclinable	Kokot
mountainous	góral
mountainous	góralka
Pole	gorol
indeclinable	Góral
indeclinable	Gorol
indeclinable	Król
indeclinable	Królik
indeclinable	Tkacz
indeclinable	Wikłacz
weaverbird	wikłacz
back	zaplecze
indeclinable	Jeleń
vegetation	kępa
complainer	maruda
indeclinable	Rumianek
Sekuła	Sekula
indeclinable	Drabek
indeclinable	Gawron
sedge	oczeret
indeclinable	Robak
bread	hreczanyk
Kuderowie	Kuder
indeclinable	Kędzior
indeclinable	Kendzior
Ukrainian peasant	czumak
superior	zwierzchnik
indeclinable	Giller
contentious	sporny
hillock	pagórek
indeclinable	Barczak
guide book	poradnik
brawler	warchoł
Vulpecula	Lisek
fox	lisek
indeclinable	Lisak
indeclinable	Baranek
indeclinable	Kujawiak
indeclinable	Krakowiak
Kujawski	Kujawska
Klukowski	Klukowska
Zaleski	Zaleska
Markowski	Markowska
Kucharski	Kucharska
indeclinable	Gawronek
indeclinable	Skowronek
indeclinable	Kotek
readiness	gotowość
indeclinable	Boruc
state	pogotowie
volleyballer	siatkarz
tenant	dzierżawca
lease	dzierżawa
rent	czynsz
tuition fee	czesne
bicephalous	dwugłowy
idolatry	bałwochwalstwo
idolater	bałwochwalca
perfection	doskonałość
perfect	doskonalić
adulterer	cudzołożnik
adulterous	cudzołożny
adultery	cudzołóstwo
unfaithfulness	wiarołomstwo
traitor	wiarołomca
perfidious	wiarołomny
Pole	Laszka
Pole	Lechita
indeclinable	Śpiewak
indeclinable	Białas
white-haired	białas
insufficiency	niedostatek
sufficient	dostateczny
Shia Islam	szyizm
Sufism	sufizm
indeclinable	Staruch
indeclinable	Soból
Sobolewski	Sobolewska
Saganowska	Saganowski
Saganowski	Saganowska
indeclinable	Kamień
indeclinable	Cichoń
erect	wznosić
elevated	wzniosły
convention	zjazd
superfluous	zbyteczny
excess	nadmiar
weebill	krótkodziobek
counterfeit	podrobić
relief	odsiecz
indeclinable	Stefanek
stag	szóstak
indeclinable	Sarniak
roe deer	sarniak
indeclinable	Fronczak
indeclinable	Niemczyk
indeclinable	Babicz
indeclinable	Bartkowiak
indeclinable	Szczur
indeclinable	Szczurek
rat	szczurek
indeclinable	Antczak
indeclinable	Kupiec
indeclinable	Goral
indeclinable	Kotas
indeclinable	Bochenek
Cotula	kotula
indeclinable	Wnuk
indeclinable	Wnęk
indeclinable	Słowik
the other day	onegdaj
summarize	streszczać
mutism	niemota
indeclinable	Jeż
conditional	warunkowy
indeclinable	Kwiatek
heretic	kacerz
jug	konew
bruised	posiniaczony
bruise	posiniaczyć
heretic	heretyk
indeclinable	Komarek
indeclinable	Szerszeń
indeclinable	Motyl
indeclinable	Czerw
indeclinable	Żmuda
indeclinable	Żmija
indeclinable	Samiec
indeclinable	Rolnik
indeclinable	Piasek
indeclinable	Ziemniak
indeclinable	Dzięcioł
indeclinable	Jóźwiak
Serpens	Wąż
indeclinable	Wężyk
indeclinable	Jaszczur
pocket	kaleta
indeclinable	Ziobro
rib	ziobro
Żuberowie	Żuber
indeclinable	Żubr
indeclinable	Dudziak
indeclinable	Dudak
indeclinable	Młynek
indeclinable	Puchacz
indeclinable	Puszczyk
Aquila	Orzeł
indeclinable	Orlik
indeclinable	Sokolik
falcon	sokolik
indeclinable	Orzełek
eaglet	orzełek
indeclinable	Sokół
miss	chybić
unerring	niechybny
Kuzie	Kuzia
Columba	Gołąb
indeclinable	Gołąbek
indeclinable	Siłacz
indeclinable	Aniołek
indeclinable	Mrowiec
indeclinable	Chowaniec
indeclinable	Mosioł
indeclinable	Mrozik
indeclinable	Mróz
indeclinable	Mrózek
indeclinable	Nabagło
indeclinable	Namysło
indeclinable	Czuryło
indeclinable	Wojdyło
indeclinable	Wojtyło
trade unionist	Wałęsa
redo	ponawiać
indeclinable	Ciechan
indeclinable	Wlazło
indeclinable	Przybyło
indeclinable	Przybył
indeclinable	Korzeń
indeclinable	Sząszor
indeclinable	Kosiorek
indeclinable	Osadnik
indeclinable	Półtorak
indeclinable	Owoc
indeclinable	Sobiech
indeclinable	Barszczak
indeclinable	Barszcz
indeclinable	Kuszczak
indeclinable	Klimczak
indeclinable	Klimczyk
indeclinable	Klimczok
indeclinable	Klimczuk
indeclinable	Radczak
indeclinable	Borczak
indeclinable	Franczak
indeclinable	Franczyk
indeclinable	Frączak
indeclinable	Frączyk
indeclinable	Frączek
indeclinable	Puszczak
indeclinable	Korczak
indeclinable	Kurczak
indeclinable	Korczyk
indeclinable	Korczek
indeclinable	Kolczak
indeclinable	Kolczyk
indeclinable	Kuszczyk
indeclinable	Kołczak
indeclinable	Kołczyk
indeclinable	Perz
indeclinable	Dutkiewicz
indeclinable	Madej
indeclinable	Zientek
indeclinable	Zioło
indeclinable	Żmij
indeclinable	Wcisło
indeclinable	Wlizło
indeclinable	Jurewicz
indeclinable	Gacek
Rajewska	Rajewski
Wąsikowska	Wąsikowski
Wasikowska	Wasikowski
indeclinable	Grzyb
indeclinable	Kuciak
indeclinable	Kusiak
indeclinable	Kociak
indeclinable	Drewniak
indeclinable	Ciemniak
indeclinable	Marczak
indeclinable	Sobieszczyk
indeclinable	Sobieszczak
indeclinable	Cieślak
indeclinable	Franek
indeclinable	Duszek
indeclinable	Ziomek
indeclinable	Żurek
indeclinable	Żur
indeclinable	Tracz
indeclinable	Bienias
indeclinable	Sulej
indeclinable	Matysiak
indeclinable	Matuszczyk
indeclinable	Matuszczak
indeclinable	Matusik
indeclinable	Matusiak
indeclinable	Matyszczyk
indeclinable	Matyszczak
indeclinable	Jurczak
indeclinable	Jurczyk
indeclinable	Juszczyk
indeclinable	Juszczak
indeclinable	Jurkiewicz
indeclinable	Juszkiewicz
