free	gratis
Østfold	viksk
eat	-æt
omnivorous	ålæt
eat	småæt
eat	storæt
menhir	bautastein
Draupnir	Draupne
save	feberredning
bad	dåleg
such	dilik
chop	hoggestabbe
some	einkvan
something	eitkvart
every other	annankvar
one and a half	halvannan
one and a half	halvanna
one and a half	halvtanna
every	tredjekvar
every	fjerdekvar
one	korgje
neither	korkje
real	sjølvare
copulate	fucke
notch	skòr
surface	vass-skorpe
gander	hanngås
wild	villgås
person	skapmus
shrew	skjerd
water shrew	vassmus
book	draumebok
choose	kjosa
tunic	kjortel
tollman	tollmann
male	stortingsmann
wise man	vismann
yes man	jamann
member	valmann
will o' the wisp	lyktemann
weatherman	vêrmann
will o' the wisp	vettelys
dismiss	vise bort
drinking song	drikkevise
love song	kjærleikssong
nithing pole	nidstong
stingy	nidsk
scornful	nidskrift
scornful	nidvise
frogman	froskemann
dole	dølahest
dialect	dølamål
demonyms	-bu
person	jærbu
inhabitant	dalbu
monoecious	einbu
cohabitant	sambu
cohabitant	sambuar
dioecious	tvibu
dioecious	særbu
person	fjordbu
person	bjerkreimsbu
person	arnabu
person	finnøybu
person	fitjarbu
mountain	fjellbu
trioecious	fleirbu
person	grensebuar
subterranean	haugbu
person	karmøybu
person	kvitsøybu
live	kystbu
mainlander	landbu
person	molbu
person	nordbu
person	sandnesbu
person	sveibu
islander	øybu
person	solabu
person	riskabu
person	tastabu
person	strandbu
person	kleppsbu
person	madlabu
person	totning
person	haugesundar
person	jørpelandsbu
person	hjelmelandsbu
person	saudabu
person	timebu
fling	fløygje
metaethics	grunnlagsetikk
notice	øygje
stitch	smøye
scout	speide
scout	speidar
ticklish	kitlen
soon	radt
nevus	føflekk
shot	skoten
male	stegg
drake	andestegg
gander	gåsestegg
male	duestegg
person	hamarsing
male	rypestegg
expand	paraplydregg
cluck	klukk
Maasai	masai
Tungus	tungusar
Sahrawi	saharawi
Anglosaxon	angelsaksar
plebeian	plebeiar
Spartan	spartanar
Trojan	trojanar
puritan	puritanar
Teuton	teutonar
Herrnhuter	herrnhutar
Carolingian	karolingar
Merovingian	merovingar
Florentine	florentinar
Anglican	anglikanar
Augustinian	augustinar
Franciscan	fransiskanar
Galatian	galatar
Benedictine	benediktinar
Bridgettine	birgittinar
Germanic	germanar
Girondist	girondinar
Dominican	jakobinar
Iroquois	irokesar
Capuchin	kapusinar
Celt	keltar
Lutheran	lutheranar
Mohican	mohikanar
velvet	fløyel
contestant	birkebeinar
shiver	sjevre
summer	fjorsommar
spring	fjorvår
winter	fjorvinter
autumn	fjorhaust
Ostrogoth	austgotar
Visigoth	vestgotar
born	fjorgammal
water under the bridge	snøen som fall i fjor
gazelle	gaselle
eat	maule
shell	skjel
Elysian	elyseisk
person	etnesbu
eugenic	eugenisk
burst	jubalong
prosperous	kulakk
Ashkenazi	askenas
military	sappør
Balochistan	Balutsjistan
Balochi	balutsji
Balochi	balutsjar
Corsican	korsikanar
bell	bjølle
small	rukl
wobble	ruggel
squabble	kjekl
squabble	kjekle
fidget	fikl
fidget	fikle
tamper	tukl
livestock	rekster
wheeze	kvese
broad-leaved	lauvtre
clearing	rydning
weepy	sipete
Lotus corniculatus	tiriltunge
rumor	nysn
Prussian	prøyssar
Prussian	prøyssarane
Prussian	prøyssarar
Prussian	prøyssaren
drop	bloddrope
girl	luciabrur
eve	lussinatt
catch on	slå an
continue	halde fram
present	legge fram
continuation	framhald
endure	halde ut
stay	halde til
support	halde med
love	halde av
block	demme opp
hold back	demme opp for
offer	by opp
upload	laste opp
download	laste ned
encourage	manne opp
cheer up	muntre opp
appointee	oppnemning
final	utanding
draw out	hale ut
finish	lese ut
pay	legge ut
outlay	utlegg
exposition	utlegging
thicket	kjørr
weak verb	a-verb
weak verb	e-verb
as	etter di
green	grønke
sprout	groe
unknowledge	vankunne
recommendation	tilråding
recommend	tilrå
recommend	avrå
useless	gagnlaus
pile	kjemme
meadowland	ekre
rennet	kjese
contagious	kregde
arbitrate	mekle
jealous	åbruig
snow	snjova
packsaddle	kløvsal
mercy	skånsel
drool	sleve
cup	bekar
brutal	valdta
elderly	aldrug
aging	aldrande
elderly	tilårskomen
elderly	tilårskommen
bed	hjåsvæve
person	hjåsetemann
company	hjørnesteinsbedrift
canine tooth	hjørnetann
incisor	framtann
premolar	framjeksel
artificial	gebiss
married couple	hjon
frosty	jarnnatt
kill	kverke
whither	folna
anti-Semitism	jødehat
icicle	jøkle
Victory Day	V-dag
V-1	V-bombe
Vedic	vedisk
oil	oljeleiting
unmarried	peparmøy
unmarried	peparsvein
journeyman	svein
journeyman	sveinebrev
night	nattefrost
annul	nulle ut
fang	gifttann
upper	overtann
sawtooth	sagtann
tooth	undertann
deadnettle	tvitann
deadnettle	vrangtvitann
deadnettle	dauvnesle
deaf	dauv
tone-deaf	tonedøv
painful	pinesam
cranium	hovudskalle
eros	elskhug
cliff	klomber
food	grjon
broaden	breine
hundred	hundrad
Saturnalia	saturnaliar
alone	toeine
woman	evadotter
washed	tvegen
big	storvomma
daring	vågal
daredevil	våghals
belly	vombast
heap	kòs
in secret	i mutom
fringe benefit	frynsegode
custard	vaniljesaus
circumcise	omskjera
circumcised	omskoren
contact tracing	smittesporing
sociocritical	samfunnskritisk
intercept	avskjera
meticulous	grannsam
meticulousness	grannsemd
grumpy	grebbe
niceness	greileik
fertile	fræv
imagination	hugleik
horniness	kåtleik
horniness	kåtskap
light	kjæte
chastity	kyskleik
lowness	lågleik
softness	mjukleik
possibility	mogleik
purity	reinleik
verity	sannleik
saltiness	saltleik
thought experiment	tankeeksperiment
hole	ljore
clear	ljosne
ugliness	ljotleik
light	ljoske
reverberate	ljome
mark	hasla
moral	sedug
immoral	usedug
morality	sedskap
healthy	helsug
healthy	helsig
promising	smake av fugl
bilingual	bilingv
great willowherb	stormjølke
class action	gruppesøksmål
red wine	raudvin
white wine	kvitvin
common eider	ærfugl
posture	haldning
praiseworthy	rosande
look	utanboks
abroad	utanlands
above	ovanfor
burning	eitrande
friction	gniding
disagreement	gnissing
tussocky	tuvut
dim	tupput
occasionally	i ny og ne
disagreeable	megge
confirmation	konfirmasjon
confirmand	konfirmant
administer	konfirmere
lead	bera staur
space shuttle	romferje
tuberculosis	svinnsott
big	sugge
male	galte
orach	svinemelde
announce	seia opp
dismissal	oppseiing
say yes	seia ja
work	negerarbeid
bit by bit	pø om pø
in order	ved like
present	til stades
about to	på gråten
on one's toes	på tå hev
in practice	i røynda
once	i si tid
cosiness	hyggje
cervical cancer	livmorhalskreft
household	huslyd
against	andhæres
recall	kome i hug
recall	koma i hug
like	tykkje om
even though	for det om
even though	for di om
change	gjere om
sweetie	søten
Valdres	valdris
granulate	korne
Wolof	volof
Berber	berbersk
bulletin	bulleteng
move	snigle
irony	fleip
presentable	presentabel
honorable	ærverdig
desecrate	nedverdige
rift	spròke
trochee	troké
fricassee	frikassé
odyssey	odyssé
porte-monnaie	portemoné
protégé	protesjé
pygmy	pygmé
pyorrhea	pyoré
soufflé	sufflé
aphelion	aphel
motherfucker	jævel
damn	jævlig
Charadrius morinellus	boltit
lapwing	vipe
resident	bebuar
physiognomy	fysiognomi
mock	kuke ut
indoctrinate	indoktrinere
oarfish	sildekonge
narcissistic	narsissistisk
myrtle	myrt
cheering up	muntrasjon
person	muntrasjonsråd
lump hammer	mokkert
litotes	litot
genet	genett
bollard	pullert
Carduelis carduelis	stillits
licorice	treak
endorsee	giratar
panphobia	panfobi
flayer	merraflåar
decade	desennium
caretaker government	forretningsministerium
research	forskingsstipend
glossary	glossar
indicium	indisium
interlude	interludium
chemical	kjemikalium
Curia	kurie
jewel	klenodium
consistory	konsistorium
larva	larvestadium
nectary	nektarium
hodgepodge	samansurium
auspice	auspisiar
Babylonian	babylonar
Laconian	lakoniar
nectary	honningkjertel
notes	musikaliar
stream	turiststraum
Molde	moldensar
track	visn
three	treakts
rinse	skylja
lap	lepje
thatch	tekkje
texting	teksting
go	nebbast
morning person	A-menneske
alert	B-menneske
from	ovanfrå
from	nedanfrå
from	bakanfrå
dawn	morgning
sutler	marketentar
blockhead	dosmar
sociocultural	sosiokulturell
socioculturally	sosiokulturelt
glycolysis	glykolyse
zany	ellevill
very	utgamal
offshore	utanskjers
Walloon	vallonar
Arab	sarasenar
aimlessly	mållaust
ceremonial	andektig
downmost	nedst
transcription	transkripsjon
souther	syndre
backmost	attarst
backmost	bakarst
money	kronasje
-age	-asje
removal	drenasje
equipage	ekvipasje
errand	ærend
knock up	smelle på tjukka
pregnant	på tjukka
bang	smelle
bladder campion	engsmelle
sea campion	strandsmelle
moss campion	fjellsmelle
flounder	flyndre
dog rose	steinnype
traumatize	traumatisere
general public	ålmente
guzzle	fråtse
guzzler	fråtsar
mildish	mildsleg
secretive	løynsk
tired	trøytt
horizon	kimming
suddenly	utan vidare
smell	sengra
working day	sykne
for good	for ollo
for good	for godt
once and for all	ein gong for alle
time	yrk
beerwort	vørter
renovation	oppussing
renovate	pusse opp
pay	bla opp
anger	arge opp
end up	ende opp
entirely	heilt opp
unknot	knyte opp
reach	leva opp
extirpate	rykke opp
advancement	opprykk
jerk	tverrykke
coat rack	knaggrekke
cottongrass	myrull
cottongrass	fivel
cottongrass	myrdun
spring	mogop
cowbell	kubjølle
flower	symre
primrose	kusymre
summer	sumarmånad
month	sommarmåne
forward	fremre
smear	smørje
track	snydja
come out of the closet	komme ut av skapet
publish	kome ut
reluctant	traud
dizzy	svimra
sleep	i svevne
emergency room	akuttmottak
diacritical mark	tøddel
deserve	til høves
in private	under fire auge
collectively	under eitt
far	over alle haugar
across the pond	over dammen
unrestrainedly	over ein låg sko
inter alia	mellom anna
hell	til dunders
for example	til eksempel
useful	til gagns
bed	til sengs
to death	til daude
unusefully	til ugagns
rightful	til rettes
chip	spøne
extrinsic	ekstrinsisk
freelance	frilans
rub	gnika
miser	gnikar
miser	gnik
dog	vovvov
inappropriate	fy-fy
deep blue	blåblå
again and again	igjen og igjen
again and again	gong på gong
dog	voff-voff
key	lykel
prostitute	skjøkje
prostitute	skjøkja
loaf	braud
manfolk	karmann
overall	alt i alt
food	få i rangstrupen
trachea	rangstrupe
trachea	vrangstrupe
food	få i vrangstrupen
cripple	krøpling
woman	førkje
religious	andakt
reverently	med andakt
twenty	tjuge
stick	sneis
foam	frøya
brewing	brygging
shovel	skuffel
branch	kvissel
stall	spiltau
wed	ektevia
ordain	prestevia
tool	tøle
chewing gum	tyggis
roof	råv
ewe	søyda
higher	cand.theol.
higher	cand.theol.-grad
difficult	ikkje berre berre
easy	berre-berre
kilohertz	kilocykel
beat	njode
churn-staff	tverel
to the full	til fullnads
fullness	fullnad
funny	løgleg
catch	veidn
violence	voldsbruk
fail	gå ad undas
barely	på hengande håret
barely	på eit hengande hår
that	derre
your	jærs
your	ørs
nothing	ikkje noko
Ægir	Æge
our	okkons
light	radl
unique	eintøke
bilingual	bilingval
crinoline	krinoline
frisbee	sendeplate
camp	lægra
serve	skjenke
serve	skjenkjar
serve	skjenkja
shaken	skjeken
meal	dugurd
coin	skjerv
rocky	berglendt
terrain	-lendt
hilly	brattlendt
deep	djuplendt
boggy	myrlendt
open	romlendt
inland	ilendt
wet	rålendt
stony	steinlendt
hard	ulendt
soaking wet	våtlendt
sandy	fyru
suet	nikju
theocracy	teokrati
cranefly	stankelbein
mare	braffa
yellow flag	mækje
yellow flag	sverdlilje
nothing	inkjevetta
glimpse	augne
see	timje
stare	stire
each	qvær
