deir siad	abraid
Syrian	Siriach
Suasalainne	Ríocht na Suasalainne
Swazi	Suasach
Suasalainne	Suasalainn
Swazi	Suaisis
season	séasúr
Principality of Liechtenstein	Prionsacht Lichtinstéin
Liechtenstein	Lichtinstéin
Liechtensteiner	Lichtinstéanach
Republic of Zambia	Poblacht na Saimbia
Republic of Malawi	Poblacht na Maláive
Liobáine	Poblacht na Liobáine
Republic of The Gambia	Poblacht na Gaimbia
Syrian Arab Republic	Poblacht Arabach na Siria
Islamic Republic of Mauritania	Poblacht Ioslamach na Máratáine
Múratáine	Múratáin
style	ar nós
ivory	eabhar
Saimbia	Saimbia
Hungarian	Ungárach
ivory	eabhair
Republic of Uganda	Poblacht Uganda
Oriental Republic of Uruguay	Poblacht Oirthearach Uragua
Togolese Republic	Poblacht Thóga
excuse me	gabh mo leithscéal
gabhaigí mo leithscéal	gabhaigí mo leithscéal
asparagus	asparagas
asparagus	lus súch
asparagus	lus súgach
sappy	súmhar
sea bream	súgach
Belgian Congo	Congó na Beilge
Democratic Republic of the Congo	Poblacht Dhaonlathach an Chongó
Republic of the Congo	Poblacht an Chongó
Sáíre	Sáír
Republic of Zaire	Poblacht na Sáíre
Guine Meánchiorclaí	Guine Mheánchiorclach
Guine Meánchriosaí	Guine Mheánchriosach
Republic of Equatorial Guinea	Poblacht na Guine Meánchiorclaí
equatorial	meánchiorclach
equatorial	meánchriosach
equatorial	meánchrios
equator	meánchiorcal
ebony	éabann
scapular	scaball
skein	scáinne
separated	scagtha
filtration	scagadh
refinery	scaglann
whiskey	scailtín
láth gaile	láth gaile
Iordáine	Ríocht Haisimíteach na hIordáine
Jordanian	Iordánach
gap-toothed	scagfhiaclach
close binary	déréalta chóngarach
near	cóngarach
proximity	cóngar
Bearú	Bearú
Dodder	Dothra
Gaillimhe	Gaillimh
Muaidhe	Muaidh
tattling	scagbhéalach
filterer	scagadóir
filtration	scagachán
filter	scagaire
filtering	scagaireacht
filtering	scagadóireacht
filter	scagán
filter paper	scagpháipéar
filter paper	páipéar scagtha
filtering	scagthach
dialysis	scagdhealú
dialyzer	scagdhealaitheoir
filter feeder	scagbheathóir
Indiacha	Indiacha
Azeri	Asarbaiseánach
Azeri	Asarbaiseáinis
dialyze	scagdhealaigh
filtrate	scagáit
-ate	-áit
porosity	scagacht
permeable	scagach
Finnish	Fionlannach
Tanzanian	Tansánach
Eritrean	Eiritréach
Estonian	Eastónach
Uzbekistan	Úisbéiceastáin
Uzbek	Úisbéiceastáinis
Belarusian	Bealarúisis
Iorua	Ríocht na hIorua
Cambóide	Ríocht na Cambóide
Úisbéiceastáine	Poblacht na hÚisbéiceastáine
Republic of Cyprus	Poblacht na Cipire
Republic of Croatia	Poblacht na Cróite
India	Poblacht na hIndia
Iodáile	Poblacht na hIodáile
Iaráice	Poblacht na hIaráice
Iaráine	Poblacht Ioslamach na hIaráine
Avestan	Aivéistis
Indonesian	Indinéisis
airiness	aeracht
warranty	baránta
warrant	barántas
wardenship	bardacht
baron	barún
barony	barúntacht
command	béarlamhail
nourishing	biadhamhail
abounding	biamhar
opinion	barúil
gut	goiligh
appetite	goiliúil
oral tradition	béaloideas
folklorist	béaloideasaí
disorder	mí-ordú
womanly	banúil
matriarch	matrarc
matriarchal	matrarcach
stroke	failp
whipping	failpeadh
sponger	failpéir
sponging	failpéireacht
gospel	soiscéal
furrow	eitre
mercy	fuarrachus
dad	daid
furnace	soirnéis
protocanonical	prótacanónta
canonical	canónta
protoplanet	prótapláinéad
-genesis	-gineas
Proto-Isaiah	Próta-Íseáia
Isaiah	Íseáia
Indiacha Thoir	Indiacha Thoir
Indiacha Thiar	Indiacha Thiar
East Indian	Oir-Indiach
West Indian	Iar-Indiach
carcinogenesis	carcanaigineas
crystallogenesis	criostalaigineas
frontogenesis	frontaigineas
epigenesis	eipigineas
histogenesis	histigineas
prothallium	prótallas
prototrophic	prótatrófach
protistan	prótaisteach
protostele	prótaistéil
protoxylem	prótaixiléim
Proterozoic	Prótarasóch
-zoan	-sóch
spermatogenesis	speirmitigineas
spermatozoan	speirmiteasóch
spermatozoon	speirmiteasón
teratogenesis	teiritigineas
epeirogenesis	eipirigineas
oogenesis	úigineas
protozoic	prótasóch
protoporphyria	prótaporfairine
protoplast	prótaplast
protanopia	prótanóipe
protanope	prótanóp
chromonema	crómainéime
protonema	prótainéam
protophilic	prótaifileach
protogenic	prótaigineach
protactinium	prótachtainiam
protolysis	prótalú
oven	oigheann
ontogeny	ontaigineas
ontogeny	ontaigineacht
ontogeny	ontaighiniúint
orogenesis	oraigineas
orogenic	oraigineach
orthogenesis	ortaigineas
methanogenesis	meatánaigineas
metallogeny	miotalaigineas
morphogenesis	morfaigineas
paragenesis	paraigineas
Patagóine	Patagóin
Patagonian	Patagónach
parthenogenesis	partanaigineas
pathogenesis	pataigineas
pedogenesis	peidigineas
pedogenic	peidigineach
petrogenesis	peitrigineas
anagenesis	anaigineas
anthropogenesis	antrapaigineas
steroidogenesis	stéaróidigineas
psychogenesis	sícigineas
good news	soscéala
-geny	-gineacht
homogeneous	homaigineach
cryo-	crió-
cryogenic	crióigineach
hypoallergenic	hiopailléirgineach
allergen	ailléirgin
allergenicity	ailléirgineacht
nonallergenic	neamhailléirgineach
antigen	antaigin
antigenic	antaigineach
estrogenic	éastraigineach
estrogen	éastraigin
endogenic	ingineach
obesogenic	murtallaigineach
nonpathogenic	neamhphataigineach
exogenic	eisigineach
neocortex	neocoirtéis
cortex	coirtéis
cerebral cortex	coirtéis cheirbreach
cerebral	ceirbreach
cerebrum	ceirbream
cariogenic	cáirigineach
androgenic	andraigineach
steroidogenic	stéaróidigineach
pathogenicity	pataigineacht
pathogenic	pataigineach
nitrogenous	nítrigineach
neurogenic	néaraigineach
Asarbaiseáine	Asarbaiseáin
Seoirsia	Seoirsia
psychogenic	sícigineach
psycho-	síci-
hypogene	hipigineach
iatrogenic	iatraigineach
iatrochemistry	iatraiceimic
psychodrama	síceadhráma
psychosocial	síceasóisialta
psychologist	síceolaí
synorogenic	sionoraigineach
radiogenic	radaigineach
teratogenic	teiritigineach
teratogenicity	teiritigineacht
telegenic	teiligineach
histogenic	histigineach
phylogeny	fíligineacht
phylo-	fíli-
methane	meatán
ability	féidir
steroid	stéaróideach
carcinogen	carcanaigin
carcinogenicity	carcanaigineacht
carcinogenic	carcanaigineach
-gen	-gin
methanogen	meatánaigin
cardiogenic	cardaigineach
cardio-	carda-
cardiopulmonary	cardascamhógach
cardiopulmonary resuscitation	athbheochan chardascamhógach
cardiologist	cairdeolaí
cardiology	cairdeolaíocht
cardiorespiratory	cardairiospráideach
cardiothoracic	cardatóracsach
thorax	tóracs
thoracic	tóracsach
transthoracic	trastóracsach
shall	féad
Seapáine	Seapáin
Iodáile	Iodáil
anthropogenic	antrapaigineach
allogenic	allaigineach
Mongóile	Mongóil
preach	soisgéul
genetic	gineach
genetics	géineolaíocht
cardiovascular	cardashoithíoch
Eiritré	Eiritré
Beilge	Beilg
Bútáine	Bútáin
auto-	uath-
Botsuáine	Botsuáin
Burúine	Burúin
Seineagáile	Seineagáil
Siombáibe	Siombáib
Somáile	Somáil
Súdáine	Súdáin
Liobáine	Liobáin
Tansáine	Tansáin
authigenic	átaigineach
Máratáine	Máratáin
Maláive	Maláiv
Iaráice	Iaráic
Indinéise	Indinéis
anthropo-	antrapa-
hypo-	hipi-
Beilge	Ríocht na Beilge
Bútáine	Ríocht na Bútáine
Republic of Botswana	Poblacht na Botsuáine
Indinéise	Poblacht na hIndinéise
Republic of the Sudan	Poblacht na Súdáine
Republic of Senegal	Poblacht na Seineagáile
Republic of Burundi	Poblacht na Burúine
Republic of Zimbabwe	Poblacht na Siombáibe
genetics	géinitic
Athbheochana	Athbheochan
genetic	géiniteach
direct	dír-
irreligious	díreiligiúnach
religious	reiligiúnach
autobiographical	dírbheathaisnéiseach
Gabúine	Gabúin
Gaimbia	Gaimbia
Bablóinia	Bablóinia
autobiography	dírbheathaisnéis
biography	beathaisnéis
Gabonese Republic	Poblacht na Gabúine
respiration	riospráid
androgynous	andraigíneach
revival	athbheochan
animation	beochan
gyno-	gíni-
animator	beochantóir
animator	beogaire
Cambóide	Cambóid
Casacstáine	Casacstáin
transesophageal	tras-éasafagach
Iaráine	Iaráin
George	Seoirse
Cipire	Cipir
Leafcóise	Leafcóis
Niocóise	Niocóis
Cypriot	Cipireach
Cróite	Cróit
maidenhood	maighdeanas
social	sóisialta
comfortable	sóisealta
vascular	soithíoch
nonvascular	neamhshoithíoch
neurovascular	néarshoithíoch
cerebrovascular	ceirbreashoithíoch
gastrovascular	gastrashoithíoch
lung	scamhóg
pulmonary	scamhógach
pulmonary vein	féith scamhógach
kidney	duán
lights	scamhóga
neuro-	néara-
cerebrospinal	ceirbrispíonach
neuropath	néarapat
neuropathy	néarapaite
neuropathic	néarapatach
-path	-pat
-pathy	-paite
lungfish	iasc scamhógach
ailse scamhóg	ailse scamhóg
polyneuropathy	polainéarapaite
Polainéise	Polainéis
Polainéis na Fraince	Polainéis na Fraince
poly-	pola-
-pathic	-patach
polyunsaturated	polai-neamhsháithithe
polyunsaturated	il-neamhsháithithe
unsaturated	neamhsháithithe
aigéad sailleach neamhsháithithe	aigéad sailleach neamhsháithithe
aigéad sailleach monai-neamhsháithithe	aigéad sailleach monai-neamhsháithithe
aigéad sailleach polai-neamhsháithithe	aigéad sailleach polai-neamhsháithithe
unsaturated fat	saill neamhsháithithe
polyunsaturated fat	saill il-neamhsháithithe
saturated fat	saill sháithithe
satiate	sáithigh
sated	sáithithe
aigéad sailleach sáithithe	aigéad sailleach sáithithe
salter	saillteoir
monounsaturated	monai-neamhsháithithe
acid	aigéad
acid	aigéadach
acidity	aigéadacht
nonflammable	dolasta
inflammable	so-lasta
inflammability	so-lastacht
worn out	seanchaite
violet	sailchuach
violet	sailchuachach
down at heel	sáilchaite
saltiness	saillteacht
fatty	sailleach
calm	féithchiúin
Astráile	Comhlathas na hAstráile
anoa	anua
antalóp ceithre	antalóp ceithre-adharcach
anua ísealchríche	anua ísealchríche
anua sléibhe	anua sléibhe
lowland	ísealchríoch
Brahman	Bráman
wild goat	fiaghabhar
wild goat	gabhar fia
angora	gabhar angóra
angora	angóra
angora	coinín angóra
gazelle	gasail
gasail	gasail Edmi
gasail	gasail dama
gasail	gasail dorcas
Republic of Angola	Poblacht Angóla
Republic of Belarus	Poblacht na Bealarúise
Heirseagaivéin	Boisnia-Heirseagaivéin
Boisnia	Boisnia
Herzegovina	Heirseagaivéin
Herzegovinian	Heirseagaivéineach
Bosnian	Boisniach
argali	árgailí
United Arab Emirates	Aontas na nÉimíríochtaí Arabacha
emirate	éimíríocht
Éigipte	Poblacht Arabach na hÉigipte
Central African Republic	Poblacht na hAfraice Láir
goral	garal
Chinese goral	garal Síneach
serow	seireo
seireo	seireo Sumatra
seireo Himiléach	seireo Himiléach
mainland serow	seireo mórthíre
bighorn sheep	caora mhóradharcach
wild Asiatic buffalo	buabhall fiáin Áiseach
bison	bíosún
Garbhchríoch	Garbhchríocha
bó	bó na nGarbhchríoch
wood buffalo	bíosún coille
American bison	bíosún Meiriceánach
bugler	buabhallaí
water buffalo	buabhall uisce
drinking-horn	corn óil
Cape buffalo	buabhall rinne
mouflon	caora mouflon
merino	caora mherino
Barbary sheep	caora Bharbarach
oryx	oracs
oracs Arabach	oracs Arabach
oracs adharca simeatáir	oracs adharca simeatáir
gemsbok	geamsboc
gaur	gár
eland	éalann
impala	iompála
tsessebe	seiseibe
chamois	seamaí
waterbuck	poc uisce
markhor	marcár
hartebeest	hartaibéist
dik-dik	dic-dic
kouprey	cúpraí
Tibetan antelope	siorú
marsh buck	siteatunga
takin	taicín
tamaraw	tamará
urial	úirial
blackbuck	dúbhoc Indiach
blackbuck	dúbhoc
banded duiker	dícear bandach
dícear	dícear Jentink
dícear	dícear Ogilby
aurochs	áracs
bontebok	bantaboc
oracs gasail	oracs gasaileach
aye-aye	aidhe-aidhe
ermine	easóg
ape	ápa
Barbary ape	ápa Barbarach
cholangiocarcinoma	ailse dhucht an domlais
breast cancer	ailse chíche
cervical cancer	ailse cheirbheacs
colorectal	colaireicteach
ovary	ubhagán
ovarian	ubhagánach
prostate cancer	ailse phróstataigh
bowel cancer	ailse phutóige
ailse ubhagáin	ailse ubhagáin
homeo-	hoiméa-
neurobiology	néarbhitheolaíocht
neuroradiology	néararaideolaíocht
nervous	néarógach
neurotic	néaróiseach
division	urrann
siondróm putóige greannaithí	siondróm putóige greannaithí
Guillain-Barré syndrome	géarpholaifhréamhán-néarapaite dhímhiailinitheach athlastach
siondróm	siondróm Guillain-Barré
polyradiculoneuropathy	polaifhréamhán-néarapaite
radiculopathy	fréamhánphaite
radiculo-	fréamhán-
radicle	fréamhán
ailse farainge	ailse farainge
endometrial cancer	ailse inmheitriam
laryngeal cancer	ailse larainge
ailse scornaí	ailse scornaí
allelopathic	ailléileapatach
allele	ailléil
allelic	ailléileach
hetero-	heitri-
heteroallelic	heitrea-ailléileach
heterocyclic	heitreafháinneach
amphipathic	amfapatach
amphi-	amfa-
arthropathy	artrapaite
arthro-	artra-
homeopathy	hoiméapaite
homeopathic	hoiméapatach
homeostasis	hoiméastáis
homeopath	hoiméapat
idiopathic	ideapatach
idio-	idea-
idioblastic	ideablastach
-blastic	-blastach
Balinese	Bailís
vesuvianite	ideacrás
vesuvianite	veasúivít
idiophone	ideafón
-phone	-fón
pleading	tagra
idiomorphic	ideamorfach
-morphic	-morfach
subidiomorphic	fo-ideamorfach
hypidiomorphic	hipideamorfach
hypoxia	hiopocsa
hypoxia	hiopocsacht
-oxia	-ocsacht
panidiomorphic	painideamorfach
pancake	pancóg
breath	anáil
hypnosis	hiopnóis
hypnotic	hiopnóiseach
homeomorphy	hoiméamorfacht
homeomorphism	hoiméamorfachas
hyper-	hipir-
neural canal	néarchanáil
nerve ending	néarcheann
nerve cell	néarchill
nerve cord	néarchorda
neurologist	néareolaí
neurology	néareolaíocht
neurophysiologist	néaraifiseolaí
heterosis	heatróis
nerve center	néarlár
heterodont	heatródóntach
center	croílár
heterosexuality	heitrighnéasacht
nerve	néaróg
neurosis	néaróis
neuroticism	néaróiseachas
neuron	néarón
cytology	cíteolaíocht
cyto-	cíti-
bigwig	boc mór
hypothermic	hipiteirmeach
spathic	spatach
heteroglossia	heitribhéascna
heterobiography	heitribheathaisnéis
shampoo	seampú
hypopharynx	hipeafaraing
hyponasty	hipeanastacht
-nasty	-nastacht
hypozoic	hipeasóch
hypocrystalline	hipicriostalta
neurulation	néarúlú
-leptic	-leipteach
neuroleptic	néaraileipteach
nerve fibre	néarshnáithín
cave	uaimh
toxicity	tocsaineacht
neurotoxicity	néarthocsaineacht
nerve gas	néarghás
neuralgia	néarailge
nerve impulse	néar-ríog
heterodont	heitridhéadach
oesophagus	éasafagas
oestrus	éastras
Iraqi	Iarácach
eolaíocht	eolaíocht an néarchórais
eolaíocht néarchórais	eolaíocht néarchórais
nervous system	néarchóras
neurological	néareolaíoch
Indonesian	Indinéiseach
neuralgic	néarailgeach
hypothermia	hipiteirme
hairy armadillo	armadailín guaireach
Ríocht Bhairéin	Ríocht Bhairéin
Bahraini	Bairéanach
moustache	croiméal
pharynx	faraing
irritable	greannaitheach
larynx	laraing
gas mask	gásphúicín
gaseous	gásach
bowels	inní
hypoacidity	hiopaigéadacht
Barbaire	Barbair
Barbary macaque	meacaic Bharbarach
macaque	meacaic
scimitar	simeatár
bender tent	puball lúbán
loop	lúbán
protection	díon
lúbán bán	lúbán bán
black pudding	lúbán dubh
white pudding	putóg bhán
black pudding	putóg dhubh
loop	lúbra
crafty	lúbaire
labyrinth	cathair ghríobháin
griffin	gríobhach
griffin	gríofa
toxic	tocsaineach
toxicology	tocsaineolaíocht
toxin	tocsain
hindgut	putóg chúil
deceit	lúbaireacht
looped	lúbánach
throat	scornach
lúbán eiteáin	lúbán eiteáin
spindle	eiteán
link	lúbáil
Irish stoat	easóg Éireannach
yellow-bellied weasel	easóg an bhoilg bhuí
bellows	boilg
Siberian weasel	easóg Shibéarach
mountain weasel	easóg shléibhe
mink	minc
American mink	minc Mheiriceánach
ferret	firéad
polecat	toghán
polecat	cat coille
least weasel	bláthnaid ghallda
honey badger	broc meala
stoat	bláthnaid
cat crainn	cat crainn Pennant
cat crainn clochra	cat crainn clochra
European otter	dobhrán Eoráiseach
dobhrán mara deisceartach	dobhrán mara deisceartach
southern	deisceartach
foreign	gallda
prostate	próstatach
billy goat	poc gabhair
heteronormative	heitreanormatach
normative	normatach
heterosphere	heitrisféar
heteroscedasticity	heitrisceideastachas
heterophile	heitrifileach
-philic	-fileach
heterozygous	heitrisigeach
heterozygote	heitrisiogót
bromite	bróimít
hypobromite	hipeabróimít
hypochlorite	fochlóirít
hypochlorite	hipeaclóirít
chlorite	clóirít
hypophosphate	hipeafoisfít
phosphite	foisfít
rectal	reicteach
rectum	reicteam
rectum	athán
rectum	driseachán
Iona	Í
hurler	iománaí
poc fionn	poc fionn
poc báire	poc báire
poc cúil	poc cúil
cúl	cúl-líne
sea bass	doingean mara
goal line	líne chúil
poc saor	poc saor
free kick	saorchic
cic saor	cic saor
corner forward	lántosaí
poc sleasa	poc sleasa
poc tinnis	poc tinnis
poc mearaidh	poc mearaidh
poc aosán	poc aosán
hypochondriac	hipeacoindreach
neuroleptic malignant syndrome	siondróm urchóideach néaraileipteach
analeptic	anaileipteach
organoleptic	orgánaileipteach
narcolepsy	narcailéipse
English	Galltacht
protective	díonach
gas burner	gásdóire
producer	gásghineadóir
gaslamp	gáslampa
gas ring	gásfháinne
gas	gáslíonta
gas meter	gásmhéadar
gas oven	gásoigheann
gas pipe	gásphíopa
pneumatic trough	gásumar
carcino-	carcana-
patho-	pata-
great	oll-
drummer	taistealaí tráchtála
euphonium	eofón
accordionist	cairdíneoir
organist	orgánaí
pianist	oirfideach pianó
pianist	pianódóir
tambourinist	tiompánaí
saxophonist	sacsafónaí
banjo	bainseo
banjoist	bainseóí
musician	ceoltóir
commerce	tráchtáil
clarinetist	clairnéideoir
harpist	cláirseoir
harpist	cruitire
cellist	dordveidhleadóir
flutist	fliúiteadóir
lutist	seinnteoir liúite
harpsichordist	cruitchláraí
percussionist	cnagcheoltóir
flageolet	fideog
accident	timpiste
heteroscedastic	heitrisceadastach
heteroscedasticity	heitrisceideastacht
heterojunction	heitreachumar
scedastic	sceideastach
scedasticity	sceideastacht
homoscedastic	homaisceadastach
homoscedasticity	homaisceideastacht
hypocotyl	hipeacotail
hypoxemia	hiopocsaeime
hypochondriasis	hipeacoindriáis
hypochondria	hipeacoindre
hypodermic	hipideirmeach
hypophysial	hipifiseach
minstrelsy	oirfide
concertina	consairtín
harp	cruit
harping	cruitireacht
harpsichord	cruitchlár
cello	dordveidhil
bass fiddle	dordveidhlín
viol	veidheal
cornet	coirnéad
dulcimer	téadchlár
hammered dulcimer	téadchlár casúr
harp	cláirseach
harp	cláirseoireacht
clarinet	clairnéid
clavichord	clabhchorda
cymbal	ciombal
ciombal ard	ciombal ard-hata
harmonic	armónach
ciombal troitheáin	ciombal troitheáin
ciombal creatháin	ciombal creatháin
ciombal plimpe	ciombal plimpe
ciombal crochta	ciombal crochta
celesta	ceileiste
castanets	castainéid
accordion	cairdín
acoustic guitar	giotár fuaimiúil
saxophone	sacsafón
cittern	siotaran
sitar	siotár
